typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:10,45.525812,-73.559177,0.5,,
T,31/12/2017 22:10,45.525637,-73.558794,0.2,,
T,31/12/2017 22:10,45.525369,-73.558219,-1.4,,
T,31/12/2017 22:10,45.525112,-73.557674,-1.7,,
T,31/12/2017 22:10,45.524959,-73.557295,-4.1,,
T,31/12/2017 22:10,45.524961,-73.556831,-3.4,,
T,31/12/2017 22:10,45.525189,-73.556418,-1.9,,
T,31/12/2017 22:10,45.525414,-73.556157,-3.4,,
T,31/12/2017 22:10,45.525667,-73.555837,-4.5,,
T,31/12/2017 22:10,45.525771,-73.555373,-4.8,,
T,31/12/2017 22:10,45.525755,-73.554803,-4.8,,
T,31/12/2017 22:10,45.525546,-73.554194,-4.3,,
T,31/12/2017 22:10,45.525314,-73.553554,-2.4,,
T,31/12/2017 22:10,45.525086,-73.552669,0,,
T,31/12/2017 22:11,45.524834,-73.551735,2.4,,
T,31/12/2017 22:11,45.524633,-73.551047,5.2,,
T,31/12/2017 22:11,45.524349,-73.550406,6.4,,
T,31/12/2017 22:11,45.523969,-73.549595,9.1,,
T,31/12/2017 22:11,45.523683,-73.548978,10.7,,
T,31/12/2017 22:11,45.523388,-73.548361,14.5,,
T,31/12/2017 22:11,45.523023,-73.547573,17.4,,
T,31/12/2017 22:11,45.522693,-73.54675,21.6,,
T,31/12/2017 22:11,45.522531,-73.545975,23,,
T,31/12/2017 22:11,45.522368,-73.545022,24.7,,
T,31/12/2017 22:11,45.522248,-73.544211,27.1,,
T,31/12/2017 22:11,45.522089,-73.543357,28.5,,
T,31/12/2017 22:11,45.521953,-73.542627,31.2,,
T,31/12/2017 22:11,45.521825,-73.541868,30.7,,
T,31/12/2017 22:12,45.521636,-73.540892,34,,
T,31/12/2017 22:12,45.521478,-73.540029,33.3,,
T,31/12/2017 22:12,45.521324,-73.539134,33.1,,
T,31/12/2017 22:12,45.521137,-73.538037,28.2,,
T,31/12/2017 22:12,45.520976,-73.537142,24.3,,
T,31/12/2017 22:12,45.520833,-73.536271,21.4,,
T,31/12/2017 22:12,45.520714,-73.535371,17,,
T,31/12/2017 22:12,45.520711,-73.534516,16,,
T,31/12/2017 22:12,45.520792,-73.533445,14.5,,
T,31/12/2017 22:12,45.520861,-73.532607,13.5,,
T,31/12/2017 22:12,45.520981,-73.531386,11.3,,
T,31/12/2017 22:12,45.521077,-73.530177,11.7,,
T,31/12/2017 22:12,45.521155,-73.52921,14.4,,
T,31/12/2017 22:13,45.521235,-73.5282,17,,
T,31/12/2017 22:13,45.521305,-73.527426,19.5,,
T,31/12/2017 22:13,45.521377,-73.526637,21.6,,
T,31/12/2017 22:13,45.52145,-73.525698,24,,
T,31/12/2017 22:13,45.521538,-73.52466,20.1,,
T,31/12/2017 22:13,45.521612,-73.523749,16.8,,
T,31/12/2017 22:13,45.521714,-73.522557,13.1,,
T,31/12/2017 22:13,45.521793,-73.521597,9.5,,
T,31/12/2017 22:13,45.521892,-73.520404,5,,
T,31/12/2017 22:13,45.521977,-73.519307,-0.2,,
T,31/12/2017 22:13,45.521955,-73.51853,-2,,
T,31/12/2017 22:13,45.521891,-73.51784,-3.3,,
T,31/12/2017 22:13,45.521978,-73.517583,-2.1,,
T,31/12/2017 22:13,45.522125,-73.517476,-3,,
T,31/12/2017 22:14,45.522247,-73.517614,-2,,
T,31/12/2017 22:14,45.522267,-73.517901,-0.6,,
T,31/12/2017 22:14,45.522248,-73.518108,0,,
T,31/12/2017 22:14,45.522142,-73.518672,0.7,,
T,31/12/2017 22:14,45.522078,-73.519035,0.6,,
T,31/12/2017 22:14,45.522002,-73.519713,0.8,,
T,31/12/2017 22:14,45.521943,-73.520537,3.7,,
T,31/12/2017 22:14,45.52189,-73.521238,6.6,,
T,31/12/2017 22:14,45.521817,-73.521942,9.5,,
T,31/12/2017 22:14,45.521752,-73.522853,11.8,,
T,31/12/2017 22:14,45.521681,-73.523658,14.8,,
T,31/12/2017 22:14,45.521592,-73.524713,18.2,,
T,31/12/2017 22:14,45.521526,-73.525554,21.5,,
T,31/12/2017 22:15,45.521458,-73.526302,21,,
T,31/12/2017 22:15,45.521383,-73.527075,18.4,,
T,31/12/2017 22:15,45.521295,-73.528076,15.7,,
T,31/12/2017 22:15,45.521223,-73.528957,13.4,,
T,31/12/2017 22:15,45.521127,-73.53009,10.4,,
T,31/12/2017 22:15,45.521046,-73.530995,11.2,,
T,31/12/2017 22:15,45.520949,-73.532196,12.8,,
T,31/12/2017 22:15,45.52086,-73.533151,14.2,,
T,31/12/2017 22:15,45.52076,-73.534275,15.6,,
T,31/12/2017 22:15,45.52074,-73.535341,16.5,,
T,31/12/2017 22:15,45.520888,-73.536497,18.2,,
T,31/12/2017 22:15,45.521047,-73.537375,21.3,,
T,31/12/2017 22:15,45.521197,-73.538227,23.8,,
T,31/12/2017 22:16,45.52138,-73.539295,26.6,,
T,31/12/2017 22:16,45.521524,-73.540143,29,,
T,31/12/2017 22:16,45.521704,-73.541146,31.9,,
