type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 21:00,45.501353,-73.559452,26.2,,
T,30/12/2017 21:03,45.501408,-73.559459,22.2,,
T,30/12/2017 21:03,45.501556,-73.559411,21.2,,
T,30/12/2017 21:03,45.501765,-73.559254,20.2,,
T,30/12/2017 21:03,45.501988,-73.559,20.2,,
T,30/12/2017 21:03,45.502302,-73.558887,20.2,,
T,30/12/2017 21:03,45.502377,-73.558722,23.2,,
T,30/12/2017 21:03,45.502526,-73.558593,23.2,,
T,30/12/2017 21:03,45.502708,-73.558469,24.2,,
T,30/12/2017 21:03,45.502886,-73.558316,24.2,,
T,30/12/2017 21:03,45.503032,-73.558214,26.2,,
T,30/12/2017 21:03,45.50328,-73.557961,30.2,,
T,30/12/2017 21:03,45.503544,-73.557726,33.2,,
T,30/12/2017 21:03,45.503712,-73.557593,32.2,,
T,30/12/2017 21:03,45.503847,-73.557503,33.2,,
T,30/12/2017 21:04,45.504019,-73.557394,32.2,,
T,30/12/2017 21:04,45.504139,-73.557269,38.2,,
T,30/12/2017 21:04,45.504205,-73.557188,37.2,,
T,30/12/2017 21:04,45.504248,-73.557164,39.2,,
T,30/12/2017 21:04,45.50436,-73.557133,30.2,,
T,30/12/2017 21:04,45.504434,-73.557206,29.2,,
T,30/12/2017 21:04,45.504501,-73.557334,27.2,,
T,30/12/2017 21:05,45.504556,-73.557433,25.2,,
T,30/12/2017 21:05,45.504606,-73.557534,24.2,,
T,30/12/2017 21:07,45.504634,-73.557647,22.2,,
T,30/12/2017 21:07,45.504619,-73.557775,31.2,,
T,30/12/2017 21:07,45.504455,-73.557924,31.2,,
T,30/12/2017 21:07,45.504365,-73.558037,33.2,,
T,30/12/2017 21:07,45.504346,-73.558111,42.2,,
T,30/12/2017 21:07,45.504096,-73.558263,41.2,,
T,30/12/2017 21:07,45.503836,-73.558503,41.2,,
T,30/12/2017 21:07,45.503487,-73.558582,43.2,,
T,30/12/2017 21:07,45.503304,-73.558481,43.2,,
T,30/12/2017 21:07,45.503377,-73.55858,39.2,,
T,30/12/2017 21:07,45.503202,-73.558417,30.2,,
T,30/12/2017 21:08,45.503072,-73.558247,27.2,,
T,30/12/2017 21:08,45.503042,-73.558126,27.2,,
T,30/12/2017 21:08,45.502922,-73.55792,27.2,,
T,30/12/2017 21:08,45.502804,-73.55778,27.2,,
T,30/12/2017 21:08,45.502781,-73.557675,27.2,,
T,30/12/2017 21:08,45.502906,-73.557455,26.2,,
T,30/12/2017 21:08,45.503004,-73.557306,27.2,,
T,30/12/2017 21:08,45.502957,-73.557199,31.2,,
T,30/12/2017 21:09,45.502861,-73.557063,29.2,,
T,30/12/2017 21:09,45.502748,-73.556861,26.2,,
T,30/12/2017 21:09,45.502704,-73.556702,23.2,,
T,30/12/2017 21:09,45.502708,-73.556576,19.2,,
T,30/12/2017 21:09,45.502785,-73.556438,23.2,,
T,30/12/2017 21:09,45.502775,-73.556332,19.2,,
T,30/12/2017 21:09,45.502728,-73.556211,19.2,,
T,30/12/2017 21:09,45.502698,-73.556078,17.2,,
T,30/12/2017 21:09,45.502726,-73.555966,21.2,,
T,30/12/2017 21:09,45.502819,-73.555861,22.2,,
T,30/12/2017 21:09,45.502904,-73.55578,18.2,,
T,30/12/2017 21:10,45.50298,-73.555729,14.2,,
T,30/12/2017 21:10,45.503067,-73.555845,16.2,,
T,30/12/2017 21:10,45.50314,-73.555972,16.2,,
T,30/12/2017 21:10,45.503265,-73.556203,18.2,,
T,30/12/2017 21:10,45.503381,-73.556469,17.2,,
T,30/12/2017 21:10,45.503473,-73.556662,16.2,,
T,30/12/2017 21:10,45.503665,-73.557014,14.2,,
T,30/12/2017 21:10,45.503751,-73.557204,14.2,,
T,30/12/2017 21:10,45.503815,-73.55725,16.2,,
T,30/12/2017 21:10,45.503872,-73.557393,15.2,,
T,30/12/2017 21:11,45.50412,-73.557248,20.2,,
T,30/12/2017 21:11,45.504392,-73.557052,18.2,,
T,30/12/2017 21:11,45.504505,-73.556973,23.2,,
T,30/12/2017 21:11,45.504589,-73.556939,28.2,,
T,30/12/2017 21:11,45.504664,-73.556891,23.2,,
T,30/12/2017 21:11,45.504772,-73.556786,20.2,,
T,30/12/2017 21:11,45.504832,-73.556728,20.2,,
T,30/12/2017 21:12,45.504918,-73.556683,28.2,,
T,30/12/2017 21:12,45.504905,-73.556524,29.2,,
T,30/12/2017 21:12,45.504842,-73.556336,30.2,,
T,30/12/2017 21:12,45.504755,-73.556133,32.2,,
T,30/12/2017 21:12,45.504632,-73.555989,39.2,,
