type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:06,45.493021,-73.563654,19.1,,
T,31/12/2017 20:28,45.492997,-73.563753,15,,
T,31/12/2017 20:28,45.492894,-73.563846,11.1,,
T,31/12/2017 20:28,45.492799,-73.563921,7.5,,
T,31/12/2017 20:28,45.492697,-73.563982,3.7,,
T,31/12/2017 20:28,45.492617,-73.564017,-6.3,,
T,31/12/2017 20:29,45.492709,-73.564291,-9.3,,
T,31/12/2017 20:29,45.49285,-73.564527,-9.5,,
T,31/12/2017 20:29,45.492903,-73.564587,-5.4,,
T,31/12/2017 20:29,45.492973,-73.564657,-11.4,,
T,31/12/2017 20:30,45.492993,-73.564768,-12.1,,
T,31/12/2017 20:30,45.492749,-73.564995,-13.1,,
T,31/12/2017 20:30,45.492462,-73.56524,-14.1,,
T,31/12/2017 20:30,45.49208,-73.565546,-14.5,,
T,31/12/2017 20:30,45.491669,-73.565891,-15.4,,
T,31/12/2017 20:30,45.491183,-73.566292,-16.9,,
T,31/12/2017 20:30,45.490834,-73.566604,-17.7,,
T,31/12/2017 20:30,45.490438,-73.566958,-15.6,,
T,31/12/2017 20:30,45.490209,-73.567232,-15.5,,
T,31/12/2017 20:30,45.490278,-73.56751,-15.2,,
T,31/12/2017 20:30,45.49047,-73.567929,-16.6,,
T,31/12/2017 20:30,45.490728,-73.568479,-17.1,,
T,31/12/2017 20:30,45.491053,-73.569113,-14.6,,
T,31/12/2017 20:30,45.491218,-73.569487,-16.6,,
T,31/12/2017 20:31,45.491346,-73.569727,-16.6,,
T,31/12/2017 20:31,45.491398,-73.569831,-16.1,,
T,31/12/2017 20:31,45.491572,-73.570197,-20.3,,
T,31/12/2017 20:31,45.491789,-73.570654,-19.6,,
T,31/12/2017 20:31,45.492042,-73.571196,-15,,
T,31/12/2017 20:31,45.49233,-73.571772,-11.2,,
T,31/12/2017 20:32,45.492549,-73.57226,-8.5,,
T,31/12/2017 20:32,45.492823,-73.572863,-7.6,,
T,31/12/2017 20:32,45.493079,-73.573415,-3.9,,
T,31/12/2017 20:32,45.4934,-73.57407,3.8,,
T,31/12/2017 20:32,45.493607,-73.574495,3.9,,
T,31/12/2017 20:32,45.49366,-73.574625,5,,
T,31/12/2017 20:32,45.49365,-73.574713,3.1,,
T,31/12/2017 20:32,45.493795,-73.575013,3.2,,
T,31/12/2017 20:32,45.494059,-73.575493,8.1,,
T,31/12/2017 20:32,45.494206,-73.575859,10.2,,
T,31/12/2017 20:33,45.494373,-73.576192,10.8,,
T,31/12/2017 20:33,45.494612,-73.576786,13.7,,
T,31/12/2017 20:33,45.494896,-73.577403,16.5,,
T,31/12/2017 20:33,45.495005,-73.577696,18,,
T,31/12/2017 20:33,45.495043,-73.577792,23.7,,
T,31/12/2017 20:34,45.495218,-73.578278,12.4,,
T,31/12/2017 20:34,45.495519,-73.578847,12.7,,
T,31/12/2017 20:34,45.495837,-73.57958,17.5,,
