typ,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 2:52,45.548911,-73.635567,79,,
T,01/01/2018 2:52,45.547146,-73.637412,77,,
T,01/01/2018 2:52,45.545426,-73.638891,76,,
T,01/01/2018 2:52,45.543796,-73.640206,75,,
T,01/01/2018 2:52,45.542021,-73.641446,76,,
T,01/01/2018 2:52,45.540216,-73.642523,74,,
T,01/01/2018 2:53,45.538335,-73.643702,71,,
T,01/01/2018 2:53,45.536442,-73.644909,71,,
T,01/01/2018 2:53,45.534479,-73.646196,67,,
T,01/01/2018 2:53,45.532712,-73.647431,69,,
T,01/01/2018 2:53,45.530891,-73.648604,67,,
T,01/01/2018 2:53,45.529197,-73.650046,68,,
T,01/01/2018 2:54,45.527571,-73.651554,72,,
T,01/01/2018 2:54,45.52568,-73.652078,73,,
T,01/01/2018 2:54,45.523783,-73.652726,74,,
T,01/01/2018 2:54,45.521882,-73.653818,76,,
T,01/01/2018 2:54,45.520413,-73.654759,78,,
T,01/01/2018 2:54,45.518768,-73.655808,81,,
T,01/01/2018 2:55,45.51707,-73.656974,76,,
T,01/01/2018 2:55,45.515407,-73.658031,73,,
T,01/01/2018 2:55,45.5138,-73.659054,73,,
T,01/01/2018 2:55,45.512202,-73.660083,72,,
T,01/01/2018 2:55,45.510556,-73.661213,71,,
T,01/01/2018 2:55,45.508998,-73.662171,73,,
T,01/01/2018 2:56,45.507637,-73.66298,76,,
T,01/01/2018 2:56,45.506214,-73.663925,77,,
T,01/01/2018 2:56,45.504926,-73.664743,77,,
T,01/01/2018 2:56,45.504046,-73.665665,76,,
T,01/01/2018 2:56,45.502976,-73.66562,71,,
T,01/01/2018 2:56,45.50239,-73.664538,69,,
T,01/01/2018 2:57,45.501495,-73.663546,71,,
T,01/01/2018 2:57,45.500337,-73.662446,72,,
T,01/01/2018 2:57,45.499745,-73.661679,70,,
T,01/01/2018 2:57,45.49868,-73.659996,69,,
T,01/01/2018 2:57,45.497347,-73.657911,70,,
T,01/01/2018 2:57,45.496068,-73.655947,71,,
T,01/01/2018 2:58,45.494819,-73.654018,72,,
T,01/01/2018 2:58,45.493496,-73.651813,74,,
T,01/01/2018 2:58,45.492527,-73.649514,74,,
T,01/01/2018 2:58,45.491623,-73.647211,75,,
T,01/01/2018 2:58,45.490617,-73.64493,74,,
T,01/01/2018 2:58,45.489523,-73.64243,76,,
T,01/01/2018 2:59,45.488453,-73.640067,77,,
T,01/01/2018 2:59,45.487382,-73.637771,79,,
T,01/01/2018 2:59,45.486418,-73.635654,81,,
T,01/01/2018 2:59,45.485432,-73.633452,83,,
T,01/01/2018 2:59,45.48439,-73.631103,87,,
T,01/01/2018 2:59,45.483381,-73.628874,94,,
T,01/01/2018 3:00,45.482303,-73.626533,98,,
T,01/01/2018 3:00,45.481352,-73.624376,102,,
T,01/01/2018 3:00,45.480537,-73.622471,108,,
T,01/01/2018 3:00,45.479359,-73.620583,113,,
T,01/01/2018 3:00,45.477745,-73.619281,114,,
T,01/01/2018 3:00,45.476298,-73.617273,109,,
T,01/01/2018 3:01,45.475148,-73.615232,102,,
T,01/01/2018 3:01,45.474167,-73.613072,95,,
T,01/01/2018 3:01,45.473371,-73.611169,87,,
T,01/01/2018 3:01,45.472448,-73.60914,79,,
T,01/01/2018 3:01,45.471567,-73.607127,74,,
T,01/01/2018 3:01,45.470714,-73.60521,69,,
T,01/01/2018 3:02,45.469822,-73.603103,64,,
T,01/01/2018 3:02,45.469449,-73.601039,57,,
T,01/01/2018 3:02,45.469818,-73.599166,51,,
T,01/01/2018 3:02,45.470554,-73.597854,48,,
T,01/01/2018 3:02,45.471599,-73.596849,50,,
T,01/01/2018 3:02,45.47289,-73.596269,55,,
T,01/01/2018 3:03,45.474352,-73.59569,57,,
T,01/01/2018 3:03,45.47596,-73.595089,60,,
T,01/01/2018 3:03,45.477584,-73.594142,59,,
T,01/01/2018 3:03,45.479025,-73.592483,58,,
T,01/01/2018 3:03,45.480266,-73.590567,57,,
T,01/01/2018 3:03,45.481419,-73.588673,58,,
T,01/01/2018 3:04,45.482662,-73.586849,62,,
T,01/01/2018 3:04,45.483851,-73.584865,66,,
T,01/01/2018 3:04,45.485033,-73.582973,67,,
T,01/01/2018 3:04,45.48611,-73.581262,66,,
T,01/01/2018 3:04,45.487118,-73.580004,58,,
T,01/01/2018 3:04,45.488129,-73.578955,57,,
