typ,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 2:30,45.594923,-73.575753,42.2,,
T,01/01/2018 2:30,45.595378,-73.575055,42.1,,
T,01/01/2018 2:30,45.595854,-73.574345,42.2,,
T,01/01/2018 2:30,45.596463,-73.573519,42.4,,
T,01/01/2018 2:30,45.597081,-73.572831,42.3,,
T,01/01/2018 2:30,45.597637,-73.572325,41.8,,
T,01/01/2018 2:30,45.598423,-73.571663,41.2,,
T,01/01/2018 2:30,45.599056,-73.571119,40.9,,
T,01/01/2018 2:30,45.599597,-73.570628,40.9,,
T,01/01/2018 2:30,45.60016,-73.570091,40.5,,
T,01/01/2018 2:30,45.600468,-73.569684,39.9,,
T,01/01/2018 2:30,45.600358,-73.569352,39.9,,
T,01/01/2018 2:30,45.600009,-73.568975,40,,
T,01/01/2018 2:31,45.599563,-73.568856,39.7,,
T,01/01/2018 2:31,45.599338,-73.569008,39.4,,
T,01/01/2018 2:31,45.599403,-73.569381,39.7,,
T,01/01/2018 2:31,45.599607,-73.569845,39.6,,
T,01/01/2018 2:31,45.599948,-73.57063,39.6,,
T,01/01/2018 2:31,45.600215,-73.571255,39.1,,
T,01/01/2018 2:31,45.600566,-73.572077,38,,
T,01/01/2018 2:31,45.600822,-73.572686,37.4,,
T,01/01/2018 2:31,45.601049,-73.573226,36.8,,
T,01/01/2018 2:31,45.601288,-73.573832,36,,
T,01/01/2018 2:31,45.601541,-73.574408,36,,
T,01/01/2018 2:31,45.601827,-73.575053,36,,
T,01/01/2018 2:31,45.60206,-73.575568,35.8,,
T,01/01/2018 2:31,45.602352,-73.576258,35.2,,
T,01/01/2018 2:32,45.60266,-73.576981,34.6,,
T,01/01/2018 2:32,45.60297,-73.57769,33.9,,
T,01/01/2018 2:32,45.603219,-73.578211,33.5,,
T,01/01/2018 2:32,45.603267,-73.578321,33.5,,
T,01/01/2018 2:32,45.603393,-73.578615,33.9,,
T,01/01/2018 2:32,45.603601,-73.57906,34.2,,
T,01/01/2018 2:32,45.603835,-73.579651,34.3,,
T,01/01/2018 2:32,45.604069,-73.58023,33.9,,
