typ,time,latitude,longitude,altitude (m),name,desc
T,30/12/2017 21:02,45.501389,-73.559407,-8.3,,
T,30/12/2017 21:02,45.501526,-73.559318,-16,,
T,30/12/2017 21:03,45.501628,-73.559256,-14.3,,
T,30/12/2017 21:03,45.501895,-73.55909,-14.5,,
T,30/12/2017 21:03,45.502111,-73.558926,-17.3,,
T,30/12/2017 21:03,45.502297,-73.558789,-16.9,,
T,30/12/2017 21:03,45.502433,-73.558687,-16.5,,
T,30/12/2017 21:03,45.502628,-73.558512,-14.6,,
T,30/12/2017 21:03,45.502835,-73.558392,-14.7,,
T,30/12/2017 21:03,45.503015,-73.558258,-13,,
T,30/12/2017 21:03,45.503192,-73.558095,-11.2,,
T,30/12/2017 21:03,45.503486,-73.557866,-14.5,,
T,30/12/2017 21:03,45.503719,-73.557714,-12.2,,
T,30/12/2017 21:03,45.503806,-73.5577,-8.6,,
T,30/12/2017 21:03,45.503832,-73.557618,-3.3,,
T,30/12/2017 21:04,45.503965,-73.557506,-1,,
T,30/12/2017 21:04,45.504134,-73.557401,-2,,
T,30/12/2017 21:04,45.504234,-73.557347,-4.2,,
T,30/12/2017 21:04,45.504307,-73.557274,-0.1,,
T,30/12/2017 21:04,45.504382,-73.557296,5.9,,
T,30/12/2017 21:04,45.50445,-73.557349,1.4,,
T,30/12/2017 21:04,45.504517,-73.557465,3.3,,
T,30/12/2017 21:05,45.504581,-73.557562,5.2,,
T,30/12/2017 21:05,45.504638,-73.557653,11.4,,
T,30/12/2017 21:07,45.504692,-73.557748,20.2,,
T,30/12/2017 21:07,45.504656,-73.557859,10.7,,
T,30/12/2017 21:07,45.504408,-73.558028,7.2,,
T,30/12/2017 21:07,45.504364,-73.558076,6.5,,
T,30/12/2017 21:07,45.504001,-73.558357,2.5,,
T,30/12/2017 21:07,45.503874,-73.558549,2,,
T,30/12/2017 21:07,45.503532,-73.558786,1.8,,
T,30/12/2017 21:07,45.503434,-73.558824,4.8,,
T,30/12/2017 21:07,45.50334,-73.558559,2,,
T,30/12/2017 21:07,45.50318,-73.558375,0.7,,
T,30/12/2017 21:07,45.503028,-73.558311,-0.2,,
T,30/12/2017 21:08,45.50299,-73.558151,2.2,,
T,30/12/2017 21:08,45.502935,-73.557957,3.5,,
T,30/12/2017 21:08,45.502877,-73.557841,2.6,,
T,30/12/2017 21:08,45.50287,-73.557743,8,,
T,30/12/2017 21:08,45.50302,-73.557493,8.8,,
T,30/12/2017 21:08,45.503084,-73.557367,6.6,,
T,30/12/2017 21:08,45.502999,-73.557384,5.6,,
T,30/12/2017 21:08,45.502942,-73.557286,4.3,,
T,30/12/2017 21:08,45.502839,-73.557159,3.2,,
T,30/12/2017 21:09,45.5027,-73.556932,0.3,,
T,30/12/2017 21:09,45.502617,-73.556783,-3.3,,
T,30/12/2017 21:09,45.502612,-73.556671,-4.2,,
T,30/12/2017 21:09,45.502698,-73.55654,-6.8,,
T,30/12/2017 21:09,45.502734,-73.556427,-3.8,,
T,30/12/2017 21:09,45.502685,-73.556294,-3.9,,
T,30/12/2017 21:09,45.50264,-73.556174,-5.9,,
T,30/12/2017 21:09,45.502664,-73.556069,-8.9,,
T,30/12/2017 21:09,45.502702,-73.555977,-6.3,,
T,30/12/2017 21:09,45.502798,-73.555873,-6.9,,
T,30/12/2017 21:09,45.502884,-73.555787,-10.6,,
T,30/12/2017 21:09,45.502961,-73.555756,-9.8,,
T,30/12/2017 21:10,45.503076,-73.555882,-9.9,,
T,30/12/2017 21:10,45.503145,-73.556007,-11.2,,
T,30/12/2017 21:10,45.503242,-73.556225,-11.4,,
T,30/12/2017 21:10,45.503373,-73.556447,-9.8,,
T,30/12/2017 21:10,45.503501,-73.556707,-5.1,,
T,30/12/2017 21:10,45.503745,-73.557035,-4.8,,
T,30/12/2017 21:10,45.503813,-73.557194,0.5,,
T,30/12/2017 21:10,45.503866,-73.557282,6.7,,
T,30/12/2017 21:10,45.503936,-73.55744,6.3,,
T,30/12/2017 21:11,45.504087,-73.557367,5.1,,
T,30/12/2017 21:11,45.504324,-73.557176,5.5,,
T,30/12/2017 21:11,45.504462,-73.557095,4.8,,
T,30/12/2017 21:11,45.504551,-73.55698,2.2,,
T,30/12/2017 21:11,45.504615,-73.55689,2.8,,
T,30/12/2017 21:11,45.50474,-73.556796,2.1,,
T,30/12/2017 21:11,45.504804,-73.556739,1.4,,
T,30/12/2017 21:11,45.504896,-73.556667,1.1,,
T,30/12/2017 21:12,45.504887,-73.55658,2.2,,
T,30/12/2017 21:12,45.504856,-73.556379,3.9,,
T,30/12/2017 21:12,45.504812,-73.556221,5.6,,
T,30/12/2017 21:12,45.504754,-73.556069,6.2,,
T,30/12/2017 21:12,45.504696,-73.555938,10.9,,
T,30/12/2017 21:12,45.50467,-73.555815,10,,
T,30/12/2017 21:12,45.504603,-73.555628,12.8,,
T,30/12/2017 21:12,45.504528,-73.555366,11.5,,
T,30/12/2017 21:12,45.504494,-73.555148,7.9,,
T,30/12/2017 21:12,45.504448,-73.554929,4.4,,
T,30/12/2017 21:12,45.504436,-73.554789,0.3,,
T,30/12/2017 21:12,45.504384,-73.554686,-1.1,,
T,30/12/2017 21:13,45.504381,-73.55457,-5.8,,
T,30/12/2017 21:13,45.504354,-73.554454,-6.5,,
T,30/12/2017 21:13,45.504279,-73.554207,-6,,
T,30/12/2017 21:13,45.504209,-73.553999,-7,,
T,30/12/2017 21:13,45.504195,-73.553854,-13.8,,
T,30/12/2017 21:13,45.504188,-73.553748,-16.5,,
T,30/12/2017 21:13,45.504389,-73.55358,-16,,
T,30/12/2017 21:13,45.504746,-73.553441,-18,,
T,30/12/2017 21:13,45.505074,-73.553297,-18.5,,
T,30/12/2017 21:13,45.505213,-73.553243,-17.6,,
T,30/12/2017 21:13,45.505331,-73.553212,-18.6,,
T,30/12/2017 21:14,45.505406,-73.553241,-19.5,,
T,30/12/2017 21:14,45.505469,-73.553394,-17.3,,
T,30/12/2017 21:14,45.505501,-73.55351,-16.1,,
T,30/12/2017 21:14,45.505551,-73.553615,-14.5,,
T,30/12/2017 21:14,45.505598,-73.553692,-14.4,,
T,30/12/2017 21:14,45.505676,-73.553948,-12.3,,
T,30/12/2017 21:15,45.505763,-73.554216,-11,,
T,30/12/2017 21:15,45.505821,-73.554362,-9.6,,
T,30/12/2017 21:15,45.50593,-73.554369,-11,,
T,30/12/2017 21:15,45.506043,-73.554303,-9.4,,
T,30/12/2017 21:15,45.506072,-73.554189,-6.3,,
T,30/12/2017 21:15,45.505922,-73.553963,-4.7,,
T,30/12/2017 21:15,45.50586,-73.553872,-3.8,,
T,30/12/2017 21:15,45.505832,-73.553766,-1.7,,
T,30/12/2017 21:16,45.505751,-73.553725,-3.9,,
T,30/12/2017 21:16,45.50568,-73.553793,-13.8,,
T,30/12/2017 21:16,45.505625,-73.553838,-14.4,,
T,30/12/2017 21:16,45.50572,-73.554191,-11.6,,
T,30/12/2017 21:16,45.505827,-73.554497,-9.8,,
T,30/12/2017 21:16,45.50593,-73.554788,-7.8,,
T,30/12/2017 21:16,45.506026,-73.555057,-7.2,,
T,30/12/2017 21:16,45.50606,-73.555165,-4.5,,
T,30/12/2017 21:17,45.506096,-73.555254,-2.2,,
T,30/12/2017 21:17,45.506147,-73.555417,-2.8,,
T,30/12/2017 21:17,45.506219,-73.55559,-0.8,,
T,30/12/2017 21:17,45.506381,-73.555592,0.7,,
T,30/12/2017 21:17,45.506568,-73.555396,0.7,,
T,30/12/2017 21:17,45.506802,-73.555194,0.6,,
T,30/12/2017 21:17,45.507001,-73.555043,-0.3,,
T,30/12/2017 21:17,45.507243,-73.55485,-1.2,,
T,30/12/2017 21:17,45.507443,-73.554687,-2.9,,
T,30/12/2017 21:17,45.50756,-73.554587,0,,
T,30/12/2017 21:18,45.507641,-73.554473,0.2,,
T,30/12/2017 21:18,45.507594,-73.554265,-0.1,,
T,30/12/2017 21:18,45.507494,-73.554028,2.3,,
T,30/12/2017 21:18,45.50734,-73.553868,4.1,,
T,30/12/2017 21:18,45.507231,-73.553812,6.4,,
T,30/12/2017 21:18,45.50719,-73.553698,5.7,,
T,30/12/2017 21:18,45.507174,-73.553577,4.7,,
T,30/12/2017 21:18,45.507131,-73.553409,2.1,,
T,30/12/2017 21:18,45.507098,-73.553308,1.7,,
T,30/12/2017 21:18,45.507023,-73.553185,2.6,,
T,30/12/2017 21:18,45.506935,-73.552994,0.6,,
T,30/12/2017 21:18,45.506929,-73.552851,-6.4,,
T,30/12/2017 21:19,45.506875,-73.552761,-6.8,,
T,30/12/2017 21:19,45.50674,-73.552789,-11.3,,
T,30/12/2017 21:19,45.50665,-73.552906,-11.4,,
T,30/12/2017 21:19,45.50663,-73.553035,-9.4,,
T,30/12/2017 21:19,45.506666,-73.553186,-7.5,,
T,30/12/2017 21:19,45.506697,-73.553291,-8.7,,
T,30/12/2017 21:19,45.506769,-73.553419,-7.9,,
T,30/12/2017 21:19,45.506831,-73.553512,-7.1,,
T,30/12/2017 21:19,45.506884,-73.553585,-5.7,,
T,30/12/2017 21:19,45.506933,-73.553684,-3.6,,
T,30/12/2017 21:19,45.506733,-73.553863,-8.5,,
T,30/12/2017 21:19,45.506614,-73.553967,-8,,
T,30/12/2017 21:19,45.506598,-73.554088,-7.2,,
T,30/12/2017 21:20,45.506665,-73.554252,-6.8,,
T,30/12/2017 21:20,45.506727,-73.554382,-8.4,,
T,30/12/2017 21:20,45.506813,-73.554551,-7.4,,
T,30/12/2017 21:20,45.506878,-73.554682,-7.1,,
T,30/12/2017 21:20,45.506959,-73.554827,-5.9,,
T,30/12/2017 21:20,45.50701,-73.554924,-5.7,,
T,30/12/2017 21:20,45.507052,-73.555014,-7.3,,
T,30/12/2017 21:20,45.507293,-73.554816,-5.1,,
T,30/12/2017 21:20,45.50753,-73.554593,-5.6,,
T,30/12/2017 21:20,45.507895,-73.55431,-2.5,,
T,30/12/2017 21:20,45.508093,-73.554157,-0.2,,
T,30/12/2017 21:21,45.508155,-73.554073,-5.1,,
T,30/12/2017 21:21,45.508125,-73.553961,-2.1,,
T,30/12/2017 21:21,45.508033,-73.553708,-4.9,,
T,30/12/2017 21:21,45.507977,-73.553594,-5.8,,
T,30/12/2017 21:21,45.507918,-73.5535,-6.2,,
T,30/12/2017 21:21,45.507854,-73.55338,-6.5,,
T,30/12/2017 21:21,45.507776,-73.553213,-7.1,,
T,30/12/2017 21:21,45.50771,-73.553062,-10.2,,
T,30/12/2017 21:21,45.507664,-73.552906,-10.9,,
T,30/12/2017 21:21,45.507617,-73.552746,-11.4,,
T,30/12/2017 21:21,45.507582,-73.552624,-11.4,,
T,30/12/2017 21:22,45.507553,-73.552524,-13.4,,
T,30/12/2017 21:22,45.507468,-73.552323,-14.3,,
T,30/12/2017 21:22,45.507427,-73.55221,-16.3,,
T,30/12/2017 21:22,45.507373,-73.552127,-17.2,,
T,30/12/2017 21:22,45.507287,-73.552125,-17.2,,
T,30/12/2017 21:22,45.507221,-73.552152,-18.1,,
T,30/12/2017 21:22,45.507087,-73.552234,-17.4,,
T,30/12/2017 21:22,45.506944,-73.552313,-17.4,,
T,30/12/2017 21:22,45.506743,-73.552452,-18,,
T,30/12/2017 21:22,45.506482,-73.552658,-17.7,,
T,30/12/2017 21:22,45.506258,-73.552841,-20,,
T,30/12/2017 21:22,45.506048,-73.552952,-17.9,,
T,30/12/2017 21:23,45.505756,-73.553077,-16.3,,
T,30/12/2017 21:23,45.505561,-73.553172,-18,,
T,30/12/2017 21:23,45.505477,-73.553188,-19.3,,
T,30/12/2017 21:23,45.505415,-73.553208,-19.3,,
T,30/12/2017 21:23,45.505164,-73.553308,-19,,
T,30/12/2017 21:23,45.504929,-73.553407,-20.3,,
T,30/12/2017 21:23,45.504689,-73.553513,-19.7,,
T,30/12/2017 21:23,45.504473,-73.553601,-18.7,,
T,30/12/2017 21:23,45.504292,-73.553663,-17.8,,
T,30/12/2017 21:23,45.504225,-73.553673,-16.7,,
T,30/12/2017 21:23,45.503978,-73.55374,-17.3,,
T,30/12/2017 21:23,45.503651,-73.553868,-15.8,,
T,30/12/2017 21:23,45.503398,-73.553927,-17.7,,
T,30/12/2017 21:24,45.503111,-73.553938,-18.1,,
T,30/12/2017 21:24,45.502762,-73.55393,-17.4,,
T,30/12/2017 21:24,45.50247,-73.553888,-14.5,,
T,30/12/2017 21:24,45.502387,-73.553868,-12.9,,
T,30/12/2017 21:24,45.50217,-73.553854,-12.9,,
T,30/12/2017 21:24,45.501793,-73.553802,-10.8,,
T,30/12/2017 21:24,45.501403,-73.553726,-10.7,,
T,30/12/2017 21:24,45.500994,-73.553618,-10.2,,
T,30/12/2017 21:24,45.500664,-73.553553,-13.3,,
T,30/12/2017 21:24,45.500425,-73.553479,-12.6,,
T,30/12/2017 21:24,45.500369,-73.553459,-12.7,,
T,30/12/2017 21:24,45.500075,-73.553252,-12.8,,
T,30/12/2017 21:24,45.499866,-73.553069,-13.6,,
T,30/12/2017 21:25,45.499527,-73.552956,-12.7,,
T,30/12/2017 21:25,45.499124,-73.55295,-12.2,,
T,30/12/2017 21:25,45.498802,-73.552914,-11.3,,
T,30/12/2017 21:25,45.498471,-73.552922,-12.8,,
T,30/12/2017 21:25,45.49814,-73.552901,-12.9,,
T,30/12/2017 21:25,45.497663,-73.552948,-12,,
T,30/12/2017 21:25,45.497235,-73.55297,-10.9,,
T,30/12/2017 21:25,45.496768,-73.553025,-13,,
T,30/12/2017 21:25,45.496553,-73.55305,-13.3,,
T,30/12/2017 21:26,45.496481,-73.553035,-14,,
T,30/12/2017 21:26,45.496249,-73.553054,-14.3,,
T,30/12/2017 21:26,45.496052,-73.553146,-15.4,,
T,30/12/2017 21:26,45.495772,-73.553391,-16.2,,
T,30/12/2017 21:26,45.495588,-73.553506,-17.2,,
T,30/12/2017 21:26,45.495498,-73.553635,-18.9,,
T,30/12/2017 21:26,45.495262,-73.553913,-18.2,,
T,30/12/2017 21:26,45.495144,-73.554114,-18.5,,
T,30/12/2017 21:26,45.495032,-73.554137,-19.3,,
T,30/12/2017 21:26,45.494912,-73.553857,-18.7,,
T,30/12/2017 21:26,45.494826,-73.553613,-18.6,,
T,30/12/2017 21:26,45.494734,-73.553359,-20.3,,
T,30/12/2017 21:26,45.49464,-73.553136,-18.8,,
T,30/12/2017 21:26,45.494595,-73.553035,-16.5,,
T,30/12/2017 21:27,45.494397,-73.553014,-16,,
T,30/12/2017 21:27,45.494103,-73.553087,-20.4,,
T,30/12/2017 21:27,45.493734,-73.553204,-21.1,,
T,30/12/2017 21:27,45.493414,-73.553297,-21.2,,
T,30/12/2017 21:27,45.493341,-73.553321,-20,,
T,30/12/2017 21:27,45.493214,-73.55342,-19.6,,
T,30/12/2017 21:27,45.493143,-73.553771,-19.5,,
T,30/12/2017 21:27,45.493098,-73.55432,-18.2,,
T,30/12/2017 21:27,45.493076,-73.554807,-17.5,,
T,30/12/2017 21:27,45.493052,-73.555375,-18.4,,
T,30/12/2017 21:27,45.493056,-73.555489,-17.1,,
T,30/12/2017 21:27,45.493049,-73.555759,-17.3,,
T,30/12/2017 21:27,45.493036,-73.556159,-16.6,,
T,30/12/2017 21:27,45.493029,-73.556278,-16.7,,
T,30/12/2017 21:28,45.49304,-73.556656,-16.4,,
T,30/12/2017 21:28,45.493136,-73.557024,-16.1,,
T,30/12/2017 21:28,45.493255,-73.557316,-17.2,,
