type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:04,45.493263,-73.56422,,,
T,31/12/2017 20:05,45.493263,-73.56422,,,
T,31/12/2017 20:10,45.493143,-73.563843,30,,
T,31/12/2017 20:28,45.492969,-73.563735,25,,
T,31/12/2017 20:28,45.492767,-73.563965,26,,
T,31/12/2017 20:29,45.492747,-73.564277,26,,
T,31/12/2017 20:29,45.492895,-73.564704,28,,
T,31/12/2017 20:30,45.492749,-73.564939,29,,
T,31/12/2017 20:30,45.491811,-73.56573,31,,
T,31/12/2017 20:30,45.490757,-73.566637,32,,
T,31/12/2017 20:30,45.490181,-73.567357,31,,
T,31/12/2017 20:30,45.490824,-73.568711,28,,
T,31/12/2017 20:31,45.491276,-73.569659,26,,
T,31/12/2017 20:31,45.4914,-73.56992,25,,
T,31/12/2017 20:31,45.491937,-73.571048,28,,
T,31/12/2017 20:32,45.492572,-73.572368,36,,
T,31/12/2017 20:32,45.493192,-73.573676,44,,
T,31/12/2017 20:32,45.493644,-73.574631,55,,
T,31/12/2017 20:32,45.49384,-73.575048,56,,
T,31/12/2017 20:33,45.494243,-73.575999,57,,
T,31/12/2017 20:33,45.494732,-73.577135,60,,
T,31/12/2017 20:34,45.49498,-73.577699,61,,
T,31/12/2017 20:34,45.495456,-73.578835,63,,
T,31/12/2017 20:34,45.496045,-73.580249,65,,
T,31/12/2017 20:34,45.496503,-73.581596,70,,
T,31/12/2017 20:34,45.496515,-73.582319,74,,
T,31/12/2017 20:34,45.496458,-73.583258,79,,
T,31/12/2017 20:35,45.4964,-73.584057,83,,
T,31/12/2017 20:35,45.496365,-73.584612,86,,
T,31/12/2017 20:35,45.496276,-73.586103,95,,
T,31/12/2017 20:35,45.496427,-73.586865,102,,
T,31/12/2017 20:36,45.496232,-73.588085,114,,
T,31/12/2017 20:36,45.495611,-73.589149,124,,
T,31/12/2017 20:36,45.495055,-73.590593,132,,
T,31/12/2017 20:36,45.495094,-73.592351,141,,
T,31/12/2017 20:36,45.495229,-73.594078,151,,
T,31/12/2017 20:36,45.495377,-73.595657,163,,
T,31/12/2017 20:37,45.49543,-73.597252,170,,
T,31/12/2017 20:37,45.495518,-73.59859,174,,
T,31/12/2017 20:37,45.495584,-73.60042,178,,
T,31/12/2017 20:37,45.495391,-73.602142,180,,
T,31/12/2017 20:37,45.495201,-73.603928,175,,
T,31/12/2017 20:37,45.495281,-73.605806,168,,
T,31/12/2017 20:38,45.495459,-73.60679,158,,
T,31/12/2017 20:38,45.495777,-73.607893,158,,
T,31/12/2017 20:38,45.495983,-73.609341,155,,
T,31/12/2017 20:38,45.495766,-73.610935,154,,
T,31/12/2017 20:39,45.495484,-73.612707,151,,
T,31/12/2017 20:39,45.495447,-73.614267,149,,
T,31/12/2017 20:39,45.495451,-73.614905,145,,
T,31/12/2017 20:39,45.495931,-73.61619,143,,
T,31/12/2017 20:39,45.496489,-73.617265,140,,
T,31/12/2017 20:39,45.496959,-73.618218,139,,
T,31/12/2017 20:40,45.49751,-73.619316,136,,
T,31/12/2017 20:40,45.498166,-73.620534,135,,
T,31/12/2017 20:40,45.49888,-73.621833,136,,
T,31/12/2017 20:41,45.49918,-73.622386,134,,
T,31/12/2017 20:41,45.499647,-73.623378,134,,
T,31/12/2017 20:41,45.500206,-73.624637,130,,
T,31/12/2017 20:41,45.500554,-73.625379,125,,
T,31/12/2017 20:41,45.501068,-73.62527,123,,
T,31/12/2017 20:41,45.501961,-73.624454,128,,
T,31/12/2017 20:42,45.502918,-73.623588,129,,
T,31/12/2017 20:42,45.503824,-73.622782,125,,
T,31/12/2017 20:42,45.504093,-73.62285,122,,
T,31/12/2017 20:44,45.504135,-73.623119,121,,
T,31/12/2017 20:45,45.504043,-73.622729,122,,
T,31/12/2017 20:45,45.503234,-73.623306,125,,
T,31/12/2017 20:45,45.502552,-73.623914,128,,
T,31/12/2017 20:45,45.501953,-73.624462,130,,
T,31/12/2017 20:46,45.501442,-73.62493,128,,
T,31/12/2017 20:46,45.500887,-73.625436,122,,
T,31/12/2017 20:46,45.500473,-73.625207,122,,
T,31/12/2017 20:46,45.499979,-73.624122,126,,
T,31/12/2017 20:46,45.499367,-73.622772,131,,
T,31/12/2017 20:47,45.498867,-73.62181,134,,
T,31/12/2017 20:47,45.498311,-73.620792,134,,
T,31/12/2017 20:47,45.497919,-73.620099,132,,
T,31/12/2017 20:47,45.497535,-73.619364,133,,
T,31/12/2017 20:47,45.496936,-73.61817,135,,
T,31/12/2017 20:48,45.496316,-73.616937,138,,
T,31/12/2017 20:48,45.495668,-73.615917,140,,
T,31/12/2017 20:48,45.495304,-73.615021,142,,
T,31/12/2017 20:48,45.495307,-73.613622,145,,
T,31/12/2017 20:48,45.495412,-73.612242,148,,
T,31/12/2017 20:49,45.495638,-73.610749,150,,
T,31/12/2017 20:49,45.495852,-73.609333,152,,
T,31/12/2017 20:50,45.495854,-73.608811,153,,
T,31/12/2017 20:51,45.496266,-73.608658,153,,
T,31/12/2017 20:51,45.496675,-73.60838,153,,
T,31/12/2017 20:51,45.497109,-73.608325,154,,
T,31/12/2017 20:51,45.497386,-73.608452,154,,
T,31/12/2017 20:51,45.497601,-73.60817,155,,
T,31/12/2017 20:52,45.497827,-73.607565,157,,
T,31/12/2017 20:52,45.498031,-73.60721,160,,
T,31/12/2017 20:52,45.498313,-73.607031,163,,
T,31/12/2017 20:52,45.498688,-73.607172,167,,
T,31/12/2017 20:52,45.498981,-73.607331,170,,
T,31/12/2017 20:52,45.499122,-73.607807,172,,
T,31/12/2017 20:53,45.499225,-73.608365,172,,
T,31/12/2017 20:53,45.49938,-73.608212,173,,
T,31/12/2017 20:53,45.499605,-73.607829,175,,
T,31/12/2017 20:53,45.499914,-73.607343,178,,
T,31/12/2017 20:53,45.500234,-73.60715,181,,
