type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:29,45.492807,-73.563921,38.8,,
T,01/01/2018 1:29,45.492807,-73.563921,38.8,,
T,01/01/2018 1:29,45.492761,-73.563507,40.1,,
T,01/01/2018 1:30,45.492775,-73.563412,40.3,,
T,01/01/2018 1:30,45.492642,-73.563381,15.6,,
T,01/01/2018 1:32,45.492703,-73.563357,15.3,,
T,01/01/2018 1:32,45.492783,-73.563418,15.6,,
T,01/01/2018 1:33,45.492853,-73.563477,19.9,,
T,01/01/2018 1:35,45.492932,-73.56342,31.4,,
T,01/01/2018 1:35,45.493002,-73.563428,32.7,,
T,01/01/2018 1:36,45.492916,-73.563431,37.9,,
T,01/01/2018 1:36,45.492908,-73.563558,38.1,,
T,01/01/2018 1:36,45.492971,-73.563648,38.4,,
T,01/01/2018 1:37,45.493051,-73.563591,38.6,,
T,01/01/2018 1:37,45.492987,-73.563637,38.8,,
T,01/01/2018 1:38,45.492797,-73.563763,38.6,,
T,01/01/2018 1:38,45.492641,-73.563856,38.5,,
T,01/01/2018 1:49,45.49261,-73.563963,19.2,,
T,01/01/2018 1:49,45.492625,-73.564114,18.3,,
T,01/01/2018 1:49,45.492786,-73.564443,17.5,,
T,01/01/2018 1:49,45.492905,-73.564711,17.2,,
T,01/01/2018 1:49,45.492778,-73.564962,17.2,,
T,01/01/2018 1:49,45.492327,-73.565327,17.2,,
T,01/01/2018 1:49,45.491929,-73.565677,17.3,,
T,01/01/2018 1:49,45.491472,-73.566064,17.3,,
T,01/01/2018 1:49,45.491137,-73.566354,17.3,,
T,01/01/2018 1:49,45.490821,-73.566618,17.2,,
T,01/01/2018 1:49,45.490533,-73.566859,17.1,,
T,01/01/2018 1:49,45.490296,-73.567074,17,,
T,01/01/2018 1:50,45.490249,-73.567115,16.9,,
T,01/01/2018 1:50,45.490055,-73.567292,16.7,,
T,01/01/2018 1:50,45.489824,-73.567489,16.9,,
T,01/01/2018 1:50,45.489586,-73.567671,17.2,,
T,01/01/2018 1:50,45.489338,-73.567903,17.6,,
T,01/01/2018 1:50,45.489014,-73.568162,17.7,,
T,01/01/2018 1:50,45.488723,-73.568363,18.3,,
T,01/01/2018 1:50,45.48852,-73.568481,18.8,,
T,01/01/2018 1:50,45.488308,-73.568615,19,,
T,01/01/2018 1:50,45.48812,-73.568729,19,,
T,01/01/2018 1:50,45.488006,-73.568795,19,,
T,01/01/2018 1:51,45.487925,-73.568847,19,,
T,01/01/2018 1:51,45.487792,-73.568938,19.6,,
T,01/01/2018 1:51,45.487484,-73.569115,20.6,,
T,01/01/2018 1:51,45.487224,-73.569269,21.2,,
T,01/01/2018 1:51,45.487001,-73.569404,21.5,,
T,01/01/2018 1:51,45.486783,-73.56957,21.6,,
T,01/01/2018 1:51,45.486609,-73.569721,21.9,,
T,01/01/2018 1:51,45.486464,-73.569845,22.2,,
T,01/01/2018 1:51,45.486202,-73.570084,22.3,,
T,01/01/2018 1:51,45.485875,-73.570436,22.1,,
T,01/01/2018 1:51,45.485657,-73.57077,21.4,,
T,01/01/2018 1:51,45.485373,-73.571264,20.2,,
T,01/01/2018 1:51,45.485153,-73.571667,19.2,,
T,01/01/2018 1:52,45.484901,-73.572067,18.4,,
T,01/01/2018 1:52,45.484646,-73.572489,18.3,,
T,01/01/2018 1:52,45.48439,-73.572916,18.3,,
T,01/01/2018 1:52,45.484138,-73.573329,18.2,,
T,01/01/2018 1:52,45.483879,-73.573738,18,,
T,01/01/2018 1:52,45.483621,-73.574156,18.2,,
T,01/01/2018 1:52,45.483514,-73.574311,18.3,,
T,01/01/2018 1:52,45.483478,-73.57437,18,,
T,01/01/2018 1:52,45.483307,-73.574655,16.3,,
T,01/01/2018 1:52,45.483148,-73.574912,15.7,,
T,01/01/2018 1:53,45.482995,-73.57515,15.6,,
T,01/01/2018 1:53,45.482836,-73.575386,15.9,,
T,01/01/2018 1:53,45.482753,-73.575512,15.9,,
T,01/01/2018 1:53,45.482718,-73.575574,16.1,,
T,01/01/2018 1:53,45.482544,-73.575863,16.6,,
T,01/01/2018 1:53,45.482354,-73.576173,16.8,,
T,01/01/2018 1:53,45.482165,-73.576481,16.8,,
T,01/01/2018 1:53,45.481965,-73.576794,17.2,,
T,01/01/2018 1:53,45.481641,-73.577319,17.3,,
T,01/01/2018 1:53,45.481391,-73.577721,17.1,,
T,01/01/2018 1:55,45.481339,-73.577797,17.3,,
T,01/01/2018 1:55,45.48127,-73.577896,17.4,,
T,01/01/2018 1:55,45.481226,-73.577968,17.5,,
