typ,time,latitude,longitude,altitude (m),name,desc
T,30/12/2017 21:02,45.501406,-73.559273,20.4,,
T,30/12/2017 21:02,45.50151,-73.559232,21,,
T,30/12/2017 21:03,45.501628,-73.55916,21.7,,
T,30/12/2017 21:03,45.501757,-73.559054,23.3,,
T,30/12/2017 21:03,45.502008,-73.558846,25.8,,
T,30/12/2017 21:03,45.502189,-73.558698,26.2,,
T,30/12/2017 21:03,45.502334,-73.558575,26.1,,
T,30/12/2017 21:03,45.502471,-73.558468,25.7,,
T,30/12/2017 21:03,45.502633,-73.55833,25.1,,
T,30/12/2017 21:03,45.502793,-73.558197,24.9,,
T,30/12/2017 21:03,45.502961,-73.558055,24,,
T,30/12/2017 21:03,45.503204,-73.557879,22.4,,
T,30/12/2017 21:03,45.503438,-73.557712,21.3,,
T,30/12/2017 21:03,45.503686,-73.557533,20.6,,
T,30/12/2017 21:03,45.503797,-73.557442,20.6,,
T,30/12/2017 21:04,45.503892,-73.557374,20.6,,
T,30/12/2017 21:04,45.50402,-73.557274,20.5,,
T,30/12/2017 21:04,45.504115,-73.557202,20.5,,
T,30/12/2017 21:04,45.504156,-73.557169,21,,
T,30/12/2017 21:04,45.504251,-73.557098,22.2,,
T,30/12/2017 21:04,45.504309,-73.557079,23,,
T,30/12/2017 21:04,45.504403,-73.557078,23.9,,
T,30/12/2017 21:04,45.504451,-73.557155,25,,
T,30/12/2017 21:05,45.504547,-73.557342,25.9,,
T,30/12/2017 21:05,45.504603,-73.557486,26.6,,
T,30/12/2017 21:07,45.504643,-73.557598,38.5,,
T,30/12/2017 21:07,45.504579,-73.557697,49.2,,
T,30/12/2017 21:07,45.504423,-73.557808,65.7,,
T,30/12/2017 21:07,45.504344,-73.557866,67.9,,
T,30/12/2017 21:07,45.504216,-73.557954,70.8,,
T,30/12/2017 21:07,45.503953,-73.55814,76.1,,
T,30/12/2017 21:07,45.503681,-73.558308,78.2,,
T,30/12/2017 21:07,45.503582,-73.558374,78.6,,
T,30/12/2017 21:07,45.50352,-73.558259,78.6,,
T,30/12/2017 21:07,45.503475,-73.558123,76.8,,
T,30/12/2017 21:08,45.503425,-73.55799,76,,
T,30/12/2017 21:08,45.503389,-73.557901,74.6,,
T,30/12/2017 21:08,45.503272,-73.557662,73,,
T,30/12/2017 21:08,45.50316,-73.557442,71,,
T,30/12/2017 21:08,45.503206,-73.557345,59.6,,
T,30/12/2017 21:08,45.503177,-73.557274,54.9,,
T,30/12/2017 21:08,45.503089,-73.557123,52.5,,
T,30/12/2017 21:09,45.502856,-73.556799,47,,
T,30/12/2017 21:09,45.502794,-73.556694,46.6,,
T,30/12/2017 21:09,45.502767,-73.556604,46,,
T,30/12/2017 21:09,45.502801,-73.556495,45.3,,
T,30/12/2017 21:09,45.502835,-73.556403,44.5,,
T,30/12/2017 21:09,45.502841,-73.556295,43.4,,
T,30/12/2017 21:09,45.502825,-73.556146,42.6,,
T,30/12/2017 21:09,45.502778,-73.556018,41.3,,
T,30/12/2017 21:09,45.502773,-73.555905,37.6,,
T,30/12/2017 21:09,45.502906,-73.555773,36.1,,
T,30/12/2017 21:10,45.502966,-73.555706,33.2,,
T,30/12/2017 21:10,45.503096,-73.555854,31.8,,
T,30/12/2017 21:10,45.503202,-73.556036,28.9,,
T,30/12/2017 21:10,45.503362,-73.556351,23.1,,
T,30/12/2017 21:10,45.503496,-73.556596,21.4,,
T,30/12/2017 21:10,45.50368,-73.556931,20.3,,
T,30/12/2017 21:10,45.503811,-73.557156,19.8,,
T,30/12/2017 21:10,45.50388,-73.557239,18.8,,
T,30/12/2017 21:10,45.503962,-73.557376,18,,
T,30/12/2017 21:11,45.504154,-73.55726,13.4,,
T,30/12/2017 21:11,45.504401,-73.557087,11.2,,
T,30/12/2017 21:11,45.504509,-73.55701,11.2,,
T,30/12/2017 21:11,45.50456,-73.556955,12.2,,
T,30/12/2017 21:11,45.504725,-73.55683,14,,
T,30/12/2017 21:11,45.504813,-73.556759,15.6,,
T,30/12/2017 21:11,45.504878,-73.556719,17.5,,
T,30/12/2017 21:12,45.504929,-73.556616,19.8,,
T,30/12/2017 21:12,45.504874,-73.556406,20.9,,
T,30/12/2017 21:12,45.504807,-73.556212,22.2,,
T,30/12/2017 21:12,45.504744,-73.556024,23.2,,
T,30/12/2017 21:12,45.504668,-73.555783,23.9,,
T,30/12/2017 21:12,45.504571,-73.555557,24.7,,
T,30/12/2017 21:12,45.504504,-73.555365,25.3,,
T,30/12/2017 21:12,45.504442,-73.555118,25.8,,
T,30/12/2017 21:12,45.504388,-73.554925,27.3,,
T,30/12/2017 21:12,45.504346,-73.554767,27.4,,
T,30/12/2017 21:12,45.504309,-73.554664,27.3,,
T,30/12/2017 21:13,45.504276,-73.554567,26.9,,
T,30/12/2017 21:13,45.504252,-73.554482,26.8,,
T,30/12/2017 21:13,45.50421,-73.554328,26.5,,
T,30/12/2017 21:13,45.504129,-73.554037,25.3,,
T,30/12/2017 21:13,45.504093,-73.553858,24.9,,
T,30/12/2017 21:13,45.504077,-73.553741,24.7,,
T,30/12/2017 21:13,45.504203,-73.553602,22.6,,
T,30/12/2017 21:13,45.504709,-73.553406,19.3,,
T,30/12/2017 21:13,45.505101,-73.553245,17.1,,
T,30/12/2017 21:13,45.505197,-73.553203,16.9,,
T,30/12/2017 21:14,45.505303,-73.553172,16.6,,
T,30/12/2017 21:14,45.505381,-73.553178,16.3,,
T,30/12/2017 21:14,45.505461,-73.553372,15.8,,
T,30/12/2017 21:14,45.505492,-73.553478,15.8,,
T,30/12/2017 21:14,45.505524,-73.553582,15.9,,
T,30/12/2017 21:14,45.505558,-73.553688,16.2,,
T,30/12/2017 21:15,45.505646,-73.553938,17.4,,
T,30/12/2017 21:15,45.505751,-73.55422,18.2,,
T,30/12/2017 21:15,45.505844,-73.554402,18.3,,
T,30/12/2017 21:15,45.505983,-73.554367,18.4,,
T,30/12/2017 21:15,45.506052,-73.554314,18.5,,
T,30/12/2017 21:15,45.506056,-73.554213,18.5,,
T,30/12/2017 21:15,45.505944,-73.553951,18.9,,
