typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:53,45.499175,-73.608084,148,,
T,31/12/2017 20:53,45.499323,-73.608312,149,,
T,31/12/2017 20:53,45.499445,-73.608098,152,,
T,31/12/2017 20:53,45.49971,-73.607653,152,,
T,31/12/2017 20:53,45.500021,-73.607159,150,,
T,31/12/2017 20:54,45.500334,-73.607375,151,,
T,31/12/2017 20:54,45.500538,-73.607855,151,,
T,31/12/2017 20:54,45.500365,-73.608025,151,,
T,31/12/2017 20:54,45.50027,-73.608388,148,,
T,31/12/2017 20:54,45.500611,-73.608397,152,,
T,31/12/2017 20:55,45.500865,-73.608396,153,,
T,31/12/2017 20:55,45.501097,-73.608928,150,,
T,31/12/2017 20:55,45.501328,-73.609082,153,,
T,31/12/2017 20:55,45.501641,-73.608958,156,,
T,31/12/2017 20:55,45.501643,-73.608642,157,,
T,31/12/2017 20:56,45.501411,-73.608159,156,,
T,31/12/2017 20:56,45.501637,-73.607942,159,,
T,31/12/2017 20:56,45.501986,-73.60793,162,,
T,31/12/2017 20:56,45.502056,-73.607536,163,,
T,31/12/2017 20:56,45.502285,-73.607108,164,,
T,31/12/2017 20:57,45.502539,-73.606725,166,,
T,31/12/2017 20:57,45.502556,-73.606271,166,,
T,31/12/2017 20:57,45.502645,-73.605808,167,,
T,31/12/2017 20:57,45.502447,-73.605445,166,,
T,31/12/2017 20:57,45.502088,-73.605316,163,,
T,31/12/2017 20:57,45.502367,-73.604932,163,,
T,31/12/2017 20:58,45.502829,-73.604509,166,,
T,31/12/2017 20:58,45.502731,-73.604106,165,,
T,31/12/2017 20:58,45.502765,-73.603601,164,,
T,31/12/2017 20:58,45.502644,-73.603159,166,,
T,31/12/2017 20:59,45.50265,-73.602804,167,,
T,31/12/2017 20:59,45.50277,-73.602404,165,,
T,31/12/2017 20:59,45.50262,-73.602013,164,,
T,31/12/2017 20:59,45.502434,-73.601683,166,,
T,31/12/2017 20:59,45.502142,-73.60115,170,,
T,31/12/2017 21:00,45.501867,-73.600611,169,,
T,31/12/2017 21:00,45.501616,-73.600104,164,,
T,31/12/2017 21:00,45.501431,-73.59974,168,,
T,31/12/2017 21:00,45.501244,-73.59938,170,,
T,31/12/2017 21:00,45.501004,-73.599016,172,,
T,31/12/2017 21:01,45.500764,-73.599313,173,,
T,31/12/2017 21:01,45.50062,-73.599491,173,,
T,31/12/2017 21:01,45.500386,-73.599788,171,,
T,31/12/2017 21:01,45.499994,-73.600288,168,,
T,31/12/2017 21:01,45.499739,-73.601201,169,,
T,31/12/2017 21:02,45.499853,-73.602104,165,,
T,31/12/2017 21:02,45.499691,-73.602371,165,,
T,31/12/2017 21:02,45.49932,-73.602669,166,,
T,31/12/2017 21:02,45.499049,-73.602903,164,,
T,31/12/2017 21:02,45.498951,-73.603335,161,,
T,31/12/2017 21:03,45.499139,-73.604146,163,,
T,31/12/2017 21:03,45.499215,-73.604848,160,,
T,31/12/2017 21:03,45.499454,-73.605536,162,,
T,31/12/2017 21:03,45.499275,-73.605994,161,,
T,31/12/2017 21:03,45.499235,-73.60646,156,,
T,31/12/2017 21:03,45.498886,-73.60675,154,,
T,31/12/2017 21:04,45.498728,-73.606451,153,,
T,31/12/2017 21:04,45.498734,-73.605858,150,,
T,31/12/2017 21:04,45.498949,-73.605223,152,,
T,31/12/2017 21:04,45.498759,-73.605258,149,,
T,31/12/2017 21:04,45.498409,-73.605958,145,,
T,31/12/2017 21:05,45.498415,-73.606843,142,,
T,31/12/2017 21:05,45.498112,-73.607125,134,,
