type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:46,45.492624,-73.563963,14,
T,01/01/2018 1:46,45.492624,-73.563963,14,,
T,01/01/2018 1:49,45.492675,-73.564325,11,,
T,01/01/2018 1:49,45.492765,-73.564925,17,,
T,01/01/2018 1:49,45.491821,-73.565721,19,,
T,01/01/2018 1:49,45.490966,-73.566457,19,,
T,01/01/2018 1:49,45.490321,-73.567018,19,,
T,01/01/2018 1:50,45.490163,-73.56716,16,,
T,01/01/2018 1:50,45.489632,-73.567599,19,,
T,01/01/2018 1:50,45.489021,-73.568102,20,,
T,01/01/2018 1:50,45.48849,-73.568447,19,,
T,01/01/2018 1:50,45.488062,-73.568708,19,,
T,01/01/2018 1:51,45.487895,-73.56881,18,,
T,01/01/2018 1:51,45.487452,-73.569091,19,,
T,01/01/2018 1:51,45.486926,-73.56945,17,,
T,01/01/2018 1:51,45.486392,-73.569903,18,,
T,01/01/2018 1:51,45.485732,-73.570604,20,,
T,01/01/2018 1:51,45.485163,-73.57153,20,,
T,01/01/2018 1:52,45.484538,-73.572563,20,,
T,01/01/2018 1:52,45.483786,-73.573815,21,,
T,01/01/2018 1:52,45.483481,-73.574308,21,,
T,01/01/2018 1:53,45.483084,-73.574952,24,,
T,01/01/2018 1:53,45.482708,-73.575564,26,,
T,01/01/2018 1:53,45.482272,-73.576294,27,,
T,01/01/2018 1:53,45.481768,-73.577132,25,,
T,01/01/2018 1:55,45.481319,-73.577825,28,,
T,01/01/2018 1:55,45.48109,-73.577912,26,,
T,01/01/2018 1:55,45.480568,-73.577579,22,,
T,01/01/2018 1:55,45.479783,-73.577942,11,,
T,01/01/2018 1:55,45.479067,-73.577543,-12,,
T,01/01/2018 1:56,45.477609,-73.575861,6,,
T,01/01/2018 1:56,45.476355,-73.574659,5,,
T,01/01/2018 1:56,45.475627,-73.573678,17,,
T,01/01/2018 1:56,45.475001,-73.573688,17,,
T,01/01/2018 1:56,45.475279,-73.57452,21,,
T,01/01/2018 1:57,45.474594,-73.57521,16,,
T,01/01/2018 1:57,45.473406,-73.575696,14,,
T,01/01/2018 1:57,45.472338,-73.576767,18,,
T,01/01/2018 1:57,45.470884,-73.578068,15,,
T,01/01/2018 1:57,45.469412,-73.579459,16,,
T,01/01/2018 1:57,45.468013,-73.580251,18,,
T,01/01/2018 1:58,45.466438,-73.580755,18,,
T,01/01/2018 1:58,45.46531,-73.582166,19,,
T,01/01/2018 1:58,45.464797,-73.583716,20,,
T,01/01/2018 1:58,45.464681,-73.585818,21,,
T,01/01/2018 1:58,45.464681,-73.587827,23,,
T,01/01/2018 1:58,45.464677,-73.589983,27,,
T,01/01/2018 1:59,45.464665,-73.59223,30,,
T,01/01/2018 1:59,45.46501,-73.594377,32,,
T,01/01/2018 1:59,45.465731,-73.596141,35,,
T,01/01/2018 1:59,45.466839,-73.59766,36,,
T,01/01/2018 1:59,45.467993,-73.599037,42,,
T,01/01/2018 1:59,45.469174,-73.600472,37,,
T,01/01/2018 2:00,45.470165,-73.602232,37,,
T,01/01/2018 2:00,45.470804,-73.604346,36,,
T,01/01/2018 2:00,45.471541,-73.606495,37,,
T,01/01/2018 2:00,45.472492,-73.608546,42,,
T,01/01/2018 2:00,45.473271,-73.610615,46,,
T,01/01/2018 2:00,45.474216,-73.612673,52,,
T,01/01/2018 2:01,45.475154,-73.614738,63,,
T,01/01/2018 2:01,45.476886,-73.617778,65,,
T,01/01/2018 2:01,45.478016,-73.619137,75,,
T,01/01/2018 2:01,45.479372,-73.620332,74,,
T,01/01/2018 2:01,45.480515,-73.621893,77,,
T,01/01/2018 2:01,45.481481,-73.623992,72,,
T,01/01/2018 2:02,45.482478,-73.626185,58,,
T,01/01/2018 2:02,45.483445,-73.628369,53,,
T,01/01/2018 2:02,45.484427,-73.630532,54,,
T,01/01/2018 2:02,45.485411,-73.632735,49,,
T,01/01/2018 2:02,45.486375,-73.634946,46,,
T,01/01/2018 2:02,45.487348,-73.637077,45,,
T,01/01/2018 2:03,45.488294,-73.639195,45,,
T,01/01/2018 2:03,45.489198,-73.641203,41,,
T,01/01/2018 2:03,45.489955,-73.643076,41,,
T,01/01/2018 2:03,45.490759,-73.644874,37,,
T,01/01/2018 2:03,45.491603,-73.646794,33,,
T,01/01/2018 2:03,45.492389,-73.648716,30,,
T,01/01/2018 2:04,45.493256,-73.650605,32,,
T,01/01/2018 2:04,45.494101,-73.652542,39,,
T,01/01/2018 2:04,45.495202,-73.654317,37,,
T,01/01/2018 2:04,45.496294,-73.656044,34,,
T,01/01/2018 2:04,45.497339,-73.6577,29,,
T,01/01/2018 2:04,45.49852,-73.659563,25,,
T,01/01/2018 2:05,45.499691,-73.661396,32,,
T,01/01/2018 2:05,45.500969,-73.662949,42,,
T,01/01/2018 2:05,45.502359,-73.664151,40,,
T,01/01/2018 2:05,45.503503,-73.664999,40,,
T,01/01/2018 2:05,45.504279,-73.666316,39,,
