 66.3551401869, 67.5675675676, 66.3636363636, 63.4408602151, 72.131147541, 76.6871165644,, 74.6478873239, 72.9323308271, 77.5147928994
 68.7898089172, 65.4411764706, 67.1328671329, 67.6691729323, 71.9298245614, 75.6613756614,, 73.5135135135, 72.8915662651, 73.9795918367
 54.8148148148, 54.0145985401, 51.5873015873, 54.2635658915, 57.3426573427, 64.9122807018, 58.3333333333, 63.0872483221, 62.6582278481, 70.4663212435
 84.2105263158, 84.2105263158, 82.6484018265, 85.9437751004, 83.9662447257,, 100.0, 77.8409090909, 81.3471502591, 83.0434782609
 51.2605042017, 55.2, 56.4885496183, 48.1481481481, 57.6642335766, 54.8387096774, 52.1008403361, 54.2635658915, 55.303030303, 60.2836879433
 72.1153846154, 80.981595092, 73.9495798319, 74.358974359, 82.0143884892, 84.8684210526, 77.4647887324, 82.4561403509, 77.34375, 87.3626373626
 76.0563380282, 73.1343283582, 71.186440678, 75.3424657534, 75.0, 64.7058823529, 68.9655172414, 68.4210526316, 72.7272727273, 72.7272727273
 89.218328841, 89.606741573, 89.8630136986, 90.8450704225, 90.4761904762, 88.3116883117, 88.9204545455, 89.6935933148, 91.4507772021, 89.9742930591
 45.9259259259, 57.3099415205, 41.6, 44.1860465116, 99.5780590717, 55.2147239264,, 54.375, 55.5555555556, 60.2209944751
 84.5697329377, 83.9762611276, 84.2900302115, 83.0508474576, 85.593220339, 84.2261904762, 83.3333333333, 83.9116719243, 84.9858356941, 84.6645367412
 81.981981982, 83.6734693878, 86.8181818182, 88.4297520661, 87.417218543, 85.8173076923, 85.2791878173, 87.3015873016, 88.6679920477, 88.4920634921
 88.5085574572, 88.7058823529, 89.0776699029, 89.7727272727, 89.2617449664, 89.5691609977, 87.4673629243, 88.0407124682, 88.4803921569, 89.7435897436
