type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 21:41,45.509471,-73.560995,-4.5,,
T,31/12/2017 21:41,45.50976,-73.560734,-6.9,,
T,31/12/2017 21:41,45.510186,-73.560372,-7.2,,
T,31/12/2017 21:41,45.510476,-73.560168,-6,,
T,31/12/2017 21:41,45.510772,-73.559874,-4.7,,
T,31/12/2017 21:41,45.51099,-73.559674,-4.9,,
T,31/12/2017 21:41,45.51111,-73.559546,-8.6,,
T,31/12/2017 21:41,45.511101,-73.559403,-3,,
T,31/12/2017 21:41,45.511038,-73.559243,-2.5,,
T,31/12/2017 21:41,45.510964,-73.558991,-1.3,,
T,31/12/2017 21:41,45.510878,-73.558786,-4.4,,
T,31/12/2017 21:41,45.510767,-73.558527,-6.4,,
T,31/12/2017 21:41,45.510703,-73.558367,-6.7,,
T,31/12/2017 21:42,45.510669,-73.558217,-7.3,,
T,31/12/2017 21:42,45.510635,-73.558112,-7.6,,
T,31/12/2017 21:42,45.510482,-73.557787,-9.9,,
T,31/12/2017 21:42,45.510319,-73.557385,-14.7,,
T,31/12/2017 21:42,45.510248,-73.55732,-14.8,,
T,31/12/2017 21:42,45.510173,-73.557255,-13.3,,
T,31/12/2017 21:42,45.510131,-73.557166,-9.3,,
T,31/12/2017 21:42,45.510028,-73.557043,-6.6,,
T,31/12/2017 21:43,45.509775,-73.557219,-8,,
T,31/12/2017 21:43,45.509694,-73.557169,-6.3,,
T,31/12/2017 21:43,45.509655,-73.557212,-8.1,,
T,31/12/2017 21:43,45.509418,-73.557357,-7.3,,
T,31/12/2017 21:43,45.509145,-73.557514,-8.2,,
T,31/12/2017 21:43,45.508839,-73.557701,-9.6,,
T,31/12/2017 21:43,45.508575,-73.557884,-9.3,,
T,31/12/2017 21:43,45.508284,-73.558072,-9.4,,
T,31/12/2017 21:43,45.507961,-73.55835,-11.7,,
T,31/12/2017 21:43,45.507681,-73.558633,-10.9,,
T,31/12/2017 21:44,45.50758,-73.558789,-11.2,,
T,31/12/2017 21:44,45.507729,-73.559164,-11.9,,
T,31/12/2017 21:44,45.507841,-73.559416,-12.8,,
T,31/12/2017 21:44,45.508043,-73.559846,-8.6,,
T,31/12/2017 21:44,45.508163,-73.560131,-8.1,,
T,31/12/2017 21:44,45.508257,-73.560336,-6.4,,
T,31/12/2017 21:44,45.50834,-73.560514,-4.7,,
T,31/12/2017 21:44,45.508474,-73.560832,-4.3,,
T,31/12/2017 21:44,45.508544,-73.561021,-4.2,,
T,31/12/2017 21:45,45.508572,-73.561128,-5.2,,
T,31/12/2017 21:45,45.508648,-73.561268,-5.4,,
T,31/12/2017 21:45,45.508788,-73.561556,-5.3,,
T,31/12/2017 21:45,45.508939,-73.561857,-4.5,,
T,31/12/2017 21:45,45.509111,-73.562173,-3.6,,
T,31/12/2017 21:45,45.509332,-73.56267,-2.6,,
T,31/12/2017 21:45,45.509497,-73.563044,-1.5,,
T,31/12/2017 21:45,45.509678,-73.563423,-1.3,,
T,31/12/2017 21:45,45.509746,-73.563613,-1,,
T,31/12/2017 21:45,45.509766,-73.563708,1.2,,
T,31/12/2017 21:45,45.509887,-73.563966,0.9,,
T,31/12/2017 21:45,45.510087,-73.564384,-0.3,,
T,31/12/2017 21:46,45.510229,-73.564675,-0.4,,
T,31/12/2017 21:46,45.51038,-73.564961,-0.1,,
T,31/12/2017 21:46,45.510426,-73.565053,-3.3,,
T,31/12/2017 21:46,45.510579,-73.565382,-4.3,,
T,31/12/2017 21:46,45.510792,-73.565785,-4.1,,
T,31/12/2017 21:46,45.51105,-73.566311,-2.8,,
T,31/12/2017 21:46,45.511264,-73.566769,-4.1,,
T,31/12/2017 21:46,45.511496,-73.567268,-3.1,,
T,31/12/2017 21:46,45.511785,-73.567889,2.1,,
T,31/12/2017 21:47,45.511986,-73.568319,5.8,,
T,31/12/2017 21:47,45.512219,-73.568803,8.8,,
T,31/12/2017 21:47,45.51235,-73.569059,10,,
T,31/12/2017 21:47,45.512409,-73.569174,10.6,,
T,31/12/2017 21:47,45.51243,-73.569225,13.4,,
T,31/12/2017 21:47,45.512589,-73.56942,12.8,,
T,31/12/2017 21:47,45.512866,-73.569262,14,,
T,31/12/2017 21:47,45.512962,-73.569178,14.7,,
T,31/12/2017 21:47,45.512918,-73.568933,12.2,,
T,31/12/2017 21:47,45.512828,-73.568741,14.7,,
T,31/12/2017 21:48,45.512724,-73.56864,21.7,,
T,31/12/2017 21:48,45.512542,-73.568359,22,,
T,31/12/2017 21:48,45.512463,-73.56813,19.1,,
T,31/12/2017 21:48,45.5124,-73.56795,16.8,,
T,31/12/2017 21:48,45.51228,-73.567658,11.7,,
T,31/12/2017 21:48,45.512199,-73.567503,9,,
T,31/12/2017 21:48,45.512157,-73.56737,9.4,,
T,31/12/2017 21:48,45.512096,-73.56722,9.9,,
T,31/12/2017 21:48,45.51195,-73.566913,6.4,,
T,31/12/2017 21:48,45.511922,-73.566801,2.3,,
T,31/12/2017 21:48,45.511896,-73.566668,2.1,,
T,31/12/2017 21:48,45.512086,-73.566506,1.1,,
T,31/12/2017 21:49,45.512337,-73.566428,-0.2,,
T,31/12/2017 21:49,45.512573,-73.566337,-1.6,,
T,31/12/2017 21:49,45.512794,-73.566262,-2,,
T,31/12/2017 21:49,45.513006,-73.566189,-2.8,,
T,31/12/2017 21:49,45.513258,-73.566112,-3.5,,
T,31/12/2017 21:49,45.51356,-73.566005,-4.6,,
T,31/12/2017 21:49,45.513857,-73.565911,-5.7,,
T,31/12/2017 21:49,45.514215,-73.565807,-7.4,,
T,31/12/2017 21:49,45.514564,-73.565698,-7.8,,
T,31/12/2017 21:49,45.514887,-73.565596,-6.7,,
T,31/12/2017 21:49,45.515222,-73.565474,-3,,
T,31/12/2017 21:49,45.51547,-73.565399,-3.2,,
T,31/12/2017 21:49,45.515744,-73.565366,-5.5,,
T,31/12/2017 21:49,45.515826,-73.565276,-9.5,,
T,31/12/2017 21:50,45.515852,-73.565215,-10,,
T,31/12/2017 21:50,45.516118,-73.565161,-11,,
T,31/12/2017 21:50,45.516375,-73.565077,-7.7,,
T,31/12/2017 21:50,45.516683,-73.564993,-9.2,,
T,31/12/2017 21:50,45.516943,-73.564827,-7.1,,
T,31/12/2017 21:50,45.516856,-73.564493,-4.6,,
T,31/12/2017 21:50,45.516626,-73.563964,-4.8,,
T,31/12/2017 21:50,45.516326,-73.563274,-5.5,,
T,31/12/2017 21:50,45.516077,-73.562665,-5.8,,
T,31/12/2017 21:50,45.515741,-73.561984,-5,,
T,31/12/2017 21:51,45.515441,-73.561437,-2.2,,
T,31/12/2017 21:51,45.515293,-73.561216,-1.1,,
T,31/12/2017 21:51,45.515053,-73.561384,0,,
T,31/12/2017 21:51,45.514774,-73.561638,1.6,,
T,31/12/2017 21:51,45.514551,-73.561839,2.1,,
T,31/12/2017 21:51,45.514176,-73.562166,1,,
T,31/12/2017 21:51,45.513885,-73.562399,1.2,,
T,31/12/2017 21:51,45.513629,-73.562657,1.2,,
T,31/12/2017 21:51,45.513563,-73.562717,-0.9,,
T,31/12/2017 21:51,45.513506,-73.562816,-1.2,,
T,31/12/2017 21:51,45.513583,-73.563096,1.1,,
T,31/12/2017 21:52,45.51378,-73.563529,1.7,,
T,31/12/2017 21:52,45.51394,-73.563895,0.7,,
T,31/12/2017 21:52,45.514045,-73.564104,0,,
T,31/12/2017 21:52,45.514005,-73.564212,1.3,,
T,31/12/2017 21:52,45.513947,-73.564273,2.5,,
T,31/12/2017 21:52,45.513774,-73.564394,4.5,,
T,31/12/2017 21:52,45.513702,-73.564253,5,,
T,31/12/2017 21:52,45.513617,-73.564052,4,,
T,31/12/2017 21:52,45.513522,-73.564027,3.3,,
T,31/12/2017 21:52,45.51342,-73.564201,1,,
T,31/12/2017 21:52,45.513531,-73.564477,-0.7,,
T,31/12/2017 21:52,45.51353,-73.564646,0.2,,
T,31/12/2017 21:53,45.513359,-73.564802,-1,,
T,31/12/2017 21:53,45.513129,-73.564968,-1.4,,
T,31/12/2017 21:53,45.513086,-73.565214,-3.2,,
T,31/12/2017 21:53,45.513231,-73.565576,-4.4,,
T,31/12/2017 21:53,45.513339,-73.565824,-4.1,,
T,31/12/2017 21:54,45.51338,-73.565929,-3.4,,
T,31/12/2017 21:54,45.513372,-73.566135,-3.4,,
T,31/12/2017 21:54,45.5131,-73.566264,-4.2,,
T,31/12/2017 21:54,45.512934,-73.566336,-5.2,,
T,31/12/2017 21:54,45.512898,-73.566444,-5,,
T,31/12/2017 21:54,45.512965,-73.566594,-7.3,,
T,31/12/2017 21:54,45.513051,-73.566767,-6.4,,
T,31/12/2017 21:54,45.513121,-73.566928,-5.4,,
T,31/12/2017 21:54,45.513213,-73.567156,-3.4,,
T,31/12/2017 21:54,45.513305,-73.567378,-1,,
T,31/12/2017 21:54,45.513449,-73.567683,3.4,,
T,31/12/2017 21:54,45.513562,-73.567897,6.4,,
T,31/12/2017 21:54,45.513729,-73.568246,11.2,,
T,31/12/2017 21:54,45.513949,-73.568589,13.9,,
