,time,lat,long,
T,30/12/2017 20:24,45.502505,-73.558973,17
T,30/12/2017 20:25,45.502341,-73.558621,36
T,30/12/2017 20:25,45.502911,-73.558157,27
T,30/12/2017 20:25,45.503487,-73.557731,24
T,30/12/2017 20:26,45.503735,-73.557549,21
T,30/12/2017 20:26,45.504041,-73.557741,22
T,30/12/2017 20:26,45.504153,-73.558001,19
T,30/12/2017 20:27,45.504273,-73.558278,25
T,30/12/2017 20:27,45.504513,-73.55883,17
T,30/12/2017 20:28,45.504608,-73.559051,30
T,30/12/2017 20:28,45.50489,-73.558956,30
T,30/12/2017 20:28,45.505347,-73.558582,37
T,30/12/2017 20:28,45.505582,-73.558389,47
T,30/12/2017 20:28,45.506304,-73.55776,36
T,30/12/2017 20:29,45.506669,-73.557463,32
T,30/12/2017 20:29,45.506837,-73.557332,32
T,30/12/2017 20:29,45.507522,-73.556791,31
T,30/12/2017 20:29,45.50843,-73.556241,27
T,30/12/2017 20:30,45.50906,-73.556701,27
T,30/12/2017 20:30,45.508976,-73.557317,24
T,30/12/2017 20:30,45.507986,-73.558048,20
T,30/12/2017 20:30,45.506908,-73.558773,19
T,30/12/2017 20:30,45.505711,-73.559835,17
T,30/12/2017 20:30,45.504195,-73.561033,17
T,30/12/2017 20:32,45.49197,-73.573486,41
T,30/12/2017 20:32,45.491147,-73.574906,29
T,30/12/2017 20:33,45.490266,-73.575468,30
T,30/12/2017 20:33,45.489481,-73.57621,23
T,30/12/2017 20:33,45.48909,-73.57662,24
T,30/12/2017 20:33,45.488688,-73.576612,24
T,30/12/2017 20:33,45.488292,-73.576018,21
T,30/12/2017 20:34,45.488315,-73.575553,19
T,30/12/2017 20:34,45.488653,-73.575302,16
T,30/12/2017 20:34,45.488999,-73.57524,16
T,30/12/2017 20:34,45.489416,-73.574846,16
T,30/12/2017 20:34,45.4898,-73.574464,16
T,30/12/2017 20:38,45.489972,-73.574292,-13
T,30/12/2017 20:38,45.490043,-73.573947,-10
T,30/12/2017 20:39,45.489572,-73.572987,-4
T,30/12/2017 20:39,45.48921,-73.572234,6
T,30/12/2017 20:39,45.489421,-73.571864,5
T,30/12/2017 20:40,45.490313,-73.57102,3
T,30/12/2017 20:40,45.49106,-73.570313,1
T,30/12/2017 20:40,45.491227,-73.570155,2
T,30/12/2017 20:40,45.491091,-73.56927,4
T,30/12/2017 20:40,45.49048,-73.567991,5
T,30/12/2017 20:41,45.49018,-73.567356,6
T,30/12/2017 20:42,45.490383,-73.566964,12
T,30/12/2017 20:42,45.491309,-73.566163,8
T,30/12/2017 20:42,45.492194,-73.565399,6
T,30/12/2017 20:42,45.492751,-73.564937,5
T,30/12/2017 20:43,45.492944,-73.564793,8
T,30/12/2017 20:43,45.493627,-73.564263,10
T,30/12/2017 20:43,45.494283,-73.563765,15
T,30/12/2017 20:43,45.495208,-73.563155,20
T,30/12/2017 20:43,45.496161,-73.56258,20
T,30/12/2017 20:43,45.496865,-73.562186,20
T,30/12/2017 20:44,45.497039,-73.562092,25
T,30/12/2017 20:44,45.497729,-73.561722,
T,30/12/2017 20:44,45.498415,-73.561336,23
T,30/12/2017 20:44,45.499313,-73.560751,20
T,30/12/2017 20:45,45.500223,-73.560098,21
T,30/12/2017 20:45,45.500728,-73.559726,25
T,30/12/2017 20:45,45.500945,-73.559584,37
T,30/12/2017 20:45,45.501566,-73.559158,41
T,30/12/2017 20:46,45.502241,-73.558649,43
T,30/12/2017 20:46,45.502842,-73.558209,40
T,30/12/2017 20:46,45.503362,-73.557823,36
T,30/12/2017 20:46,45.503748,-73.557539,35
T,30/12/2017 20:47,45.503947,-73.557393,29
T,30/12/2017 20:47,45.504122,-73.557267,24
T,30/12/2017 20:48,45.504291,-73.557145,25
T,30/12/2017 20:49,45.504461,-73.557022,31
T,30/12/2017 20:50,45.504637,-73.556897,37
T,30/12/2017 20:51,45.504808,-73.556774,27
T,30/12/2017 20:52,45.504999,-73.556629,33
T,30/12/2017 20:53,45.50516,-73.556495,34
T,30/12/2017 20:53,45.505332,-73.556351,31
T,30/12/2017 20:53,45.5055,-73.556211,26
T,30/12/2017 20:54,45.505663,-73.556075,22
T,30/12/2017 20:54,45.505828,-73.555938,28
T,30/12/2017 20:55,45.505994,-73.5558,36
T,30/12/2017 20:55,45.506167,-73.555668,36
T,30/12/2017 20:55,45.505894,-73.554832,35
T,30/12/2017 20:56,45.505596,-73.553935,31
T,30/12/2017 20:56,45.505401,-73.553369,29
T,30/12/2017 20:56,45.505206,-73.553234,25
T,30/12/2017 20:56,45.504489,-73.553511,22
T,30/12/2017 20:57,45.503613,-73.553807,20
T,30/12/2017 20:57,45.503122,-73.554156,20
T,30/12/2017 20:57,45.502785,-73.554452,19
T,30/12/2017 20:57,45.502345,-73.554856,17
T,30/12/2017 20:57,45.501806,-73.555197,16
T,30/12/2017 20:58,45.501123,-73.555625,14
T,30/12/2017 20:58,45.500746,-73.55598,12
T,30/12/2017 20:58,45.50023,-73.556459,12
T,30/12/2017 20:58,45.500058,-73.55678,12
T,30/12/2017 20:58,45.500427,-73.557899,11
T,30/12/2017 20:59,45.500541,-73.55823,12
T,30/12/2017 20:59,45.500863,-73.559176,16
T,30/12/2017 20:59,45.501176,-73.559453,18
T,30/12/2017 21:02,45.501385,-73.559295,52
T,30/12/2017 21:03,45.501672,-73.559078,54
T,30/12/2017 21:03,45.502183,-73.558693,52
T,30/12/2017 21:03,45.502529,-73.558438,45
T,30/12/2017 21:03,45.502939,-73.558136,39
T,30/12/2017 21:03,45.503535,-73.557695,29
T,30/12/2017 21:04,45.503882,-73.557441,24
T,30/12/2017 21:04,45.504183,-73.557223,23
T,30/12/2017 21:04,45.504356,-73.557098,29
T,30/12/2017 21:04,45.504549,-73.55735,31
T,30/12/2017 21:05,45.504645,-73.557595,44
T,30/12/2017 21:07,45.504527,-73.557951,52
T,30/12/2017 21:07,45.504342,-73.558103,53
T,30/12/2017 21:07,45.50385,-73.558473,49
T,30/12/2017 21:07,45.503286,-73.55871,50
T,30/12/2017 21:08,45.503037,-73.558169,36
T,30/12/2017 21:08,45.502775,-73.557703,31
T,30/12/2017 21:08,45.502991,-73.55726,21
T,30/12/2017 21:08,45.502486,-73.55721,17
T,30/12/2017 21:09,45.502596,-73.55664,20
T,30/12/2017 21:09,45.502745,-73.556224,22
T,30/12/2017 21:09,45.502656,-73.555992,19
T,30/12/2017 21:10,45.503154,-73.556013,20
T,30/12/2017 21:10,45.503303,-73.556282,19
T,30/12/2017 21:10,45.503665,-73.556964,20
T,30/12/2017 21:10,45.503843,-73.557307,21
T,30/12/2017 21:11,45.504208,-73.557205,23
T,30/12/2017 21:11,45.504594,-73.556928,26
T,30/12/2017 21:11,45.504758,-73.55681,29
T,30/12/2017 21:12,45.504897,-73.556531,33
T,30/12/2017 21:12,45.504735,-73.555974,31
T,30/12/2017 21:12,45.504621,-73.55555,30
T,30/12/2017 21:12,45.504459,-73.554946,28
T,30/12/2017 21:12,45.50439,-73.55469,27
T,30/12/2017 21:13,45.504305,-73.554358,26
T,30/12/2017 21:13,45.504195,-73.553876,22
T,30/12/2017 21:13,45.504355,-73.553562,19
T,30/12/2017 21:13,45.505182,-73.553244,14
T,30/12/2017 21:14,45.505372,-73.553167,11
T,30/12/2017 21:14,45.50543,-73.55345,13
T,30/12/2017 21:14,45.50552,-73.553709,16
T,30/12/2017 21:15,45.505739,-73.554373,18
T,30/12/2017 21:15,45.505994,-73.554322,22
T,30/12/2017 21:15,45.505858,-73.553785,24
T,30/12/2017 21:16,45.505615,-73.553781,20
T,30/12/2017 21:16,45.505868,-73.554756,22
T,30/12/2017 21:17,45.506053,-73.5553,25
T,30/12/2017 21:17,45.506255,-73.555602,26
T,30/12/2017 21:17,45.506804,-73.555178,20
T,30/12/2017 21:17,45.507361,-73.554724,21
T,30/12/2017 21:18,45.507568,-73.55437,25
T,30/12/2017 21:18,45.507325,-73.55381,25
T,30/12/2017 21:18,45.507224,-73.553577,25
T,30/12/2017 21:18,45.507119,-73.553313,26
T,30/12/2017 21:18,45.506971,-73.552949,27
T,30/12/2017 21:19,45.506702,-73.552925,27
T,30/12/2017 21:19,45.506702,-73.553253,27
T,30/12/2017 21:19,45.506801,-73.553499,27
T,30/12/2017 21:19,45.506878,-73.553779,25
T,30/12/2017 21:20,45.506571,-73.553996,25
T,30/12/2017 21:20,45.506656,-73.554312,25
T,30/12/2017 21:20,45.506837,-73.554682,26
T,30/12/2017 21:20,45.506943,-73.554899,27
T,30/12/2017 21:20,45.507525,-73.554587,27
T,30/12/2017 21:21,45.508092,-73.554122,27
T,30/12/2017 21:21,45.507991,-73.553665,27
T,30/12/2017 21:21,45.507895,-73.553413,26
T,30/12/2017 21:21,45.507715,-73.552969,25
T,30/12/2017 21:22,45.507552,-73.552561,23
T,30/12/2017 21:22,45.507302,-73.55231,18
T,30/12/2017 21:22,45.506847,-73.552301,17
T,30/12/2017 21:22,45.50626,-73.552713,17
T,30/12/2017 21:23,45.505726,-73.55303,16
T,30/12/2017 21:23,45.505401,-73.553157,17
T,30/12/2017 21:23,45.504953,-73.55334,17
T,30/12/2017 21:23,45.504374,-73.553555,18
T,30/12/2017 21:23,45.504164,-73.553636,19
T,30/12/2017 21:23,45.503561,-73.553821,18
T,30/12/2017 21:24,45.502816,-73.553867,17
T,30/12/2017 21:24,45.502453,-73.553845,17
T,30/12/2017 21:24,45.501716,-73.553779,17
T,30/12/2017 21:24,45.500868,-73.553573,16
T,30/12/2017 21:24,45.500351,-73.553413,16
T,30/12/2017 21:25,45.499725,-73.552994,17
T,30/12/2017 21:25,45.498951,-73.552893,14
T,30/12/2017 21:25,45.498188,-73.552828,13
T,30/12/2017 21:25,45.497068,-73.552939,15
T,30/12/2017 21:26,45.496446,-73.552974,21
T,30/12/2017 21:26,45.495988,-73.553138,21
T,30/12/2017 21:26,45.495558,-73.553513,19
T,30/12/2017 21:26,45.495106,-73.554212,15
T,30/12/2017 21:26,45.49479,-73.55361,17
T,30/12/2017 21:27,45.494576,-73.553038,19
T,30/12/2017 21:27,45.494142,-73.553061,19
T,30/12/2017 21:27,45.493298,-73.553283,16
T,30/12/2017 21:27,45.493097,-73.554164,16
T,30/12/2017 21:27,45.493044,-73.555359,17
T,30/12/2017 21:27,45.493019,-73.555991,19
T,30/12/2017 21:28,45.493025,-73.556681,16
T,30/12/2017 21:28,45.493173,-73.557458,10
T,30/12/2017 21:28,45.49287,-73.558003,8
T,30/12/2017 21:28,45.493137,-73.558728,10
T,30/12/2017 21:28,45.493382,-73.55939,11
T,30/12/2017 21:29,45.493607,-73.560002,11
T,30/12/2017 21:29,45.493855,-73.560679,14
T,30/12/2017 21:29,45.494093,-73.561305,16
T,30/12/2017 21:29,45.494185,-73.561735,17
T,30/12/2017 21:29,45.493687,-73.562075,17
T,30/12/2017 21:29,45.493184,-73.562438,17
T,30/12/2017 21:30,45.493253,-73.563235,18
T,30/12/2017 21:38,45.493214,-73.563499,
T,30/12/2017 21:46,45.49301,-73.563757,34
T,30/12/2017 22:16,45.492927,-73.563723,32
