typ,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 2:52,45.547861,-73.636759,15.8,,
T,01/01/2018 2:52,45.546935,-73.637548,15.3,,
T,01/01/2018 2:52,45.546079,-73.638281,15.1,,
T,01/01/2018 2:52,45.545398,-73.63886,17.5,,
T,01/01/2018 2:52,45.544762,-73.639417,18.3,,
T,01/01/2018 2:52,45.544108,-73.639968,18.8,,
T,01/01/2018 2:52,45.543425,-73.640496,18.2,,
T,01/01/2018 2:52,45.542709,-73.64099,18.2,,
T,01/01/2018 2:52,45.542008,-73.641447,18.4,,
T,01/01/2018 2:52,45.541125,-73.642012,18.1,,
T,01/01/2018 2:52,45.540416,-73.642449,17.3,,
T,01/01/2018 2:52,45.539673,-73.642915,16,,
T,01/01/2018 2:52,45.538941,-73.643392,15.4,,
T,01/01/2018 2:52,45.538211,-73.643863,15.1,,
T,01/01/2018 2:53,45.537275,-73.644454,17,,
T,01/01/2018 2:53,45.536325,-73.645068,17.1,,
T,01/01/2018 2:53,45.535548,-73.645576,11.6,,
T,01/01/2018 2:53,45.534741,-73.646096,11.7,,
T,01/01/2018 2:53,45.533819,-73.646698,13.5,,
T,01/01/2018 2:53,45.53295,-73.647311,14.3,,
T,01/01/2018 2:53,45.532252,-73.647796,13.5,,
T,01/01/2018 2:53,45.531511,-73.648268,11.1,,
T,01/01/2018 2:53,45.530771,-73.64874,12,,
T,01/01/2018 2:53,45.530064,-73.649248,10,,
T,01/01/2018 2:53,45.529243,-73.650032,13.4,,
T,01/01/2018 2:53,45.528433,-73.650856,12.9,,
T,01/01/2018 2:53,45.527765,-73.651435,13.6,,
T,01/01/2018 2:54,45.527064,-73.651826,13.7,,
T,01/01/2018 2:54,45.526285,-73.652001,13.9,,
T,01/01/2018 2:54,45.525507,-73.652158,13.8,,
T,01/01/2018 2:54,45.524583,-73.652428,15.1,,
T,01/01/2018 2:54,45.523795,-73.65278,15.3,,
T,01/01/2018 2:54,45.522977,-73.65321,15.7,,
T,01/01/2018 2:54,45.522243,-73.653637,16.5,,
T,01/01/2018 2:54,45.521581,-73.654062,17.9,,
T,01/01/2018 2:54,45.520889,-73.654498,21.4,,
T,01/01/2018 2:54,45.520292,-73.65488,22.9,,
T,01/01/2018 2:54,45.519674,-73.655262,22.2,,
T,01/01/2018 2:54,45.518802,-73.655818,20.8,,
T,01/01/2018 2:54,45.518094,-73.656289,18,,
T,01/01/2018 2:54,45.517416,-73.656738,17.1,,
T,01/01/2018 2:54,45.51677,-73.657176,16.8,,
T,01/01/2018 2:55,45.5161,-73.657625,14.9,,
T,01/01/2018 2:55,45.515281,-73.658196,15.4,,
T,01/01/2018 2:55,45.514484,-73.658719,16.6,,
T,01/01/2018 2:55,45.513832,-73.659126,15.7,,
T,01/01/2018 2:55,45.513195,-73.659529,15.2,,
T,01/01/2018 2:55,45.51238,-73.66004,13.3,,
T,01/01/2018 2:55,45.511747,-73.660441,13.7,,
T,01/01/2018 2:55,45.511092,-73.660864,13.9,,
T,01/01/2018 2:55,45.510171,-73.661447,15,,
T,01/01/2018 2:55,45.509556,-73.661851,17.9,,
T,01/01/2018 2:55,45.508884,-73.662283,19.8,,
T,01/01/2018 2:55,45.508364,-73.662611,20.3,,
T,01/01/2018 2:55,45.507671,-73.663044,20,,
T,01/01/2018 2:56,45.506939,-73.66347,20.4,,
T,01/01/2018 2:56,45.506379,-73.6638,19.2,,
T,01/01/2018 2:56,45.505826,-73.664122,19.3,,
T,01/01/2018 2:56,45.505187,-73.664532,19.8,,
T,01/01/2018 2:56,45.504756,-73.664866,20,,
T,01/01/2018 2:56,45.504324,-73.665417,19,,
