type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:07,45.492956,-73.563653,31,,
T,31/12/2017 20:08,45.492956,-73.563653,31,,
T,31/12/2017 20:28,45.492758,-73.563842,40,,
T,31/12/2017 20:29,45.492576,-73.563974,29,,
T,31/12/2017 20:29,45.492898,-73.564708,27,,
T,31/12/2017 20:30,45.492675,-73.565,25,,
T,31/12/2017 20:30,45.491788,-73.56575,26,,
T,31/12/2017 20:30,45.490857,-73.566549,28,,
T,31/12/2017 20:30,45.490163,-73.56732,25,,
T,31/12/2017 20:30,45.490656,-73.568358,24,,
T,31/12/2017 20:31,45.491227,-73.569557,24,,
T,31/12/2017 20:31,45.491357,-73.569829,21,,
T,31/12/2017 20:31,45.491661,-73.570466,16,,
T,31/12/2017 20:32,45.492304,-73.571831,24,,
T,31/12/2017 20:32,45.492949,-73.573175,32,,
T,31/12/2017 20:32,45.493566,-73.574466,40,,
T,31/12/2017 20:32,45.493686,-73.57472,43,,
T,31/12/2017 20:32,45.494082,-73.575617,46,,
T,31/12/2017 20:33,45.494495,-73.576578,49,,
T,31/12/2017 20:34,45.495004,-73.577737,55,,
T,31/12/2017 20:34,45.495482,-73.578899,56,,
T,31/12/2017 20:34,45.496071,-73.580313,61,,
T,31/12/2017 20:34,45.496494,-73.581558,66,,
T,31/12/2017 20:34,45.496516,-73.582297,68,,
T,31/12/2017 20:34,45.496459,-73.583256,69,,
T,31/12/2017 20:35,45.496395,-73.584124,74,,
T,31/12/2017 20:35,45.496308,-73.585499,81,,
T,31/12/2017 20:35,45.496334,-73.586474,89,,
T,31/12/2017 20:35,45.496426,-73.587539,98,,
T,31/12/2017 20:36,45.495887,-73.588653,106,,
T,31/12/2017 20:36,45.495224,-73.589889,114,,
T,31/12/2017 20:36,45.495059,-73.591521,121,,
T,31/12/2017 20:36,45.495133,-73.59328,130,,
T,31/12/2017 20:36,45.495338,-73.594895,140,,
T,31/12/2017 20:37,45.495398,-73.596644,146,,
T,31/12/2017 20:37,45.495501,-73.598217,149,,
T,31/12/2017 20:37,45.495568,-73.599728,152,,
T,31/12/2017 20:37,45.495486,-73.601706,152,,
T,31/12/2017 20:37,45.495191,-73.603622,144,,
T,31/12/2017 20:37,45.495269,-73.605478,138,,
T,31/12/2017 20:38,45.495433,-73.606696,131,,
