type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 21:03,45.501386,-73.559294,44,,
T,30/12/2017 21:03,45.501767,-73.559004,45,,
T,30/12/2017 21:03,45.502248,-73.558644,46,,
T,30/12/2017 21:03,45.502637,-73.55836,46,,
T,30/12/2017 21:03,45.503112,-73.558007,48,,
T,30/12/2017 21:03,45.503653,-73.557609,48,,
T,30/12/2017 21:04,45.504059,-73.557312,49,,
T,30/12/2017 21:04,45.504237,-73.557184,49,,
T,30/12/2017 21:04,45.504496,-73.557215,50,,
T,30/12/2017 21:05,45.504598,-73.557474,50,,
T,30/12/2017 21:07,45.50464,-73.557858,50,,
T,30/12/2017 21:07,45.504357,-73.55809,49,,
T,30/12/2017 21:07,45.503837,-73.558483,48,,
T,30/12/2017 21:07,45.503268,-73.558671,48,,
T,30/12/2017 21:08,45.503074,-73.55825,47,,
T,30/12/2017 21:08,45.502845,-73.557824,46,,
T,30/12/2017 21:08,45.502511,-73.557253,47,,
T,30/12/2017 21:09,45.502605,-73.55663,44,,
T,30/12/2017 21:09,45.502752,-73.556244,43,,
T,30/12/2017 21:09,45.502659,-73.556,42,,
T,30/12/2017 21:09,45.503074,-73.55606,42,,
T,30/12/2017 21:10,45.503318,-73.55631,45,,
T,30/12/2017 21:10,45.503685,-73.557003,47,,
T,30/12/2017 21:10,45.503859,-73.557337,48,,
T,30/12/2017 21:11,45.504242,-73.55718,49,,
T,30/12/2017 21:11,45.504565,-73.556948,49,,
T,30/12/2017 21:11,45.504756,-73.556812,50,,
T,30/12/2017 21:12,45.504904,-73.556564,50,,
T,30/12/2017 21:12,45.504748,-73.556019,48,,
T,30/12/2017 21:12,45.504636,-73.555606,46,,
T,30/12/2017 21:12,45.504517,-73.555159,45,,
T,30/12/2017 21:12,45.504406,-73.55475,44,,
T,30/12/2017 21:13,45.50434,-73.554507,42,,
T,30/12/2017 21:13,45.50421,-73.553949,40,,
T,30/12/2017 21:13,45.504284,-73.55359,39,,
T,30/12/2017 21:13,45.505089,-73.553283,39,,
T,30/12/2017 21:14,45.505377,-73.553301,39,,
T,30/12/2017 21:14,45.50546,-73.553536,40,,
T,30/12/2017 21:14,45.505551,-73.553797,41,,
T,30/12/2017 21:15,45.505759,-73.554435,44,,
