type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:10,45.493219,-73.563681,46.2,,
T,31/12/2017 20:12,45.493163,-73.563775,30.2,,
T,31/12/2017 20:21,45.493094,-73.563698,51.2,,
T,31/12/2017 20:28,45.493024,-73.563719,48.2,,
T,31/12/2017 20:28,45.492913,-73.563822,49.2,,
T,31/12/2017 20:28,45.49278,-73.563948,46.2,,
T,31/12/2017 20:28,45.492706,-73.564025,45.2,,
T,31/12/2017 20:28,45.492602,-73.564077,43.2,,
T,31/12/2017 20:29,45.492581,-73.564166,40.2,,
T,31/12/2017 20:29,45.492696,-73.564408,35.3,,
T,31/12/2017 20:29,45.492798,-73.564586,32.3,,
T,31/12/2017 20:29,45.492877,-73.564617,34.3,,
T,31/12/2017 20:30,45.492941,-73.564706,25.3,,
T,31/12/2017 20:30,45.492902,-73.564848,26.3,,
T,31/12/2017 20:30,45.492701,-73.565058,28.3,,
T,31/12/2017 20:30,45.492421,-73.565317,33.3,,
T,31/12/2017 20:30,45.491892,-73.565726,25.3,,
T,31/12/2017 20:30,45.491397,-73.566116,22.3,,
T,31/12/2017 20:30,45.490938,-73.566513,21.3,,
T,31/12/2017 20:30,45.490611,-73.566838,16.3,,
T,31/12/2017 20:30,45.490347,-73.567084,16.3,,
T,31/12/2017 20:30,45.49025,-73.567285,12.3,,
T,31/12/2017 20:30,45.490435,-73.567691,9.3,,
T,31/12/2017 20:30,45.490698,-73.568314,11.3,,
T,31/12/2017 20:30,45.490922,-73.568815,10.3,,
T,31/12/2017 20:31,45.49117,-73.569345,9.3,,
T,31/12/2017 20:31,45.491298,-73.569633,9.3,,
T,31/12/2017 20:31,45.491349,-73.569738,11.3,,
T,31/12/2017 20:31,45.491384,-73.569814,16.3,,
T,31/12/2017 20:31,45.491513,-73.570102,14.3,,
T,31/12/2017 20:31,45.49178,-73.570654,16.3,,
T,31/12/2017 20:31,45.492112,-73.571342,19.3,,
T,31/12/2017 20:32,45.492389,-73.571902,23.3,,
T,31/12/2017 20:32,45.492605,-73.572344,25.3,,
T,31/12/2017 20:32,45.492841,-73.57283,27.3,,
T,31/12/2017 20:32,45.49316,-73.573506,33.3,,
T,31/12/2017 20:32,45.49341,-73.574033,38.3,,
T,31/12/2017 20:32,45.493609,-73.574456,40.3,,
T,31/12/2017 20:32,45.493675,-73.574581,40.3,,
T,31/12/2017 20:32,45.493727,-73.574682,40.3,,
T,31/12/2017 20:32,45.493847,-73.574962,42.3,,
T,31/12/2017 20:32,45.494063,-73.575462,42.3,,
T,31/12/2017 20:32,45.494221,-73.575824,43.3,,
T,31/12/2017 20:33,45.494362,-73.576178,44.3,,
T,31/12/2017 20:33,45.494544,-73.576638,43.3,,
T,31/12/2017 20:33,45.494742,-73.577135,44.3,,
T,31/12/2017 20:33,45.494913,-73.577548,44.3,,
T,31/12/2017 20:33,45.494958,-73.577656,48.3,,
T,31/12/2017 20:34,45.495036,-73.577844,49.3,,
T,31/12/2017 20:34,45.495213,-73.578286,48.3,,
T,31/12/2017 20:34,45.49552,-73.579029,48.3,,
