 65.7142857143, 65.3846153846, 64.0776699029, 60.4651162791, 71.7948717949, 74.6575342466,, 73.1343283582, 71.875, 76.875
 64.2335766423, 62.6016260163, 65.6934306569, 66.6666666667, 67.7852348993, 75.1351351351,, 72.4137931034, 69.7986577181, 73.2984293194
 54.8148148148, 53.6231884058, 51.5873015873, 54.2635658915, 57.3426573427, 64.9122807018, 58.3333333333, 63.0872483221, 61.6883116883, 70.4663212435
 83.8174273859, 83.950617284, 82.2429906542, 85.5967078189, 83.6909871245,, 100.0, 77.1929824561, 80.9523809524, 82.5892857143
 50.8474576271, 54.4715447154, 55.1181102362, 47.6635514019, 56.3909774436, 54.0983606557, 51.2820512821, 53.5433070866, 54.2635658915, 60.0
 58.8235294118, 70.4761904762, 62.1951219512, 60.5263157895, 77.6785714286, 74.1176470588, 64.8351648352, 65.0602409639, 68.2926829268, 80.8695652174
 70.6896551724, 68.9655172414, 60.4651162791, 73.5294117647, 57.1428571429, 57.1428571429, 67.2727272727, 61.7021276596, 60.0, 66.6666666667
 77.4566473988, 79.5580110497, 78.7709497207, 80.310880829, 84.5132743363, 78.313253012, 79.1411042945, 76.4705882353, 77.6315789474, 80.0
 43.4108527132, 53.7974683544, 40.1639344262, 43.75, 99.5780590717, 51.3333333333,, 52.5974025974, 52.9411764706, 57.8947368421
 73.4042553191, 71.5846994536, 71.5083798883, 72.5274725275, 74.7474747475, 71.5846994536, 69.4117647059, 68.9024390244, 72.7748691099, 75.5102040816
 57.1428571429, 61.6438356164, 70.1030927835, 73.8317757009, 74.0740740741, 63.8036809816, 58.865248227, 63.1578947368, 70.4663212435, 75.641025641
 69.4805194805, 72.8813559322, 76.3157894737, 77.3195876289, 76.1421319797, 72.2891566265, 70.0, 67.5862068966, 70.253164557, 79.0243902439
