393849391,1
31755773,1
360802910,1
4687632,1
122023982,1
648868182,1
648868183,1
300595281,1
300595283,1
163937615,1
163937614,1
163937617,1
163937616,1
477794925,1
163937613,1
673699710,1
143793279,1
163937618,1
466398033,1
41691766,1
38080657,1
101976281,1
525461140,1
118116149,1
401056662,1
404719264,1
20318118,1
549603118,1
108599847,1
108599846,1
20318110,1
20318112,1
453745825,1
399681575,1
453745827,1
20291838,1
453745823,1
453745829,1
453745828,1
165215461,1
4886313,1
456602162,1
75608020,1
165265060,1
471381659,1
367709539,1
367709538,1
46688791,1
22915865,1
313883450,1
35178532,1
188982949,1
475842027,1
363803020,1
363803021,1
684785231,1
188982940,1
35943302,1
19939754,1
453963142,1
453963143,1
19939750,1
25367003,1
333292563,1
333292560,1
729170150,1
478157841,1
48678926,1
285027592,1
465585475,1
263213892,1
263213891,1
727475395,1
433813261,1
338518742,1
544901382,1
430814807,1
404292738,1
404292739,1
25877021,1
453731306,1
561726590,1
561726591,1
561726592,1
199560670,1
39368240,1
479290589,1
39368247,1
39368249,1
25831129,1
368849626,1
163592278,1
398943485,1
398943483,1
398943482,1
40631921,1
40631923,1
231387462,1
680923348,1
39761930,1
24166415,1
542924490,1
542924493,1
455662433,1
728798319,1
24166418,1
680923347,1
422539631,1
675208616,1
463433433,1
463433432,1
675208612,1
675208618,1
402163247,1
206666533,1
206666537,1
165322228,1
206666534,1
206666538,1
164974771,1
164974773,1
13501732,1
20112466,1
13501731,1
27872640,1
20178489,1
38360606,1
358373410,1
119709259,1
457309753,1
350952176,1
602072981,1
636899611,1
561511406,1
36606092,1
561511409,1
108603837,1
370125649,1
370125648,1
103896396,1
108457177,1
45586311,1
87411709,1
284463118,1
128169249,1
128169246,1
451862136,1
451862134,1
727845620,1
548611938,1
727845622,1
20441273,1
452091600,1
143920780,1
24221196,1
24221195,1
354349893,1
46277514,1
46277516,1
404756223,1
404756222,1
46277512,1
46277513,1
118116148,1
38700726,1
350790189,1
329065112,1
20316500,1
452031266,1
454754496,1
452031268,1
329065118,1
330718542,1
492899792,1
492899793,1
143793042,1
399739974,1
20444770,1
116711270,1
463435907,1
463888037,1
393798979,1
465417747,1
543103815,1
543103813,1
37722304,1
143939591,1
37722301,1
37722302,1
37722303,1
233054870,1
38080641,1
367724566,1
101976296,1
400689714,1
367724569,1
329795964,1
458450994,1
19894612,1
463462434,1
20318119,1
465418900,1
42294626,1
20318109,1
108599855,1
458038153,1
455707564,1
103974912,1
20318107,1
107583317,1
107583310,1
165265052,1
734026214,1
734026215,1
165265057,1
734026213,1
165265055,1
463677230,1
479572753,1
165265059,1
205657782,1
479572754,1
684023649,1
610252211,1
164060499,1
164060498,1
164060497,1
164060496,1
548725653,1
22915857,1
22915853,1
471807640,1
471807641,1
465184976,1
433808920,1
433808921,1
46688788,1
20415457,1
546365195,1
546365196,1
20441250,1
20291839,1
20415458,1
21340763,1
20223705,1
285262568,1
453998154,1
285262565,1
285262564,1
285262563,1
453266470,1
333292557,1
695763679,1
313629696,1
729170147,1
103021620,1
37625472,1
37625473,1
162923743,1
729170148,1
37625479,1
695763676,1
695763677,1
347723994,1
38778040,1
367724580,1
190106275,1
202235975,1
22884362,1
400819498,1
463454897,1
129924966,1
350782352,1
26134874,1
523748558,1
433276069,1
454842389,1
48809176,1
19895498,1
466661952,1
783324463,1
448169140,1
553532894,1
25831131,1
25831130,1
359250506,1
420967479,1
465408860,1
382266162,1
403959076,1
25849886,1
501208707,1
399814704,1
685116209,1
24457511,1
24166407,1
263213889,1
167668717,1
589004859,1
589004857,1
148772825,1
471060653,1
456569635,1
679890247,1
361822693,1
4320505,1
19903935,1
465414045,1
4320506,1
465414042,1
464091829,1
341688392,1
41551759,1
727849147,1
546379378,1
530901769,1
20178495,1
19900941,1
19900947,1
19900948,1
114875727,1
24457648,1
358373409,1
561450477,1
619321649,1
4889322,1
176209976,1
463433429,1
176209972,1
176209973,1
41651789,1
393906973,1
176209979,1
361815168,1
393866982,1
45586300,1
340815754,1
284463125,1
27829417,1
578541540,1
361815164,1
361815165,1
361815166,1
361815167,1
537239219,1
497757082,1
537239215,1
537239213,1
173081220,1
20441267,1
15914788,1
160093868,1
311338726,1
150784814,1
465413236,1
21030166,1
4911721,1
24851819,1
144041909,1
704194097,1
704194096,1
404755525,1
704194099,1
94846451,1
43710577,1
450724839,1
43710575,1
723869794,1
160091649,1
208066837,1
433280029,1
433280028,1
160091642,1
48425754,1
160091640,1
160091646,1
723869798,1
188982944,1
48114766,1
20444765,1
20444764,1
30176670,1
437561680,1
450117495,1
41551743,1
331089331,1
188982947,1
331089336,1
35100024,1
331089339,1
331089338,1
38080677,1
352905247,1
367724570,1
38080673,1
38080670,1
475873781,1
475873782,1
471508751,1
19894605,1
367724579,1
441526061,1
284866229,1
13503101,1
26286762,1
464869437,1
518860900,1
518860901,1
74777417,1
693116433,1
462771099,1
462771098,1
465416575,1
465416577,1
561785806,1
144841884,1
453989311,1
453989313,1
453989312,1
453989315,1
561785808,1
453989316,1
332009845,1
725230629,1
332009848,1
332009849,1
165265049,1
356391517,1
20322561,1
456353760,1
26134702,1
26134701,1
22915846,1
324615479,1
409591789,1
455735491,1
455735490,1
313883438,1
637636131,1
780731487,1
780731486,1
546096658,1
22910783,1
729170151,1
546096657,1
456374972,1
453266449,1
350800930,1
112854773,1
396642608,1
24266481,1
409591787,1
453745802,1
112863359,1
22910491,1
165217806,1
331907686,1
733522437,1
81339571,1
561782606,1
561782607,1
586136339,1
19910387,1
475308567,1
732988734,1
231363440,1
664145565,1
458450992,1
465154439,1
367502999,1
132183278,1
114875712,1
48808784,1
707195316,1
500990445,1
500990448,1
500990449,1
25849890,1
411213296,1
369168873,1
458271794,1
463825904,1
