"","accuracy","scenario","phone","algorithm","application","time","missed","false","distCorrect","distMissed","distFalse"
"1363",92.5373134328,"Scenario 5","iPhone7","FastHMM_Dijkstra","AutoMerit",0.946428571429,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1364",92.5373134328,"Scenario 5","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",0.865473441109,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1365",92.5373134328,"Scenario 5","iPhone8","FastHMM_Dijkstra","AutoMerit",0.900884955752,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1366",92.5373134328,"Scenario 5","GalaxyS5","FastHMM_Dijkstra","AutoMerit",0.842410196987,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1367",92.5373134328,"Scenario 5","GalaxyS7","FastHMM_Dijkstra","AutoMerit",0.881912442396,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1368",92.5373134328,"Scenario 5","GalaxyS8","FastHMM_Dijkstra","AutoMerit",0.83887915937,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1369",92.5373134328,"Scenario 5","LGG6","FastHMM_Dijkstra","AutoMerit",0.814360770578,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1370",92.5373134328,"Scenario 5","Pixel2","FastHMM_Dijkstra","AutoMerit",0.810557184751,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1371",87.323943662,"Scenario 6","iPhoneSE","FastHMM_Dijkstra","AutoMerit",4.65380249716,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"1372",87.323943662,"Scenario 6","iPhone6S","FastHMM_Dijkstra","AutoMerit",5.03533190578,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"1373",90.1408450704,"Scenario 6","iPhone7","FastHMM_Dijkstra","AutoMerit",4.58448459086,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"1374",90.1408450704,"Scenario 6","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",4.82604055496,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"1375",87.323943662,"Scenario 6","iPhone8","FastHMM_Dijkstra","AutoMerit",4.96753246753,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"1376",87.323943662,"Scenario 6","GalaxyS5","FastHMM_Dijkstra","AutoMerit",5,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"1377",84.5070422535,"Scenario 6","GalaxyS7","FastHMM_Dijkstra","AutoMerit",4.53715498938,21.0526315789,9.09090909091,82.4495067218,17.5504932782,6.10907416798
"1378",91.4285714286,"Scenario 6","GalaxyS8","FastHMM_Dijkstra","AutoMerit",5.06370875995,15.7894736842,0,83.480759276,16.519240724,0
"1379",84.5070422535,"Scenario 6","LGG6","FastHMM_Dijkstra","AutoMerit",5.1100811124,21.0526315789,9.09090909091,82.4495067218,17.5504932782,6.10907416798
"1380",87.323943662,"Scenario 6","Pixel2","FastHMM_Dijkstra","AutoMerit",5.19379014989,18.4210526316,6.06060606061,82.1414765349,17.8585234651,5.67471876127
"1381",68.9655172414,"Scenario 7","iPhoneSE","FastHMM_Dijkstra","AutoMerit",10.8865435356,9.09090909091,44.4444444444,94.9838003635,5.01619963647,25.0599993202
"1382",93.023255814,"Scenario 7","iPhone6S","FastHMM_Dijkstra","AutoMerit",8.11349693252,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1383",93.023255814,"Scenario 7","iPhone7","FastHMM_Dijkstra","AutoMerit",9.52991452991,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1384",93.023255814,"Scenario 7","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",11.0170940171,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1385",97.6744186047,"Scenario 7","iPhone8","FastHMM_Dijkstra","AutoMerit",11.8879056047,4.54545454545,0,97.9973789046,2.00262109539,0
"1386",93.023255814,"Scenario 7","GalaxyS5","FastHMM_Dijkstra","AutoMerit",9.83529411765,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1387",93.023255814,"Scenario 7","GalaxyS7","FastHMM_Dijkstra","AutoMerit",11.1810344828,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1388",93.023255814,"Scenario 7","GalaxyS8","FastHMM_Dijkstra","AutoMerit",9.27323943662,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1389",65.5737704918,"Scenario 7","LGG6","FastHMM_Dijkstra","AutoMerit",9.9641943734,9.09090909091,48.7179487179,94.9838003635,5.01619963647,36.8289373126
"1390",93.023255814,"Scenario 7","Pixel2","FastHMM_Dijkstra","AutoMerit",7.83742331288,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1391",95.3488372093,"Scenario 8","iPhoneSE","FastHMM_Dijkstra","AutoMerit",43.3284313725,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"1392",88.8888888889,"Scenario 8","iPhone6S","FastHMM_Dijkstra","AutoMerit",35.8088235294,6.97674418605,14.8936170213,99.0167115465,0.983288453533,24.9526944128
"1393",95.3488372093,"Scenario 8","iPhone7","FastHMM_Dijkstra","AutoMerit",39,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"1394",94.1176470588,"Scenario 8","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",38.1167259786,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1395",94.1176470588,"Scenario 8","iPhone8","FastHMM_Dijkstra","AutoMerit",37.3792134831,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1396",95.3488372093,"Scenario 8","GalaxyS5","FastHMM_Dijkstra","AutoMerit",38.7849686848,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"1397",95.3488372093,"Scenario 8","GalaxyS7","FastHMM_Dijkstra","AutoMerit",50.2694444444,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"1398",95.3488372093,"Scenario 8","GalaxyS8","FastHMM_Dijkstra","AutoMerit",43.6030640669,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"1399",94.1176470588,"Scenario 8","LGG6","FastHMM_Dijkstra","AutoMerit",38.1395511921,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1400",94.1176470588,"Scenario 8","Pixel2","FastHMM_Dijkstra","AutoMerit",49.29395218,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1401",89.1719745223,"Scenario 9","iPhoneSE","FastHMM_Dijkstra","AutoMerit",3.39957567185,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"1402",89.8734177215,"Scenario 9","iPhone6S","FastHMM_Dijkstra","AutoMerit",4.034212402,4.05405405405,15.4761904762,94.7238400293,5.27615997067,38.0806091982
"1403",88.198757764,"Scenario 9","iPhone7","FastHMM_Dijkstra","AutoMerit",3.98792613636,4.05405405405,18.3908045977,94.7238400293,5.27615997067,43.5046499802
"1404",54.8387096774,"Scenario 9","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",0.564599483204,54.0540540541,32,50.1855503557,49.8144496443,59.2412623736
"1405",89.1719745223,"Scenario 9","iPhone8","FastHMM_Dijkstra","AutoMerit",2.87785714286,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"1406",86.0759493671,"Scenario 9","GalaxyS5","FastHMM_Dijkstra","AutoMerit",2.71351351351,8.10810810811,19.0476190476,86.0862557632,13.9137442368,45.8675838581
"1407",85.5263157895,"Scenario 9","GalaxyS7","FastHMM_Dijkstra","AutoMerit",2.98070987654,12.1621621622,16.6666666667,85.6086862421,14.3913137579,42.2595130955
"1408",90.7894736842,"Scenario 9","GalaxyS8","FastHMM_Dijkstra","AutoMerit",2.52904128761,6.75675675676,11.5384615385,94.1909387818,5.80906121819,27.1536112231
"1409",88.198757764,"Scenario 9","LGG6","FastHMM_Dijkstra","AutoMerit",3.49324324324,4.05405405405,18.3908045977,94.7238400293,5.27615997067,43.5046499802
"1410",90.5660377358,"Scenario 9","Pixel2","FastHMM_Dijkstra","AutoMerit",3.72282217423,2.7027027027,15.2941176471,99.4670987525,0.532901247518,38.6471334947
"1411",82.5806451613,"Scenario 10","iPhoneSE","FastHMM_Dijkstra","AutoMerit",22.524143986,3.0303030303,28.0898876404,97.7914403899,2.20855961014,22.9719501987
"1412",57.9185520362,"Scenario 10","iPhone6S","FastHMM_Dijkstra","AutoMerit",23.5205959684,3.0303030303,58.7096774194,97.7914403899,2.20855961014,49.0377875122
"1413",82.0512820513,"Scenario 10","iPhone7","FastHMM_Dijkstra","AutoMerit",23.7644521139,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"1414",82.0512820513,"Scenario 10","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",22.9775280899,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"1415",79.746835443,"Scenario 10","iPhone8","FastHMM_Dijkstra","AutoMerit",23.8499566349,4.54545454545,31.5217391304,93.6237992189,6.3762007811,28.9076868831
"1416",66.6666666667,"Scenario 10","GalaxyS5","FastHMM_Dijkstra","AutoMerit",37.5144032922,22.7272727273,41.3793103448,82.8164117066,17.1835882934,31.154446018
"1417",80.2631578947,"Scenario 10","GalaxyS7","FastHMM_Dijkstra","AutoMerit",28.2543950362,7.57575757576,29.0697674419,89.0093339073,10.9906660927,24.6791187671
"1418",81.8181818182,"Scenario 10","GalaxyS8","FastHMM_Dijkstra","AutoMerit",24.9572490706,4.54545454545,28.4090909091,94.0583773983,5.94162260175,23.6678920557
"1419",82.0512820513,"Scenario 10","LGG6","FastHMM_Dijkstra","AutoMerit",23.3166522865,3.0303030303,28.8888888889,97.7914403899,2.20855961014,23.1177064502
"1420",75.7396449704,"Scenario 10","Pixel2","FastHMM_Dijkstra","AutoMerit",22.9982269504,3.0303030303,37.8640776699,97.7914403899,2.20855961014,28.4471345089
"1421",98.3333333333,"Scenario 11","iPhoneSE","FastHMM_Dijkstra","AutoMerit",32.6173533084,1.66666666667,1.66666666667,99.2935448856,0.706455114352,0.703437025091
"1422",96.6101694915,"Scenario 11","iPhone6S","FastHMM_Dijkstra","AutoMerit",36.8006849315,5,1.72413793103,98.1637593385,1.83624066148,0.711475415834
"1423",97.4789915966,"Scenario 11","iPhone7","FastHMM_Dijkstra","AutoMerit",52.5806451613,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"1424",96.5517241379,"Scenario 11","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",58.9053728949,6.66666666667,0,94.5771208771,5.4228791229,0
"1425",97.4789915966,"Scenario 11","iPhone8","FastHMM_Dijkstra","AutoMerit",58.453010279,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"1426",98.3333333333,"Scenario 11","GalaxyS5","FastHMM_Dijkstra","AutoMerit",40.6508172363,1.66666666667,1.66666666667,99.2935448856,0.706455114352,0.703437025091
"1427",97.4789915966,"Scenario 11","GalaxyS7","FastHMM_Dijkstra","AutoMerit",31.3638539797,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"1428",NA,"Scenario 11","GalaxyS8","FastHMM_Dijkstra","AutoMerit",NA,NA,NA,NA,NA,NA
"1429",97.4789915966,"Scenario 11","LGG6","FastHMM_Dijkstra","AutoMerit",63.2522974102,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"1430",97.4789915966,"Scenario 11","Pixel2","FastHMM_Dijkstra","AutoMerit",34.3962017027,3.33333333333,1.69491525424,98.8764565383,1.12354346167,0.706383357314
"1431",98.9690721649,"Scenario 12","iPhoneSE","FastHMM_Dijkstra","AutoMerit",45.5443313953,2.04081632653,0,99.6734014012,0.326598598845,0
"1432",98.9690721649,"Scenario 12","iPhone6S","FastHMM_Dijkstra","AutoMerit",45.6526162791,2.04081632653,0,99.6734014012,0.326598598845,0
"1433",97.9591836735,"Scenario 12","iPhone7","FastHMM_Dijkstra","AutoMerit",44.7790697674,2.04081632653,2.04081632653,99.5249553372,0.475044662776,0.676215973073
"1434",100,"Scenario 12","iPhone7Plus","FastHMM_Dijkstra","AutoMerit",47.0734753857,0,0,100,0,0
"1435",100,"Scenario 12","iPhone8","FastHMM_Dijkstra","AutoMerit",47.4414348463,0,0,100,0,0
"1436",100,"Scenario 12","GalaxyS5","FastHMM_Dijkstra","AutoMerit",47.84375,0,0,100,0,0
"1437",100,"Scenario 12","GalaxyS7","FastHMM_Dijkstra","AutoMerit",44.2393038434,0,0,100,0,0
"1438",100,"Scenario 12","GalaxyS8","FastHMM_Dijkstra","AutoMerit",45.1715116279,0,0,100,0,0
"1439",97.9591836735,"Scenario 12","LGG6","FastHMM_Dijkstra","AutoMerit",45.4494134897,2.04081632653,2.04081632653,99.5249553372,0.475044662776,0.676215973073
"1440",100,"Scenario 12","Pixel2","FastHMM_Dijkstra","AutoMerit",45.5979680697,0,0,100,0,0
"1441",89.7435897436,"Scenario 1","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",0.72,10.2564102564,10.2564102564,93.2004714875,6.79952851253,17.1239634645
"1442",90.9090909091,"Scenario 1","iPhone6S","FastHMM_DijkstraBi","GPSTracker",0.34,10.2564102564,7.89473684211,91.9118219036,8.08817809636,16.1330911463
"1443",79.4871794872,"Scenario 1","iPhone7","FastHMM_DijkstraBi","GPSTracker",0.756097560976,20.5128205128,20.5128205128,87.0302321712,12.9697678288,19.6277280238
"1444",80.5194805195,"Scenario 1","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",0.889830508475,20.5128205128,18.4210526316,87.0302321712,12.9697678288,19.3014667517
"1445",80.5194805195,"Scenario 1","iPhone8","FastHMM_DijkstraBi","GPSTracker",1.16129032258,20.5128205128,18.4210526316,87.0302321712,12.9697678288,19.3014667517
"1446",93.8271604938,"Scenario 1","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",0.274760383387,2.5641025641,9.52380952381,97.1551662667,2.84483373332,16.7087059578
"1447",79.012345679,"Scenario 1","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",0.334415584416,17.9487179487,23.8095238095,88.6971395274,11.3028604726,24.6512059775
"1448",84.3373493976,"Scenario 1","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",0.299363057325,10.2564102564,20.4545454545,93.2835454043,6.71645459574,23.1163584587
"1449",89.7435897436,"Scenario 1","LGG6","FastHMM_DijkstraBi","GPSTracker",0.319488817891,10.2564102564,10.2564102564,91.9118219036,8.08817809636,16.4667804323
"1450",83.7837837838,"Scenario 1","Pixel2","FastHMM_DijkstraBi","GPSTracker",0.245430809399,20.5128205128,11.4285714286,87.0302321712,12.9697678288,18.1180503266
"1451",92.4528301887,"Scenario 2","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",2.97580645161,9.25925925926,5.76923076923,93.6177378602,6.38226213985,1.23660931335
"1452",62.7450980392,"Scenario 2","iPhone6S","FastHMM_DijkstraBi","GPSTracker",306,11.1111111111,51.5151515152,93.356837274,6.64316272602,31.634005961
"1453",75.8620689655,"Scenario 2","iPhone7","FastHMM_DijkstraBi","GPSTracker",1.81967213115,18.5185185185,29.0322580645,77.9879114493,22.0120885507,25.1820477756
"1454",71.9298245614,"Scenario 2","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",1.20161290323,24.0740740741,31.6666666667,71.5201298749,28.4798701251,22.0531800618
"1455",86.5384615385,"Scenario 2","iPhone8","FastHMM_DijkstraBi","GPSTracker",2.73643410853,16.6666666667,10,86.8890556996,13.1109443004,5.69956368951
"1456",80.3278688525,"Scenario 2","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",0.682432432432,9.25925925926,27.9411764706,93.8309749445,6.16902505545,23.1443289577
"1457",91.4285714286,"Scenario 2","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",481,11.1111111111,5.88235294118,93.356837274,6.64316272602,2.74915415976
"1458",92.3076923077,"Scenario 2","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",0.94,11.1111111111,4,88.9461692272,11.0538307728,0.741970864099
"1459",62.7450980392,"Scenario 2","LGG6","FastHMM_DijkstraBi","GPSTracker",1.09302325581,11.1111111111,51.5151515152,93.356837274,6.64316272602,31.634005961
"1460",68.5185185185,"Scenario 2","Pixel2","FastHMM_DijkstraBi","GPSTracker",0.351681957187,31.4814814815,31.4814814815,72.8153653483,27.1846346517,16.2665367078
"1461",95.4545454545,"Scenario 3","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",1.07547169811,3.07692307692,5.97014925373,95.0319418657,4.96805813434,7.00754149322
"1462",96.1832061069,"Scenario 3","iPhone6S","FastHMM_DijkstraBi","GPSTracker",0.910891089109,3.07692307692,4.54545454545,95.0319418657,4.96805813434,5.33578654817
"1463",96.1832061069,"Scenario 3","iPhone7","FastHMM_DijkstraBi","GPSTracker",1.2427184466,3.07692307692,4.54545454545,94.0390368853,5.96096311472,7.23999430974
"1464",98.4615384615,"Scenario 3","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",0.96,1.53846153846,1.53846153846,96.9156769634,3.08432303655,1.82810774321
"1465",95.4545454545,"Scenario 3","iPhone8","FastHMM_DijkstraBi","GPSTracker",0.981308411215,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"1466",95.4545454545,"Scenario 3","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",0.444881889764,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"1467",95.4545454545,"Scenario 3","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",0.5,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"1468",94.6564885496,"Scenario 3","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",0.370517928287,4.61538461538,6.06060606061,92.1553017875,7.84469821251,9.40494214201
"1469",94.6564885496,"Scenario 3","LGG6","FastHMM_DijkstraBi","GPSTracker",0.259109311741,4.61538461538,6.06060606061,92.1553017875,7.84469821251,9.40494214201
"1470",95.4545454545,"Scenario 3","Pixel2","FastHMM_DijkstraBi","GPSTracker",0.387820512821,3.07692307692,5.97014925373,95.239624824,4.76037517595,9.12816667017
"1471",87.323943662,"Scenario 4","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",0.48275862069,20.5128205128,3.125,89.6215965487,10.3784034513,1.05911752844
"1472",67.6056338028,"Scenario 4","iPhone6S","FastHMM_DijkstraBi","GPSTracker",0.159574468085,38.4615384615,25,80.8443704882,19.1556295118,12.7164684891
"1473",81.1594202899,"Scenario 4","iPhone7","FastHMM_DijkstraBi","GPSTracker",0.389380530973,28.2051282051,6.66666666667,86.6309107337,13.3690892663,2.52050315516
"1474",71.7948717949,"Scenario 4","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",0.353448275862,28.2051282051,28.2051282051,86.9764890574,13.0235109426,25.3747698634
"1475",48.5294117647,"Scenario 4","iPhone8","FastHMM_DijkstraBi","GPSTracker",1.41390728477,15.3846153846,65.9793814433,91.2371070945,8.76289290547,67.0523279491
"1476",82.1917808219,"Scenario 4","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",0.260869565217,23.0769230769,11.7647058824,90.2531119344,9.74688806565,6.38071414736
"1477",77.9220779221,"Scenario 4","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",0.148867313916,23.0769230769,21.0526315789,88.8650311153,11.1349688847,17.9506645054
"1478",82.1917808219,"Scenario 4","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",0.231034482759,23.0769230769,11.7647058824,88.8650311153,11.1349688847,6.47392915384
"1479",67.6056338028,"Scenario 4","LGG6","FastHMM_DijkstraBi","GPSTracker",0.120996441281,38.4615384615,25,80.8443704882,19.1556295118,12.7164684891
"1480",73.5294117647,"Scenario 4","Pixel2","FastHMM_DijkstraBi","GPSTracker",0.116455696203,35.8974358974,13.7931034483,82.4155192257,17.5844807743,6.72808821171
"1481",92.5373134328,"Scenario 5","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",0.714285714286,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1482",86.6141732283,"Scenario 5","iPhone6S","FastHMM_DijkstraBi","GPSTracker",0.732673267327,15.3846153846,11.2903225806,89.3341615088,10.6658384912,10.1005378378
"1483",92.5373134328,"Scenario 5","iPhone7","FastHMM_DijkstraBi","GPSTracker",85,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1484",92.5373134328,"Scenario 5","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",0.673076923077,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1485",91.7293233083,"Scenario 5","iPhone8","FastHMM_DijkstraBi","GPSTracker",0.745283018868,6.15384615385,10.2941176471,96.8691279756,3.13087202439,9.66280343272
"1486",91.0447761194,"Scenario 5","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",0.430278884462,6.15384615385,11.5942028986,96.8691279756,3.13087202439,9.81039950969
"1487",91.0447761194,"Scenario 5","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",0.342629482072,6.15384615385,11.5942028986,96.8691279756,3.13087202439,9.81039950969
"1488",91.7293233083,"Scenario 5","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",0.376,6.15384615385,10.2941176471,96.8691279756,3.13087202439,9.66280343272
"1489",91.7293233083,"Scenario 5","LGG6","FastHMM_DijkstraBi","GPSTracker",0.48,6.15384615385,10.2941176471,96.8691279756,3.13087202439,9.66280343272
"1490",92.5373134328,"Scenario 5","Pixel2","FastHMM_DijkstraBi","GPSTracker",0.32154340836,4.61538461538,10.1449275362,97.4616609266,2.53833907336,9.60970231533
"1491",89.8550724638,"Scenario 6","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",2.66666666667,18.4210526316,0,82.1414765349,17.8585234651,0
"1492",84.0579710145,"Scenario 6","iPhone6S","FastHMM_DijkstraBi","GPSTracker",2.22058823529,23.6842105263,6.45161290323,81.1102239807,18.8897760193,1.48319201939
"1493",91.4285714286,"Scenario 6","iPhone7","FastHMM_DijkstraBi","GPSTracker",2.24285714286,15.7894736842,0,83.480759276,16.519240724,0
"1494",84.0579710145,"Scenario 6","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",2.36231884058,23.6842105263,6.45161290323,81.1102239807,18.8897760193,1.48319201939
"1495",88.5714285714,"Scenario 6","iPhone8","FastHMM_DijkstraBi","GPSTracker",2.07142857143,18.4210526316,3.125,82.1414765349,17.8585234651,0.962419865258
"1496",82.8571428571,"Scenario 6","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",1.37575757576,23.6842105263,9.375,81.1102239807,18.8897760193,2.42917165402
"1497",82.8571428571,"Scenario 6","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",1.26666666667,23.6842105263,9.375,81.1102239807,18.8897760193,2.42917165402
"1498",81.1594202899,"Scenario 6","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",1.24844720497,26.3157894737,9.67741935484,80.8743086689,19.1256913311,2.80179613721
"1499",90.1408450704,"Scenario 6","LGG6","FastHMM_DijkstraBi","GPSTracker",1.125,15.7894736842,3.0303030303,83.480759276,16.519240724,1.51583437717
"1500",90.1408450704,"Scenario 6","Pixel2","FastHMM_DijkstraBi","GPSTracker",0.930348258706,15.7894736842,3.0303030303,83.480759276,16.519240724,4.72871187044
"1501",95.4545454545,"Scenario 7","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",5.1935483871,4.54545454545,4.54545454545,96.9864214589,3.01357854108,2.09882792994
"1502",95.4545454545,"Scenario 7","iPhone6S","FastHMM_DijkstraBi","GPSTracker",4.59375,4.54545454545,4.54545454545,96.9864214589,3.01357854108,2.09882792994
"1503",95.2380952381,"Scenario 7","iPhone7","FastHMM_DijkstraBi","GPSTracker",4.5,9.09090909091,0,94.9838003635,5.01619963647,0
"1504",93.023255814,"Scenario 7","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",4.76666666667,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1505",100,"Scenario 7","iPhone8","FastHMM_DijkstraBi","GPSTracker",5.33333333333,0,0,100,0,0
"1506",95.4545454545,"Scenario 7","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",2.96721311475,4.54545454545,4.54545454545,96.9864214589,3.01357854108,2.09882792994
"1507",95.4545454545,"Scenario 7","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",3.11475409836,4.54545454545,4.54545454545,96.9864214589,3.01357854108,2.09882792994
"1508",93.023255814,"Scenario 7","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",2.96721311475,9.09090909091,4.7619047619,94.9838003635,5.01619963647,2.14213131355
"1509",95.4545454545,"Scenario 7","LGG6","FastHMM_DijkstraBi","GPSTracker",2.52702702703,4.54545454545,4.54545454545,96.9864214589,3.01357854108,2.09882792994
"1510",36.7346938776,"Scenario 7","Pixel2","FastHMM_DijkstraBi","GPSTracker",3.33802816901,59.0909090909,66.6666666667,42.8859023145,57.1140976855,53.3699424941
"1511",94.1176470588,"Scenario 8","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",17.7130434783,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1512",89.8876404494,"Scenario 8","iPhone6S","FastHMM_DijkstraBi","GPSTracker",1739,6.97674418605,13.0434782609,99.0167115465,0.983288453533,24.6344194498
"1513",94.1176470588,"Scenario 8","iPhone7","FastHMM_DijkstraBi","GPSTracker",18.7652173913,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1514",94.1176470588,"Scenario 8","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",14.5877192982,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1515",94.1176470588,"Scenario 8","iPhone8","FastHMM_DijkstraBi","GPSTracker",14.5172413793,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1516",90.243902439,"Scenario 8","GalaxyS5","FastHMM_DijkstraBi","GPSTracker",7.09311740891,13.9534883721,5.12820512821,92.4011149339,7.59888506613,12.3360542371
"1517",94.1176470588,"Scenario 8","GalaxyS7","FastHMM_DijkstraBi","GPSTracker",11.441509434,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1518",94.1176470588,"Scenario 8","GalaxyS8","FastHMM_DijkstraBi","GPSTracker",12.3533834586,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1519",94.1176470588,"Scenario 8","LGG6","FastHMM_DijkstraBi","GPSTracker",9.45895522388,6.97674418605,4.7619047619,99.0167115465,0.983288453533,11.6075163797
"1520",95.3488372093,"Scenario 8","Pixel2","FastHMM_DijkstraBi","GPSTracker",8.98159509202,4.6511627907,4.6511627907,99.421732791,0.578267209008,11.5656990277
"1521",84.6153846154,"Scenario 9","iPhoneSE","FastHMM_DijkstraBi","GPSTracker",1.9702970297,10.8108108108,19.512195122,82.0287773811,17.9712226189,35.8980780609
"1522",88.4615384615,"Scenario 9","iPhone6S","FastHMM_DijkstraBi","GPSTracker",1.55,6.75675675676,15.8536585366,94.1909387818,5.80906121819,30.2942056231
"1523",89.1719745223,"Scenario 9","iPhone7","FastHMM_DijkstraBi","GPSTracker",2.10476190476,5.40540540541,15.6626506024,95.1778569418,4.82214305824,39.6973962406
"1524",87.5,"Scenario 9","iPhone7Plus","FastHMM_DijkstraBi","GPSTracker",2.97142857143,5.40540540541,18.6046511628,95.1778569418,4.82214305824,40.3962154587
