0,45.5005412497,-73.5582328949,456365234
1,45.5005412497,-73.5582328949,456365234
2,45.5005412497,-73.5582328949,456365234
3,45.5005412497,-73.5582328949,456365234
4,45.5005412497,-73.5582328949,456365234
5,45.5005412497,-73.5582328949,456365234
6,45.5005412497,-73.5582328949,456365234
7,45.5005412497,-73.5582328949,456365234
8,45.5005412497,-73.5582328949,456365234
9,45.5005412497,-73.5582328949,456365234
10,45.5005412497,-73.5582328949,456365234
11,45.5005412497,-73.5582328949,456365234
12,45.5005412497,-73.5582328949,456365234
13,45.5005412497,-73.5582328949,456365234
14,45.5005412497,-73.5582328949,456365234
15,45.5005412497,-73.5582328949,456365234
16,45.5005412497,-73.5582328949,456365234
17,45.5005412497,-73.5582328949,456365234
18,45.5005412497,-73.5582328949,456365234
19,45.5005402528,-73.558229899,456365234
20,45.5005472416,-73.558250901,456365234
21,45.5005572264,-73.5582809061,456365234
22,45.500573203,-73.5583289172,456365234
23,45.5005944584,-73.5583923727,456365234
24,45.5006214596,-73.5584699355,456365234
25,45.5006526465,-73.5585595223,456365234
26,45.5006849144,-73.558652214,456365234
27,45.5007233921,-73.558762744,456365234
28,45.5007607889,-73.558870169,456365234
29,45.5008235967,-73.5589722305,28159852
30,45.5008447988,-73.5591089575,456345788
31,45.5008839982,-73.559219242,456345788
32,45.5009168863,-73.5593117699,456345788
33,45.5009423412,-73.5593833854,456345788
34,45.5009666745,-73.5594518452,456345788
35,45.5009815406,-73.55949367,456345788
36,45.5009921294,-73.5595234607,456345788
37,45.501071909,-73.5595496202,376479646
38,45.5010865191,-73.5595388136,376479646
39,45.5011059102,-73.5595244707,376479646
40,45.5011413269,-73.5594982743,376479646
41,45.5011815246,-73.5594685416,376479646
42,45.5012169414,-73.5594423451,376479646
43,45.5012796284,-73.5593959779,376479646
44,45.5013181433,-73.5593674898,376479646
45,45.5013406327,-73.5593508553,376479646
46,45.5013358517,-73.5593543916,376479646
47,45.5013358517,-73.5593543916,376479646
48,45.5013423154,-73.5593496107,376479646
49,45.5013423154,-73.5593496107,376479646
50,45.5013423154,-73.5593496107,376479646
51,45.5013423154,-73.5593496107,376479646
52,45.5013423154,-73.5593496107,376479646
53,45.5013423154,-73.5593496107,376479646
54,45.5013423154,-73.5593496107,376479646
55,45.5013423154,-73.5593496107,376479646
56,45.5013423154,-73.5593496107,376479646
57,45.5013423154,-73.5593496107,376479646
58,45.5013423154,-73.5593496107,376479646
59,45.5013423154,-73.5593496107,376479646
60,45.5013423154,-73.5593496107,376479646
61,45.5013423154,-73.5593496107,376479646
62,45.5013423154,-73.5593496107,376479646
63,45.5013423154,-73.5593496107,376479646
64,45.5013423154,-73.5593496107,376479646
65,45.5013423154,-73.5593496107,376479646
66,45.5013423154,-73.5593496107,376479646
67,45.5013423154,-73.5593496107,376479646
68,45.5013423154,-73.5593496107,376479646
69,45.5013423154,-73.5593496107,376479646
70,45.5013423154,-73.5593496107,376479646
71,45.5013423154,-73.5593496107,376479646
72,45.5013423154,-73.5593496107,376479646
73,45.5013423154,-73.5593496107,376479646
74,45.5013423154,-73.5593496107,376479646
75,45.5013423154,-73.5593496107,376479646
76,45.5013423154,-73.5593496107,376479646
77,45.5013423154,-73.5593496107,376479646
78,45.5013423154,-73.5593496107,376479646
79,45.5013423154,-73.5593496107,376479646
80,45.5013423154,-73.5593496107,376479646
81,45.5013423154,-73.5593496107,376479646
82,45.5013423154,-73.5593496107,376479646
83,45.5013423154,-73.5593496107,376479646
84,45.5013423154,-73.5593496107,376479646
85,45.5013423154,-73.5593496107,376479646
86,45.5013825131,-73.5593198779,376479646
87,45.5013825131,-73.5593198779,376479646
88,45.5013825131,-73.5593198779,376479646
89,45.5013825131,-73.5593198779,376479646
90,45.5013825131,-73.5593198779,376479646
91,45.5013825131,-73.5593198779,376479646
92,45.5013825131,-73.5593198779,376479646
93,45.5013825131,-73.5593198779,376479646
94,45.5013825131,-73.5593198779,376479646
95,45.5013825131,-73.5593198779,376479646
96,45.5013825131,-73.5593198779,376479646
97,45.5013825131,-73.5593198779,376479646
98,45.5013825131,-73.5593198779,376479646
99,45.5013825131,-73.5593198779,376479646
100,45.5013825131,-73.5593198779,376479646
101,45.5013825131,-73.5593198779,376479646
102,45.5013825131,-73.5593198779,376479646
103,45.5013825131,-73.5593198779,376479646
104,45.5013825131,-73.5593198779,376479646
105,45.5013825131,-73.5593198779,376479646
