type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:24,45.522575,-73.546664,21,,
T,31/12/2017 22:24,45.521393,-73.547368,21,,
T,31/12/2017 22:25,45.520895,-73.547704,20,,
T,31/12/2017 22:25,45.520492,-73.547991,20,,
T,31/12/2017 22:25,45.519384,-73.548785,20,,
T,31/12/2017 22:25,45.518116,-73.549673,20,,
T,31/12/2017 22:25,45.516822,-73.550684,21,,
T,31/12/2017 22:25,45.515399,-73.551955,15,,
T,31/12/2017 22:26,45.513817,-73.553366,13,,
T,31/12/2017 22:26,45.50884,-73.557059,11,,
T,31/12/2017 22:26,45.507041,-73.558668,12,,
T,31/12/2017 22:26,45.505694,-73.559824,11,,
T,31/12/2017 22:27,45.497712,-73.562757,10,,
T,31/12/2017 22:28,45.497579,-73.563731,13,,
T,31/12/2017 22:28,45.497803,-73.563792,14,,
T,31/12/2017 22:29,45.498678,-73.562936,14,,
T,31/12/2017 22:29,45.498488,-73.562082,15,,
T,31/12/2017 22:29,45.497692,-73.560859,15,,
T,31/12/2017 22:29,45.497006,-73.559345,14,,
T,31/12/2017 22:29,45.496292,-73.559909,14,,
T,31/12/2017 22:30,45.495992,-73.560216,14,,
T,31/12/2017 22:30,45.495425,-73.560818,14,,
T,31/12/2017 22:31,45.494862,-73.561271,13,,
T,31/12/2017 22:31,45.494057,-73.561822,13,,
T,31/12/2017 22:31,45.493397,-73.562284,13,,
T,31/12/2017 22:31,45.493152,-73.563003,12,,
T,31/12/2017 22:31,45.493247,-73.563486,12,,
T,31/12/2017 22:37,45.493045,-73.563592,14,,
T,31/12/2017 22:40,45.493031,-73.563589,14,,
