type,time,latitude,longitude,altitude (m),name,desc
T,30/12/2017 19:21,45.49324,-73.563741,-29,,
T,30/12/2017 19:22,45.493151,-73.563742,21.2,,
T,30/12/2017 19:28,45.493068,-73.563782,32.2,,
T,30/12/2017 19:46,45.492999,-73.563856,28.2,,
T,30/12/2017 19:46,45.492924,-73.563911,25.2,,
T,30/12/2017 19:46,45.492806,-73.564002,24.2,,
T,30/12/2017 19:46,45.492735,-73.564058,24.2,,
T,30/12/2017 19:46,45.492642,-73.564064,25.2,,
T,30/12/2017 19:47,45.492642,-73.564184,22.2,,
T,30/12/2017 19:47,45.492753,-73.564384,23.3,,
T,30/12/2017 19:47,45.492877,-73.564571,23.3,,
T,30/12/2017 19:47,45.49295,-73.564645,24.3,,
T,30/12/2017 19:47,45.493061,-73.564677,21.3,,
T,30/12/2017 19:47,45.493251,-73.564523,21.3,,
T,30/12/2017 19:47,45.493467,-73.564336,21.3,,
T,30/12/2017 19:48,45.49367,-73.564194,21.3,,
T,30/12/2017 19:48,45.493866,-73.564028,23.2,,
T,30/12/2017 19:48,45.494054,-73.563918,31.2,,
T,30/12/2017 19:48,45.494234,-73.563792,31.2,,
T,30/12/2017 19:48,45.494219,-73.563686,37.2,,
T,30/12/2017 19:48,45.494117,-73.563456,40.2,,
T,30/12/2017 19:48,45.493974,-73.563132,40.2,,
T,30/12/2017 19:48,45.493929,-73.56291,29.2,,
T,30/12/2017 19:48,45.493889,-73.5627,26.2,,
T,30/12/2017 19:48,45.493856,-73.562473,23.2,,
T,30/12/2017 19:48,45.493792,-73.562323,22.2,,
T,30/12/2017 19:48,45.493751,-73.562226,19.2,,
T,30/12/2017 19:48,45.493631,-73.562212,22.2,,
T,30/12/2017 19:49,45.493438,-73.562304,20.2,,
T,30/12/2017 19:49,45.493236,-73.56244,21.2,,
T,30/12/2017 19:49,45.493118,-73.562473,22.2,,
T,30/12/2017 19:49,45.493092,-73.562371,20.2,,
T,30/12/2017 19:49,45.493019,-73.562228,20.2,,
T,30/12/2017 19:49,45.49297,-73.562068,19.2,,
T,30/12/2017 19:49,45.492898,-73.561924,20.2,,
T,30/12/2017 19:49,45.492834,-73.561786,23.2,,
T,30/12/2017 19:49,45.492779,-73.561592,23.2,,
T,30/12/2017 19:49,45.492711,-73.561372,24.2,,
T,30/12/2017 19:49,45.492615,-73.561151,21.2,,
T,30/12/2017 19:49,45.492542,-73.560935,20.2,,
T,30/12/2017 19:49,45.492488,-73.560805,20.2,,
T,30/12/2017 19:50,45.492473,-73.560681,20.2,,
T,30/12/2017 19:50,45.492642,-73.560528,20.2,,
T,30/12/2017 19:50,45.492793,-73.560398,19.2,,
T,30/12/2017 19:50,45.492921,-73.560292,18.2,,
T,30/12/2017 19:50,45.492968,-73.560238,17.2,,
T,30/12/2017 19:50,45.493086,-73.560162,19.2,,
T,30/12/2017 19:50,45.493251,-73.56003,16.2,,
T,30/12/2017 19:50,45.49341,-73.559894,19.2,,
T,30/12/2017 19:50,45.493483,-73.559821,23.2,,
T,30/12/2017 19:50,45.49363,-73.559735,21.2,,
T,30/12/2017 19:50,45.493787,-73.559635,21.2,,
T,30/12/2017 19:50,45.493876,-73.559562,21.2,,
T,30/12/2017 19:51,45.493926,-73.559501,21.2,,
T,30/12/2017 19:51,45.494083,-73.559374,22.2,,
T,30/12/2017 19:51,45.494289,-73.55922,22.2,,
T,30/12/2017 19:51,45.494429,-73.559095,20.2,,
T,30/12/2017 19:51,45.494559,-73.559015,21.2,,
T,30/12/2017 19:51,45.494615,-73.558957,21.2,,
T,30/12/2017 19:51,45.494775,-73.558842,20.2,,
T,30/12/2017 19:51,45.494983,-73.558669,21.2,,
T,30/12/2017 19:51,45.495129,-73.55859,24.2,,
T,30/12/2017 19:52,45.49517,-73.558484,26.2,,
T,30/12/2017 19:52,45.49512,-73.558248,27.2,,
T,30/12/2017 19:52,45.49502,-73.557977,25.2,,
T,30/12/2017 19:52,45.49479,-73.557678,22.2,,
T,30/12/2017 19:52,45.494777,-73.557404,22.2,,
T,30/12/2017 19:52,45.494733,-73.557073,21.2,,
T,30/12/2017 19:52,45.494611,-73.556822,20.2,,
T,30/12/2017 19:52,45.49457,-73.556728,23.2,,
T,30/12/2017 19:52,45.49447,-73.556679,24.2,,
T,30/12/2017 19:52,45.4943,-73.556786,23.2,,
T,30/12/2017 19:52,45.49409,-73.556941,22.2,,
T,30/12/2017 19:52,45.493889,-73.557036,21.2,,
T,30/12/2017 19:52,45.493766,-73.557128,19.2,,
T,30/12/2017 19:53,45.493636,-73.557248,18.2,,
T,30/12/2017 19:53,45.493442,-73.557412,18.2,,
T,30/12/2017 19:53,45.493239,-73.557582,18.2,,
T,30/12/2017 19:53,45.493012,-73.557729,19.2,,
T,30/12/2017 19:53,45.492709,-73.557936,20.2,,
T,30/12/2017 19:53,45.492352,-73.55817,23.2,,
T,30/12/2017 19:53,45.492084,-73.55828,22.2,,
T,30/12/2017 19:53,45.491617,-73.558288,25.2,,
T,30/12/2017 19:53,45.491344,-73.558016,21.2,,
T,30/12/2017 19:53,45.491052,-73.557738,21.2,,
T,30/12/2017 19:53,45.490796,-73.557579,22.2,,
T,30/12/2017 19:53,45.490478,-73.557469,22.2,,
T,30/12/2017 19:53,45.490173,-73.557391,22.2,,
T,30/12/2017 19:53,45.489765,-73.557294,18.2,,
T,30/12/2017 19:54,45.489436,-73.557209,14.2,,
T,30/12/2017 19:54,45.489328,-73.557197,13.2,,
T,30/12/2017 19:54,45.489247,-73.557178,10.2,,
T,30/12/2017 19:54,45.488995,-73.55713,8.2,,
T,30/12/2017 19:54,45.488542,-73.557141,11.2,,
T,30/12/2017 19:54,45.488154,-73.55721,13.2,,
T,30/12/2017 19:54,45.487879,-73.557268,13.2,,
T,30/12/2017 19:54,45.487734,-73.557296,13.2,,
T,30/12/2017 19:54,45.4875,-73.557347,13.2,,
T,30/12/2017 19:54,45.487307,-73.557321,13.2,,
T,30/12/2017 19:54,45.487273,-73.557097,13.2,,
T,30/12/2017 19:54,45.487235,-73.55663,12.2,,
T,30/12/2017 19:55,45.487191,-73.556104,11.2,,
T,30/12/2017 19:55,45.487128,-73.555693,12.2,,
T,30/12/2017 19:55,45.487098,-73.555267,12.2,,
T,30/12/2017 19:55,45.48709,-73.554907,9.2,,
T,30/12/2017 19:55,45.48705,-73.554593,10.2,,
T,30/12/2017 19:55,45.487001,-73.554093,10.2,,
T,30/12/2017 19:55,45.486955,-73.553688,11.2,,
T,30/12/2017 19:55,45.486932,-73.553337,11.2,,
T,30/12/2017 19:55,45.486918,-73.55299,9.2,,
T,30/12/2017 19:55,45.486883,-73.552826,11.2,,
T,30/12/2017 19:56,45.486862,-73.552737,12.2,,
T,30/12/2017 19:56,45.486826,-73.552454,10.2,,
T,30/12/2017 19:56,45.486759,-73.552377,14.2,,
T,30/12/2017 19:56,45.486567,-73.552408,15.2,,
T,30/12/2017 19:56,45.486375,-73.552437,18.2,,
T,30/12/2017 19:56,45.486225,-73.552472,16.2,,
T,30/12/2017 19:56,45.486166,-73.552562,18.2,,
T,30/12/2017 19:57,45.486186,-73.55266,18.2,,
T,30/12/2017 19:57,45.486202,-73.552935,18.2,,
T,30/12/2017 19:57,45.486217,-73.553142,18.2,,
T,30/12/2017 19:57,45.486255,-73.553431,19.2,,
T,30/12/2017 19:57,45.486296,-73.553659,20.2,,
T,30/12/2017 19:57,45.486319,-73.553776,18.2,,
T,30/12/2017 19:57,45.486332,-73.553903,17.2,,
T,30/12/2017 19:57,45.486365,-73.5541,18.2,,
T,30/12/2017 19:57,45.486401,-73.554418,19.2,,
T,30/12/2017 19:57,45.486417,-73.554587,18.2,,
T,30/12/2017 19:57,45.486462,-73.554694,19.2,,
T,30/12/2017 19:57,45.486542,-73.5547,20.2,,
T,30/12/2017 19:58,45.48663,-73.554675,20.2,,
T,30/12/2017 19:58,45.48672,-73.554672,19.2,,
T,30/12/2017 19:58,45.486807,-73.554644,17.2,,
T,30/12/2017 19:59,45.486889,-73.554611,17.2,,
T,30/12/2017 19:59,45.486969,-73.554581,15.2,,
T,30/12/2017 19:59,45.487028,-73.554513,16.2,,
T,30/12/2017 19:59,45.487012,-73.554199,15.2,,
T,30/12/2017 19:59,45.486989,-73.553822,16.2,,
T,30/12/2017 19:59,45.486975,-73.553565,14.2,,
T,30/12/2017 20:00,45.486961,-73.553354,13.2,,
T,30/12/2017 20:00,45.486945,-73.553236,13.2,,
T,30/12/2017 20:00,45.48693,-73.55314,13.2,,
T,30/12/2017 20:00,45.486896,-73.552789,15.2,,
T,30/12/2017 20:00,45.48689,-73.552514,16.2,,
T,30/12/2017 20:00,45.486892,-73.552409,16.2,,
T,30/12/2017 20:00,45.486965,-73.552265,16.2,,
T,30/12/2017 20:00,45.487303,-73.552215,16.2,,
T,30/12/2017 20:00,45.487583,-73.55218,14.2,,
T,30/12/2017 20:01,45.48792,-73.552123,15.2,,
T,30/12/2017 20:01,45.48829,-73.552079,13.2,,
T,30/12/2017 20:01,45.488607,-73.552022,14.2,,
T,30/12/2017 20:01,45.48887,-73.552003,16.2,,
T,30/12/2017 20:01,45.489052,-73.551966,18.2,,
T,30/12/2017 20:01,45.48923,-73.551899,21.2,,
T,30/12/2017 20:01,45.489486,-73.551864,22.2,,
T,30/12/2017 20:01,45.489733,-73.551802,23.2,,
T,30/12/2017 20:01,45.490059,-73.551714,17.2,,
T,30/12/2017 20:01,45.490274,-73.551682,17.2,,
T,30/12/2017 20:01,45.490499,-73.551649,15.2,,
T,30/12/2017 20:01,45.490704,-73.551631,16.2,,
T,30/12/2017 20:01,45.490988,-73.551643,16.2,,
T,30/12/2017 20:02,45.491273,-73.551603,14.2,,
T,30/12/2017 20:02,45.491641,-73.551568,10.2,,
T,30/12/2017 20:02,45.491926,-73.551386,14.2,,
T,30/12/2017 20:02,45.492177,-73.551377,16.2,,
T,30/12/2017 20:02,45.492474,-73.551345,17.2,,
T,30/12/2017 20:02,45.492789,-73.551298,18.2,,
T,30/12/2017 20:02,45.493105,-73.551244,19.2,,
T,30/12/2017 20:02,45.493545,-73.551164,20.2,,
T,30/12/2017 20:02,45.493874,-73.551121,20.2,,
T,30/12/2017 20:02,45.494237,-73.551081,20.2,,
T,30/12/2017 20:02,45.494683,-73.551025,19.2,,
T,30/12/2017 20:02,45.495025,-73.550988,16.2,,
T,30/12/2017 20:02,45.495179,-73.550967,16.2,,
T,30/12/2017 20:02,45.495284,-73.55095,18.2,,
T,30/12/2017 20:03,45.495501,-73.551253,22.2,,
T,30/12/2017 20:03,45.495694,-73.551581,22.2,,
T,30/12/2017 20:03,45.495893,-73.551998,25.2,,
T,30/12/2017 20:03,45.496047,-73.552318,23.2,,
T,30/12/2017 20:03,45.496232,-73.552669,22.2,,
T,30/12/2017 20:03,45.496247,-73.552794,24.2,,
T,30/12/2017 20:03,45.496444,-73.552951,20.2,,
T,30/12/2017 20:03,45.496673,-73.552947,20.2,,
T,30/12/2017 20:03,45.496968,-73.552912,14.2,,
T,30/12/2017 20:03,45.497234,-73.552888,9.2,,
T,30/12/2017 20:03,45.497503,-73.55286,7.2,,
T,30/12/2017 20:04,45.497772,-73.552861,5.2,,
T,30/12/2017 20:04,45.498029,-73.552855,7.2,,
T,30/12/2017 20:04,45.498186,-73.552862,8.2,,
T,30/12/2017 20:04,45.498218,-73.553043,10.2,,
T,30/12/2017 20:04,45.498329,-73.553386,12.2,,
T,30/12/2017 20:04,45.498487,-73.553669,11.2,,
T,30/12/2017 20:04,45.49854,-73.553935,12.2,,
T,30/12/2017 20:04,45.498439,-73.554191,12.2,,
T,30/12/2017 20:04,45.498582,-73.554535,7.2,,
T,30/12/2017 20:04,45.498751,-73.554724,8.2,,
T,30/12/2017 20:04,45.498841,-73.55492,9.2,,
T,30/12/2017 20:04,45.498952,-73.555059,14.2,,
T,30/12/2017 20:04,45.499019,-73.555138,18.2,,
T,30/12/2017 20:04,45.499093,-73.555099,20.2,,
T,30/12/2017 20:05,45.499153,-73.555101,18.2,,
T,30/12/2017 20:05,45.499311,-73.554995,13.2,,
T,30/12/2017 20:06,45.49936,-73.554834,16.2,,
T,30/12/2017 20:06,45.499282,-73.554451,15.2,,
T,30/12/2017 20:06,45.499143,-73.554086,18.2,,
T,30/12/2017 20:06,45.49905,-73.55364,19.2,,
T,30/12/2017 20:06,45.499011,-73.553268,20.2,,
T,30/12/2017 20:06,45.498987,-73.553149,28.2,,
T,30/12/2017 20:06,45.498912,-73.552958,25.2,,
T,30/12/2017 20:06,45.498972,-73.552843,18.2,,
T,30/12/2017 20:06,45.499169,-73.552841,19.2,,
T,30/12/2017 20:07,45.499453,-73.552975,18.2,,
T,30/12/2017 20:07,45.499784,-73.553025,19.2,,
T,30/12/2017 20:07,45.50005,-73.553208,16.2,,
T,30/12/2017 20:07,45.500291,-73.55335,18.2,,
T,30/12/2017 20:07,45.500544,-73.553472,19.2,,
T,30/12/2017 20:07,45.500681,-73.553517,20.2,,
T,30/12/2017 20:07,45.50085,-73.553594,21.2,,
T,30/12/2017 20:07,45.501129,-73.553646,21.2,,
T,30/12/2017 20:07,45.501406,-73.553733,21.2,,
T,30/12/2017 20:07,45.501573,-73.553763,24.2,,
T,30/12/2017 20:07,45.501705,-73.553768,24.2,,
