typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:24,45.522135,-73.546892,-6.5,,
T,31/12/2017 22:24,45.521686,-73.547159,-8.8,,
T,31/12/2017 22:24,45.52131,-73.547425,-9.2,,
T,31/12/2017 22:24,45.521031,-73.547619,-10.3,,
T,31/12/2017 22:24,45.520912,-73.547702,-10.3,,
T,31/12/2017 22:25,45.520885,-73.547759,-13,,
T,31/12/2017 22:25,45.520651,-73.547923,-12.9,,
T,31/12/2017 22:25,45.520284,-73.548162,-13.2,,
T,31/12/2017 22:25,45.519867,-73.54844,-14,,
T,31/12/2017 22:25,45.519402,-73.548767,-13.9,,
T,31/12/2017 22:25,45.518899,-73.549126,-14,,
T,31/12/2017 22:25,45.51839,-73.549486,-14,,
T,31/12/2017 22:25,45.51779,-73.549928,-14.1,,
T,31/12/2017 22:25,45.517137,-73.550411,-13.7,,
T,31/12/2017 22:25,45.516559,-73.550898,-13.4,,
T,31/12/2017 22:25,45.516002,-73.551402,-17,,
T,31/12/2017 22:25,45.515287,-73.552084,-19.3,,
T,31/12/2017 22:25,45.514495,-73.552816,-18.8,,
T,31/12/2017 22:25,45.514021,-73.553238,-18.3,,
T,31/12/2017 22:26,45.50843,-73.55752,-17.2,,
T,31/12/2017 22:26,45.507763,-73.558127,-18.6,,
T,31/12/2017 22:26,45.507073,-73.558677,-20.4,,
T,31/12/2017 22:26,45.506554,-73.559089,-17.6,,
T,31/12/2017 22:26,45.505825,-73.559617,-17.4,,
T,31/12/2017 22:26,45.505223,-73.560035,-17.6,,
T,31/12/2017 22:27,45.497535,-73.563011,-23.8,,
T,31/12/2017 22:27,45.497606,-73.5638,-19.6,,
T,31/12/2017 22:28,45.497537,-73.563724,-18.1,,
T,31/12/2017 22:28,45.497568,-73.563822,-13,,
T,31/12/2017 22:28,45.498006,-73.563593,-9.7,,
T,31/12/2017 22:29,45.498494,-73.56314,-6.8,,
T,31/12/2017 22:29,45.498824,-73.562792,-8.6,,
T,31/12/2017 22:29,45.49894,-73.562614,-7.7,,
T,31/12/2017 22:29,45.498617,-73.562216,-5.8,,
T,31/12/2017 22:29,45.498173,-73.561768,-8.3,,
T,31/12/2017 22:29,45.49782,-73.561176,-10.1,,
T,31/12/2017 22:29,45.497478,-73.560421,-13,,
T,31/12/2017 22:29,45.497101,-73.55961,-13.3,,
T,31/12/2017 22:29,45.496917,-73.559329,-12.6,,
T,31/12/2017 22:29,45.496725,-73.559426,-12.2,,
T,31/12/2017 22:29,45.496338,-73.559901,-13,,
T,31/12/2017 22:29,45.496239,-73.559991,-15.3,,
T,31/12/2017 22:29,45.496013,-73.560202,-16.1,,
T,31/12/2017 22:30,45.4958,-73.560428,-14.8,,
T,31/12/2017 22:30,45.495519,-73.560722,-12,,
T,31/12/2017 22:30,45.495333,-73.560925,-12.1,,
T,31/12/2017 22:30,45.495031,-73.561235,-10.4,,
T,31/12/2017 22:30,45.494966,-73.561319,-11.7,,
T,31/12/2017 22:31,45.494879,-73.561327,-12.3,,
T,31/12/2017 22:31,45.494566,-73.561536,-13.6,,
T,31/12/2017 22:31,45.494283,-73.561737,-11.1,,
T,31/12/2017 22:31,45.493883,-73.561868,-10.1,,
T,31/12/2017 22:31,45.493592,-73.562111,-10.3,,
T,31/12/2017 22:31,45.493305,-73.562315,-11.6,,
T,31/12/2017 22:31,45.493062,-73.562533,-13.8,,
T,31/12/2017 22:31,45.493078,-73.562832,-16.3,,
T,31/12/2017 22:31,45.493273,-73.56329,-18.7,,
T,31/12/2017 22:31,45.493187,-73.563499,-18,,
T,31/12/2017 22:31,45.493102,-73.563648,-12.9,,
T,31/12/2017 22:43,45.493091,-73.563751,9.2,,
T,31/12/2017 22:43,45.493091,-73.563751,9.2,,
