typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:24,45.522609,-73.546652,25,,
T,31/12/2017 22:24,45.521585,-73.547262,26,,
T,31/12/2017 22:25,45.520941,-73.547705,24,,
T,31/12/2017 22:25,45.520764,-73.547853,24,,
T,31/12/2017 22:25,45.519863,-73.548451,25,,
T,31/12/2017 22:25,45.518636,-73.549313,25,,
T,31/12/2017 22:25,45.517299,-73.550311,25,,
T,31/12/2017 22:25,45.515869,-73.551538,20,,
T,31/12/2017 22:26,45.514328,-73.552995,17,,
T,31/12/2017 22:26,45.511851,-73.554971,17,,
T,31/12/2017 22:26,45.508671,-73.55723,16,,
T,31/12/2017 22:26,45.506991,-73.558641,16,,
T,31/12/2017 22:27,45.505023,-73.560502,16,,
T,31/12/2017 22:27,45.497401,-73.563237,16,,
T,31/12/2017 22:27,45.497652,-73.563431,18,,
T,31/12/2017 22:28,45.497604,-73.563846,18,,
T,31/12/2017 22:28,45.497874,-73.563721,18,,
T,31/12/2017 22:29,45.498728,-73.562893,18,,
T,31/12/2017 22:29,45.498361,-73.561943,21,,
T,31/12/2017 22:29,45.497629,-73.560725,20,,
T,31/12/2017 22:29,45.496992,-73.559308,17,,
T,31/12/2017 22:29,45.496331,-73.559869,18,,
T,31/12/2017 22:30,45.496001,-73.560207,18,,
T,31/12/2017 22:30,45.495416,-73.560827,18,,
T,31/12/2017 22:30,45.494829,-73.561294,17,,
T,31/12/2017 22:31,45.494656,-73.561418,17,,
T,31/12/2017 22:31,45.493903,-73.561927,17,,
T,31/12/2017 22:31,45.493116,-73.562487,16,,
T,31/12/2017 22:31,45.493282,-73.563301,16,,
T,31/12/2017 22:36,45.493054,-73.563627,18,,
T,31/12/2017 22:45,45.492872,-73.563471,31,,
T,31/12/2017 22:45,45.492872,-73.563471,31,,
