type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:31,45.492886,-73.563467,32,,
T,01/01/2018 1:31,45.492886,-73.563467,32,,
T,01/01/2018 1:36,45.493041,-73.563615,37,,
T,01/01/2018 1:38,45.492858,-73.563759,46,,
T,01/01/2018 1:39,45.49258,-73.563974,47,,
T,01/01/2018 1:49,45.492692,-73.564357,46,,
T,01/01/2018 1:49,45.492712,-73.564969,49,,
T,01/01/2018 1:49,45.491719,-73.56581,51,,
T,01/01/2018 1:49,45.490814,-73.566586,51,,
T,01/01/2018 1:50,45.490248,-73.567082,51,,
T,01/01/2018 1:50,45.490029,-73.567274,51,,
T,01/01/2018 1:50,45.4895,-73.567711,51,,
T,01/01/2018 1:50,45.488853,-73.56822,51,,
T,01/01/2018 1:50,45.488275,-73.568579,51,,
T,01/01/2018 1:50,45.487911,-73.5688,50,,
T,01/01/2018 1:51,45.487678,-73.568941,50,,
T,01/01/2018 1:51,45.487191,-73.569263,49,,
T,01/01/2018 1:51,45.486669,-73.569667,50,,
T,01/01/2018 1:51,45.486231,-73.57004,49,,
T,01/01/2018 1:51,45.485629,-73.570772,50,,
T,01/01/2018 1:52,45.48501,-73.571779,50,,
T,01/01/2018 1:52,45.484347,-73.57288,50,,
T,01/01/2018 1:52,45.483679,-73.573989,49,,
T,01/01/2018 1:52,45.48349,-73.574294,49,,
T,01/01/2018 1:52,45.483324,-73.574563,50,,
T,01/01/2018 1:53,45.482947,-73.575175,50,,
T,01/01/2018 1:53,45.48271,-73.57556,49,,
T,01/01/2018 1:53,45.482203,-73.576408,50,,
T,01/01/2018 1:53,45.481643,-73.577335,51,,
T,01/01/2018 1:55,45.481296,-73.577854,49,,
T,01/01/2018 1:55,45.481065,-73.577901,49,,
T,01/01/2018 1:55,45.480473,-73.577621,49,,
T,01/01/2018 1:55,45.479702,-73.577933,50,,
T,01/01/2018 1:55,45.478709,-73.577127,49,,
T,01/01/2018 1:56,45.476525,-73.574645,42,,
T,01/01/2018 1:56,45.47569,-73.573731,47,,
T,01/01/2018 1:56,45.475038,-73.573628,47,,
T,01/01/2018 1:56,45.475252,-73.574492,52,,
T,01/01/2018 1:56,45.474694,-73.575187,54,,
T,01/01/2018 1:57,45.473518,-73.575569,54,,
T,01/01/2018 1:57,45.472424,-73.576688,55,,
T,01/01/2018 1:57,45.471068,-73.577902,56,,
T,01/01/2018 1:57,45.469512,-73.579295,56,,
T,01/01/2018 1:57,45.468117,-73.580129,57,,
T,01/01/2018 1:57,45.466619,-73.580724,61,,
T,01/01/2018 1:58,45.465467,-73.582068,62,,
T,01/01/2018 1:58,45.464878,-73.583619,63,,
T,01/01/2018 1:58,45.464764,-73.585629,65,,
T,01/01/2018 1:58,45.464765,-73.587692,66,,
T,01/01/2018 1:58,45.464678,-73.589792,68,,
T,01/01/2018 1:58,45.464703,-73.592,73,,
T,01/01/2018 1:59,45.464948,-73.59419,78,,
T,01/01/2018 1:59,45.465595,-73.596037,79,,
T,01/01/2018 1:59,45.466753,-73.597515,80,,
T,01/01/2018 1:59,45.467893,-73.598913,82,,
T,01/01/2018 1:59,45.469055,-73.600354,82,,
T,01/01/2018 1:59,45.470095,-73.602033,81,,
T,01/01/2018 2:00,45.470775,-73.604089,80,,
T,01/01/2018 2:00,45.471454,-73.60632,80,,
T,01/01/2018 2:00,45.472311,-73.608237,82,,
T,01/01/2018 2:00,45.473096,-73.610239,86,,
T,01/01/2018 2:00,45.474049,-73.612259,94,,
T,01/01/2018 2:00,45.474982,-73.614392,103,,
T,01/01/2018 2:01,45.475925,-73.616222,109,,
T,01/01/2018 2:01,45.477189,-73.618358,116,,
T,01/01/2018 2:01,45.478568,-73.619657,122,,
T,01/01/2018 2:01,45.479857,-73.620915,124,,
T,01/01/2018 2:01,45.480892,-73.622647,123,,
T,01/01/2018 2:02,45.481888,-73.624875,117,,
T,01/01/2018 2:02,45.482888,-73.627087,110,,
T,01/01/2018 2:02,45.483864,-73.629232,107,,
T,01/01/2018 2:02,45.484831,-73.631419,102,,
T,01/01/2018 2:02,45.485796,-73.633634,96,,
T,01/01/2018 2:02,45.486786,-73.635857,94,,
T,01/01/2018 2:03,45.487751,-73.638007,82,,
T,01/01/2018 2:03,45.488681,-73.640055,80,,
T,01/01/2018 2:03,45.489561,-73.641966,77,,
