typ,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 2:08,45.50783,-73.662915,41,,
T,01/01/2018 2:08,45.509382,-73.661932,31,,
T,01/01/2018 2:08,45.510936,-73.660938,25,,
T,01/01/2018 2:08,45.512417,-73.660012,29,,
T,01/01/2018 2:08,45.513878,-73.659001,25,,
T,01/01/2018 2:08,45.515474,-73.658028,19,,
T,01/01/2018 2:09,45.516973,-73.657042,25,,
T,01/01/2018 2:09,45.518463,-73.65598,22,,
T,01/01/2018 2:09,45.519925,-73.654945,29,,
T,01/01/2018 2:09,45.521456,-73.653972,21,,
T,01/01/2018 2:09,45.522857,-73.653116,14,,
T,01/01/2018 2:09,45.524593,-73.652372,17,,
T,01/01/2018 2:10,45.526217,-73.651721,12,,
T,01/01/2018 2:10,45.527834,-73.651132,19,,
T,01/01/2018 2:10,45.529136,-73.65,18,,
T,01/01/2018 2:10,45.530541,-73.64877,18,,
T,01/01/2018 2:10,45.532036,-73.647814,19,,
T,01/01/2018 2:10,45.533571,-73.646686,27,,
T,01/01/2018 2:11,45.535268,-73.645597,30,,
T,01/01/2018 2:11,45.536857,-73.644664,32,,
T,01/01/2018 2:11,45.53839,-73.643599,29,,
T,01/01/2018 2:11,45.539874,-73.642652,30,,
T,01/01/2018 2:11,45.541259,-73.641769,31,,
T,01/01/2018 2:11,45.54251,-73.640865,32,,
T,01/01/2018 2:12,45.543772,-73.639972,32,,
T,01/01/2018 2:12,45.545111,-73.638959,39,,
T,01/01/2018 2:12,45.546451,-73.6378,32,,
T,01/01/2018 2:12,45.547817,-73.636734,39,,
T,01/01/2018 2:12,45.549025,-73.635265,36,,
T,01/01/2018 2:12,45.549617,-73.633597,34,,
T,01/01/2018 2:13,45.549307,-73.632467,27,,
T,01/01/2018 2:13,45.549356,-73.631109,27,,
T,01/01/2018 2:13,45.550011,-73.629778,31,,
T,01/01/2018 2:14,45.550135,-73.629499,32,,
T,01/01/2018 2:14,45.549798,-73.628601,30,,
T,01/01/2018 2:14,45.549215,-73.627288,42,,
T,01/01/2018 2:14,45.548559,-73.625808,41,,
T,01/01/2018 2:15,45.547942,-73.624417,38,,
T,01/01/2018 2:15,45.54725,-73.62288,40,,
T,01/01/2018 2:15,45.546602,-73.621411,42,,
