type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:28,45.492942,-73.563539,48,,
T,01/01/2018 1:38,45.49273,-73.563837,35,,
T,01/01/2018 1:49,45.492533,-73.564076,58,,
T,01/01/2018 1:49,45.492925,-73.56477,44,,
T,01/01/2018 1:49,45.492111,-73.565471,29,,
T,01/01/2018 1:49,45.491118,-73.566326,28,,
T,01/01/2018 1:49,45.490404,-73.566946,28,,
T,01/01/2018 1:50,45.490113,-73.567206,28,,
T,01/01/2018 1:50,45.489552,-73.567666,27,,
T,01/01/2018 1:50,45.488914,-73.56818,27,,
T,01/01/2018 1:50,45.488288,-73.568571,24,,
T,01/01/2018 1:51,45.487878,-73.56882,27,,
T,01/01/2018 1:51,45.487587,-73.569001,32,,
T,01/01/2018 1:51,45.487067,-73.569345,35,,
T,01/01/2018 1:51,45.486578,-73.569745,35,,
T,01/01/2018 1:51,45.486119,-73.570149,31,,
T,01/01/2018 1:51,45.485472,-73.571028,29,,
T,01/01/2018 1:52,45.484809,-73.572114,28,,
T,01/01/2018 1:52,45.484115,-73.573269,28,,
T,01/01/2018 1:52,45.483574,-73.574158,26,,
T,01/01/2018 1:52,45.483414,-73.574416,34,,
T,01/01/2018 1:53,45.483029,-73.575042,38,,
T,01/01/2018 1:53,45.482661,-73.57564,41,,
T,01/01/2018 1:53,45.482177,-73.576452,42,,
T,01/01/2018 1:53,45.481463,-73.577623,25,,
T,01/01/2018 1:55,45.481332,-73.577808,11,,
T,01/01/2018 1:55,45.481164,-73.577937,11,,
T,01/01/2018 1:55,45.480523,-73.577591,13,,
T,01/01/2018 1:55,45.479695,-73.577932,14,,
T,01/01/2018 1:55,45.478795,-73.577228,14,,
T,01/01/2018 1:56,45.477909,-73.576224,16,,
T,01/01/2018 1:56,45.47641,-73.574536,25,,
T,01/01/2018 1:56,45.47569,-73.573731,23,,
T,01/01/2018 1:56,45.475081,-73.573558,21,,
T,01/01/2018 1:56,45.475241,-73.57448,20,,
T,01/01/2018 1:56,45.474703,-73.575188,19,,
T,01/01/2018 1:57,45.473506,-73.575582,18,,
T,01/01/2018 1:57,45.47246,-73.576654,18,,
T,01/01/2018 1:57,45.47117,-73.577946,18,,
T,01/01/2018 1:57,45.469602,-73.579336,13,,
T,01/01/2018 1:57,45.468175,-73.580113,12,,
T,01/01/2018 1:57,45.466677,-73.580703,19,,
T,01/01/2018 1:58,45.465523,-73.581973,20,,
T,01/01/2018 1:58,45.464835,-73.583592,9,,
T,01/01/2018 1:58,45.464681,-73.585842,15,,
T,01/01/2018 1:58,45.464598,-73.587896,15,,
T,01/01/2018 1:58,45.464623,-73.590003,17,,
