type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 20:16,45.504894,-73.556519,42,,
T,30/12/2017 20:16,45.504773,-73.556102,40,,
T,30/12/2017 20:16,45.50468,-73.555771,39,,
T,30/12/2017 20:17,45.504613,-73.55552,38,,
T,30/12/2017 20:17,45.504512,-73.55514,37,,
T,30/12/2017 20:17,45.50444,-73.554873,36,,
T,30/12/2017 20:17,45.504363,-73.55459,35,,
T,30/12/2017 20:18,45.503973,-73.554651,35,,
T,30/12/2017 20:18,45.503462,-73.55488,33,,
T,30/12/2017 20:18,45.503234,-73.55475,33,,
T,30/12/2017 20:18,45.502964,-73.554292,32,,
T,30/12/2017 20:18,45.502589,-73.554636,32,,
T,30/12/2017 20:19,45.502587,-73.554984,32,,
T,30/12/2017 20:19,45.502787,-73.555358,32,,
T,30/12/2017 20:19,45.503092,-73.555902,35,,
T,30/12/2017 20:19,45.503368,-73.556399,37,,
T,30/12/2017 20:19,45.503701,-73.557033,39,,
T,30/12/2017 20:20,45.503901,-73.557418,40,,
T,30/12/2017 20:20,45.504186,-73.558076,41,,
T,30/12/2017 20:20,45.504299,-73.558336,41,,
T,30/12/2017 20:21,45.503703,-73.558581,40,,
T,30/12/2017 20:21,45.503528,-73.558709,40,,
T,30/12/2017 20:24,45.5033,-73.558874,40,,
T,30/12/2017 20:24,45.502907,-73.559146,40,,
T,30/12/2017 20:24,45.502717,-73.559277,39,,
T,30/12/2017 20:24,45.5025,-73.558963,38,,
T,30/12/2017 20:25,45.502445,-73.5585,39,,
T,30/12/2017 20:25,45.502961,-73.55812,40,,
T,30/12/2017 20:25,45.503542,-73.557691,41,,
T,30/12/2017 20:26,45.503732,-73.557551,41,,
T,30/12/2017 20:26,45.504129,-73.557945,41,,
T,30/12/2017 20:27,45.504229,-73.558176,41,,
T,30/12/2017 20:27,45.504528,-73.558865,35,,
T,30/12/2017 20:28,45.504632,-73.559105,34,,
T,30/12/2017 20:28,45.504913,-73.558937,34,,
T,30/12/2017 20:28,45.505287,-73.558631,34,,
T,30/12/2017 20:28,45.505514,-73.558445,35,,
T,30/12/2017 20:28,45.506299,-73.557765,35,,
T,30/12/2017 20:29,45.506673,-73.557459,35,,
T,30/12/2017 20:29,45.506869,-73.557307,35,,
T,30/12/2017 20:29,45.507792,-73.556577,36,,
T,30/12/2017 20:30,45.508696,-73.556002,35,,
T,30/12/2017 20:30,45.50917,-73.557023,35,,
T,30/12/2017 20:30,45.508528,-73.557597,34,,
T,30/12/2017 20:30,45.507563,-73.558369,30,,
T,30/12/2017 20:30,45.506256,-73.559303,28,,
T,30/12/2017 20:31,45.505178,-73.560213,28,,
T,30/12/2017 20:32,45.49097,-73.5722,42,,
T,30/12/2017 20:33,45.49068,-73.574585,42,,
T,30/12/2017 20:33,45.48988,-73.575581,42,,
T,30/12/2017 20:33,45.489194,-73.576436,41,,
T,30/12/2017 20:33,45.48895,-73.576734,41,,
T,30/12/2017 20:33,45.488579,-73.576449,41,,
T,30/12/2017 20:34,45.488143,-73.575798,37,,
T,30/12/2017 20:34,45.48851,-73.575378,36,,
T,30/12/2017 20:34,45.488823,-73.575407,37,,
T,30/12/2017 20:34,45.489201,-73.575049,37,,
T,30/12/2017 20:34,45.48958,-73.574684,37,,
T,30/12/2017 20:37,45.489825,-73.574439,38,,
T,30/12/2017 20:38,45.490006,-73.574258,37,,
T,30/12/2017 20:38,45.49008,-73.574025,37,,
T,30/12/2017 20:39,45.489626,-73.573094,36,,
T,30/12/2017 20:39,45.489284,-73.572388,35,,
T,30/12/2017 20:39,45.489231,-73.572039,34,,
T,30/12/2017 20:40,45.490133,-73.571194,34,,
T,30/12/2017 20:40,45.49102,-73.57035,33,,
T,30/12/2017 20:40,45.491198,-73.570182,33,,
T,30/12/2017 20:40,45.491222,-73.569546,34,,
T,30/12/2017 20:40,45.490615,-73.568273,35,,
T,30/12/2017 20:41,45.490198,-73.567393,38,,
T,30/12/2017 20:41,45.490232,-73.567096,38,,
T,30/12/2017 20:42,45.4912,-73.566256,39,,
T,30/12/2017 20:42,45.492086,-73.565493,38,,
T,30/12/2017 20:42,45.492763,-73.564927,37,,
T,30/12/2017 20:43,45.492945,-73.564793,36,,
T,30/12/2017 20:43,45.493695,-73.564211,36,,
T,30/12/2017 20:43,45.494428,-73.563669,35,,
T,30/12/2017 20:43,45.49523,-73.56314,34,,
T,30/12/2017 20:43,45.496144,-73.56259,34,,
T,30/12/2017 20:44,45.49689,-73.562082,33,,
T,30/12/2017 20:44,45.497489,-73.561851,33,,
T,30/12/2017 20:44,45.498021,-73.561566,34,,
T,30/12/2017 20:44,45.498791,-73.561128,35,,
T,30/12/2017 20:45,45.499733,-73.560449,36,,
T,30/12/2017 20:45,45.500481,-73.55991,37,,
T,30/12/2017 20:45,45.500849,-73.559638,36,,
T,30/12/2017 20:46,45.501641,-73.559101,37,,
T,30/12/2017 20:46,45.502504,-73.558457,38,,
T,30/12/2017 20:46,45.503112,-73.558007,39,,
T,30/12/2017 20:46,45.503653,-73.557609,40,,
T,30/12/2017 20:46,45.503829,-73.55748,40,,
T,30/12/2017 20:47,45.504003,-73.557353,40,,
T,30/12/2017 20:47,45.504174,-73.557229,40,,
T,30/12/2017 20:49,45.504372,-73.557086,41,,
T,30/12/2017 20:50,45.50461,-73.556916,42,,
T,30/12/2017 20:52,45.504776,-73.556797,42,,
T,30/12/2017 20:52,45.504977,-73.556647,42,,
T,30/12/2017 20:53,45.505153,-73.5565,43,,
T,30/12/2017 20:54,45.50533,-73.556352,43,,
T,30/12/2017 20:54,45.505506,-73.556206,43,,
T,30/12/2017 20:54,45.505672,-73.556068,43,,
T,30/12/2017 20:55,45.505927,-73.555855,44,,
T,30/12/2017 20:55,45.506111,-73.55571,44,,
T,30/12/2017 20:55,45.505866,-73.554751,42,,
T,30/12/2017 20:56,45.505605,-73.553961,35,,
T,30/12/2017 20:56,45.505395,-73.55335,32,,
T,30/12/2017 20:56,45.505062,-73.553294,32,,
T,30/12/2017 20:56,45.504291,-73.553587,32,,
T,30/12/2017 20:57,45.503468,-73.553846,32,,
T,30/12/2017 20:57,45.503032,-73.554231,32,,
T,30/12/2017 20:57,45.502604,-73.554621,32,,
T,30/12/2017 20:57,45.502197,-73.554963,32,,
T,30/12/2017 20:57,45.501706,-73.555253,31,,
T,30/12/2017 20:58,45.501067,-73.555681,31,,
T,30/12/2017 20:58,45.500761,-73.555966,31,,
T,30/12/2017 20:58,45.500251,-73.556439,32,,
T,30/12/2017 20:58,45.500064,-73.556798,32,,
T,30/12/2017 20:58,45.50049,-73.558081,33,,
T,30/12/2017 20:59,45.500577,-73.558333,34,,
T,30/12/2017 20:59,45.500933,-73.559373,35,,
T,30/12/2017 20:59,45.501266,-73.559385,36,,
