typ,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 2:30,45.595515,-73.574916,7,,
T,01/01/2018 2:30,45.595999,-73.574214,4.7,,
T,01/01/2018 2:30,45.596492,-73.573567,4.4,,
T,01/01/2018 2:30,45.596974,-73.573019,5.1,,
T,01/01/2018 2:30,45.597525,-73.572505,5.2,,
T,01/01/2018 2:30,45.598297,-73.571838,4.6,,
T,01/01/2018 2:30,45.598941,-73.571286,5.4,,
T,01/01/2018 2:30,45.59963,-73.570648,6.8,,
T,01/01/2018 2:30,45.60009,-73.570218,7.8,,
T,01/01/2018 2:30,45.600464,-73.56978,7.9,,
T,01/01/2018 2:30,45.60043,-73.569442,8.7,,
T,01/01/2018 2:30,45.600088,-73.56905,9.5,,
T,01/01/2018 2:30,45.59975,-73.568906,10.2,,
T,01/01/2018 2:30,45.599417,-73.568942,9.8,,
T,01/01/2018 2:31,45.59935,-73.569199,11.1,,
T,01/01/2018 2:31,45.599475,-73.569512,11.6,,
T,01/01/2018 2:31,45.599688,-73.570005,13,,
T,01/01/2018 2:31,45.600007,-73.570781,11.1,,
T,01/01/2018 2:31,45.600281,-73.571402,11,,
T,01/01/2018 2:31,45.600571,-73.572064,8.3,,
T,01/01/2018 2:31,45.600845,-73.572662,6.8,,
T,01/01/2018 2:31,45.601126,-73.573317,4.6,,
T,01/01/2018 2:31,45.601297,-73.573788,4.6,,
T,01/01/2018 2:31,45.601536,-73.574334,3,,
T,01/01/2018 2:31,45.601809,-73.574975,4.2,,
T,01/01/2018 2:31,45.602036,-73.575478,3.9,,
T,01/01/2018 2:31,45.602276,-73.57605,4.3,,
T,01/01/2018 2:32,45.602594,-73.576757,2.3,,
T,01/01/2018 2:32,45.602847,-73.577341,1.8,,
T,01/01/2018 2:32,45.603149,-73.577991,-0.1,,
T,01/01/2018 2:32,45.603249,-73.578235,1.2,,
T,01/01/2018 2:32,45.603315,-73.578422,3.3,,
T,01/01/2018 2:32,45.603469,-73.578776,1.6,,
T,01/01/2018 2:32,45.603706,-73.579339,0.5,,
T,01/01/2018 2:32,45.604029,-73.580057,-0.6,,
T,01/01/2018 2:32,45.604262,-73.580613,-1.1,,
T,01/01/2018 2:32,45.604478,-73.581125,-1.1,,
T,01/01/2018 2:32,45.60465,-73.581519,-0.3,,
T,01/01/2018 2:32,45.604842,-73.581928,0.7,,
T,01/01/2018 2:32,45.605121,-73.582564,1.6,,
T,01/01/2018 2:32,45.605347,-73.583073,2,,
T,01/01/2018 2:33,45.605635,-73.583678,1.8,,
T,01/01/2018 2:33,45.605743,-73.583918,2.5,,
T,01/01/2018 2:33,45.605904,-73.583979,2.5,,
T,01/01/2018 2:33,45.606143,-73.583782,3.6,,
T,01/01/2018 2:33,45.606476,-73.583483,4.9,,
T,01/01/2018 2:33,45.606592,-73.583367,5.9,,
T,01/01/2018 2:33,45.606749,-73.583267,5.7,,
T,01/01/2018 2:33,45.606881,-73.583225,5.2,,
T,01/01/2018 2:36,45.606925,-73.583311,10.5,,
T,01/01/2018 2:36,45.606897,-73.583529,9.7,,
T,01/01/2018 2:36,45.606734,-73.583555,7.8,,
T,01/01/2018 2:37,45.606535,-73.583487,7.6,,
T,01/01/2018 2:37,45.606285,-73.58368,7.3,,
T,01/01/2018 2:37,45.606003,-73.583943,5.6,,
T,01/01/2018 2:37,45.605856,-73.584097,4.7,,
T,01/01/2018 2:37,45.605936,-73.584419,1.4,,
T,01/01/2018 2:37,45.606155,-73.584964,0.8,,
T,01/01/2018 2:37,45.606383,-73.585458,-1.1,,
T,01/01/2018 2:37,45.606579,-73.585905,-1,,
T,01/01/2018 2:37,45.606721,-73.586201,0.8,,
T,01/01/2018 2:37,45.606905,-73.586086,1.2,,
T,01/01/2018 2:37,45.607286,-73.585452,1.1,,
T,01/01/2018 2:37,45.607641,-73.584852,1.5,,
T,01/01/2018 2:37,45.608051,-73.584155,0.7,,
T,01/01/2018 2:37,45.608384,-73.583656,0.8,,
T,01/01/2018 2:38,45.6087,-73.583345,1.8,,
T,01/01/2018 2:38,45.608886,-73.583205,2.4,,
T,01/01/2018 2:38,45.608945,-73.583175,2.4,,
T,01/01/2018 2:38,45.609265,-73.582872,3.9,,
T,01/01/2018 2:38,45.609671,-73.582412,2.7,,
T,01/01/2018 2:38,45.610193,-73.581914,4.8,,
T,01/01/2018 2:38,45.610508,-73.581654,6.6,,
T,01/01/2018 2:38,45.610649,-73.581512,7.3,,
T,01/01/2018 2:38,45.610656,-73.581162,6.7,,
T,01/01/2018 2:38,45.610485,-73.58064,6.1,,
T,01/01/2018 2:38,45.610242,-73.579825,6.5,,
T,01/01/2018 2:38,45.610003,-73.578981,6.4,,
T,01/01/2018 2:38,45.609706,-73.577909,6.6,,
T,01/01/2018 2:39,45.609398,-73.576829,5.8,,
T,01/01/2018 2:39,45.609071,-73.575701,5.7,,
T,01/01/2018 2:39,45.608748,-73.574735,5.5,,
T,01/01/2018 2:39,45.608269,-73.573489,6,,
T,01/01/2018 2:39,45.60787,-73.572521,6.7,,
T,01/01/2018 2:39,45.607352,-73.571311,7.6,,
T,01/01/2018 2:39,45.606882,-73.570474,8.3,,
T,01/01/2018 2:39,45.606183,-73.569648,9.6,,
T,01/01/2018 2:39,45.605595,-73.569154,10.4,,
T,01/01/2018 2:39,45.604939,-73.568787,7.7,,
T,01/01/2018 2:39,45.604202,-73.568578,6.5,,
T,01/01/2018 2:39,45.603305,-73.568611,7.4,,
T,01/01/2018 2:39,45.602644,-73.568856,8,,
T,01/01/2018 2:40,45.601844,-73.569297,8.7,,
T,01/01/2018 2:40,45.601243,-73.569768,9.2,,
T,01/01/2018 2:40,45.600465,-73.570437,8.8,,
T,01/01/2018 2:40,45.599795,-73.570958,7.1,,
T,01/01/2018 2:40,45.598903,-73.57173,5.6,,
T,01/01/2018 2:40,45.5982,-73.572346,3.9,,
T,01/01/2018 2:40,45.597499,-73.573003,2.9,,
T,01/01/2018 2:40,45.596688,-73.573965,1.5,,
T,01/01/2018 2:40,45.596137,-73.574773,2.7,,
T,01/01/2018 2:40,45.595759,-73.575314,2.9,,
T,01/01/2018 2:40,45.595402,-73.575837,2.9,,
T,01/01/2018 2:40,45.595086,-73.576334,4.6,,
T,01/01/2018 2:40,45.594706,-73.576884,6.3,,
T,01/01/2018 2:40,45.594248,-73.577529,9.1,,
T,01/01/2018 2:41,45.593877,-73.578067,11,,
T,01/01/2018 2:41,45.593393,-73.578795,12,,
T,01/01/2018 2:41,45.592983,-73.57939,12.8,,
T,01/01/2018 2:41,45.59245,-73.580104,13,,
