type,time,latitude,longitude,altitude (m),name,desc
T,30/12/2017 19:21,45.493023,-73.563836,9.8,,
T,30/12/2017 19:46,45.492955,-73.563903,-5.7,,
T,30/12/2017 19:46,45.49288,-73.563995,-9.4,,
T,30/12/2017 19:46,45.492781,-73.564084,-8.1,,
T,30/12/2017 19:46,45.492691,-73.564107,-6,,
T,30/12/2017 19:46,45.492638,-73.564205,-6.2,,
T,30/12/2017 19:47,45.492789,-73.564452,-4.3,,
T,30/12/2017 19:47,45.492883,-73.564603,-5.5,,
T,30/12/2017 19:47,45.492943,-73.56469,-7.9,,
T,30/12/2017 19:47,45.49302,-73.564739,-7.4,,
T,30/12/2017 19:47,45.493227,-73.564564,-7,,
T,30/12/2017 19:47,45.493512,-73.564371,-4.8,,
T,30/12/2017 19:47,45.493694,-73.564198,-6.6,,
T,30/12/2017 19:48,45.493906,-73.564042,-5.4,,
T,30/12/2017 19:48,45.4941,-73.563876,-7.1,,
T,30/12/2017 19:48,45.494232,-73.563742,-10.6,,
T,30/12/2017 19:48,45.494179,-73.563515,-4.7,,
T,30/12/2017 19:48,45.494085,-73.563284,-0.1,,
T,30/12/2017 19:48,45.494029,-73.563091,-2.4,,
T,30/12/2017 19:48,45.493939,-73.562771,-6.2,,
T,30/12/2017 19:48,45.493894,-73.562591,-9.8,,
T,30/12/2017 19:48,45.493846,-73.562336,-11.9,,
T,30/12/2017 19:48,45.493805,-73.562202,-13.6,,
T,30/12/2017 19:48,45.493735,-73.562135,-12.8,,
T,30/12/2017 19:48,45.493522,-73.56227,-14,,
T,30/12/2017 19:49,45.493307,-73.562417,-14.3,,
T,30/12/2017 19:49,45.493176,-73.562487,-14.9,,
T,30/12/2017 19:49,45.493117,-73.562401,-16.6,,
T,30/12/2017 19:49,45.493064,-73.562272,-16.3,,
T,30/12/2017 19:49,45.49299,-73.562075,-17.2,,
T,30/12/2017 19:49,45.492891,-73.561877,-17.8,,
T,30/12/2017 19:49,45.492804,-73.561732,-16.4,,
T,30/12/2017 19:49,45.49266,-73.561545,-15.1,,
T,30/12/2017 19:49,45.492591,-73.561311,-15.2,,
T,30/12/2017 19:49,45.492583,-73.561064,-15.9,,
T,30/12/2017 19:49,45.492537,-73.560907,-15.9,,
T,30/12/2017 19:49,45.492489,-73.560774,-15.5,,
T,30/12/2017 19:49,45.492483,-73.560672,-14.2,,
T,30/12/2017 19:50,45.492571,-73.560536,-13.6,,
T,30/12/2017 19:50,45.492732,-73.560435,-12.9,,
T,30/12/2017 19:50,45.49285,-73.560332,-12.3,,
T,30/12/2017 19:50,45.492917,-73.560271,-10.3,,
T,30/12/2017 19:50,45.493031,-73.560179,-10.3,,
T,30/12/2017 19:50,45.493146,-73.560083,-10.1,,
T,30/12/2017 19:50,45.493321,-73.559948,-9.4,,
T,30/12/2017 19:50,45.493441,-73.559863,-11.2,,
T,30/12/2017 19:50,45.493502,-73.559822,-12.1,,
T,30/12/2017 19:50,45.493656,-73.559708,-12.9,,
T,30/12/2017 19:50,45.49377,-73.559614,-13.2,,
T,30/12/2017 19:50,45.493847,-73.559548,-12.1,,
T,30/12/2017 19:51,45.493895,-73.559464,-11.6,,
T,30/12/2017 19:51,45.494107,-73.559325,-10.8,,
T,30/12/2017 19:51,45.494274,-73.559213,-10.5,,
T,30/12/2017 19:51,45.494463,-73.559094,-9,,
