type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:29,45.493138,-73.563481,52.9,,
T,01/01/2018 1:29,45.493132,-73.563503,52.9,,
T,01/01/2018 1:29,45.492731,-73.563732,45.7,,
T,01/01/2018 1:29,45.492878,-73.56361,21.8,,
T,01/01/2018 1:29,45.492963,-73.563575,14.3,,
T,01/01/2018 1:36,45.493037,-73.563536,21.9,,
T,01/01/2018 1:37,45.492997,-73.563623,12.5,,
T,01/01/2018 1:37,45.492898,-73.563671,9.2,,
T,01/01/2018 1:37,45.492739,-73.563778,1.7,,
T,01/01/2018 1:38,45.492639,-73.563846,1.5,,
T,01/01/2018 1:49,45.49259,-73.56393,-4.5,,
T,01/01/2018 1:49,45.492563,-73.564036,-5.4,,
T,01/01/2018 1:49,45.492747,-73.564398,-5.7,,
T,01/01/2018 1:49,45.492884,-73.564652,-5.7,,
T,01/01/2018 1:49,45.49285,-73.564887,-4.3,,
T,01/01/2018 1:49,45.492498,-73.565182,-5.2,,
T,01/01/2018 1:49,45.492012,-73.565578,-6.8,,
T,01/01/2018 1:49,45.491633,-73.565884,-6.6,,
T,01/01/2018 1:49,45.491305,-73.566178,-7.2,,
T,01/01/2018 1:49,45.490891,-73.566529,-8,,
T,01/01/2018 1:49,45.490595,-73.566791,-8.9,,
T,01/01/2018 1:49,45.490355,-73.56699,-9.8,,
T,01/01/2018 1:49,45.490255,-73.567065,-10.3,,
T,01/01/2018 1:50,45.4902,-73.567104,-12.7,,
T,01/01/2018 1:50,45.489989,-73.567276,-15,,
T,01/01/2018 1:50,45.489766,-73.567465,-14.9,,
T,01/01/2018 1:50,45.489521,-73.567663,-14.6,,
T,01/01/2018 1:50,45.489227,-73.567949,-14.3,,
T,01/01/2018 1:50,45.488976,-73.568154,-14.7,,
T,01/01/2018 1:50,45.488744,-73.568324,-14.8,,
T,01/01/2018 1:50,45.48849,-73.568463,-13,,
T,01/01/2018 1:50,45.48831,-73.568554,-12.8,,
T,01/01/2018 1:50,45.488121,-73.568688,-10.6,,
T,01/01/2018 1:50,45.487996,-73.568765,-10.7,,
T,01/01/2018 1:50,45.487894,-73.568823,-11,,
T,01/01/2018 1:51,45.487831,-73.568865,-8.9,,
T,01/01/2018 1:51,45.487634,-73.569015,-7.2,,
T,01/01/2018 1:51,45.487409,-73.569142,-8,,
T,01/01/2018 1:51,45.487231,-73.569255,-7.4,,
T,01/01/2018 1:51,45.487038,-73.569366,-7.2,,
T,01/01/2018 1:51,45.486828,-73.56955,-8.1,,
T,01/01/2018 1:51,45.486631,-73.569705,-9.4,,
T,01/01/2018 1:51,45.486435,-73.569872,-8.8,,
T,01/01/2018 1:51,45.486232,-73.570047,-9.3,,
T,01/01/2018 1:51,45.48597,-73.570309,-9.5,,
T,01/01/2018 1:51,45.485692,-73.57069,-11.5,,
T,01/01/2018 1:51,45.485425,-73.571156,-14.5,,
T,01/01/2018 1:51,45.48521,-73.571541,-13.9,,
T,01/01/2018 1:51,45.484963,-73.571947,-15.5,,
T,01/01/2018 1:52,45.484657,-73.57247,-18.2,,
T,01/01/2018 1:52,45.484413,-73.572902,-20.2,,
T,01/01/2018 1:52,45.484152,-73.573315,-17.8,,
T,01/01/2018 1:52,45.48386,-73.573731,-15.9,,
T,01/01/2018 1:52,45.483646,-73.574091,-13.2,,
T,01/01/2018 1:52,45.483503,-73.574287,-14.5,,
T,01/01/2018 1:52,45.483505,-73.574378,-12.9,,
T,01/01/2018 1:52,45.483302,-73.574681,-11.6,,
T,01/01/2018 1:52,45.483153,-73.574923,-9.7,,
T,01/01/2018 1:53,45.482932,-73.575208,-14.4,,
T,01/01/2018 1:53,45.482781,-73.575438,-12.1,,
T,01/01/2018 1:53,45.482751,-73.575554,-11.8,,
T,01/01/2018 1:53,45.482579,-73.575824,-10.7,,
T,01/01/2018 1:53,45.482388,-73.576146,-10.3,,
T,01/01/2018 1:53,45.482185,-73.57646,-11.3,,
T,01/01/2018 1:53,45.48201,-73.576712,-12.8,,
T,01/01/2018 1:53,45.481733,-73.577022,-15.5,,
T,01/01/2018 1:53,45.481497,-73.577493,-15,,
T,01/01/2018 1:53,45.481374,-73.577706,-15.6,,
T,01/01/2018 1:55,45.481356,-73.577828,-11,,
T,01/01/2018 1:55,45.481306,-73.577915,-9.6,,
T,01/01/2018 1:55,45.481248,-73.57799,-12,,
T,01/01/2018 1:55,45.481037,-73.57785,-12.4,,
T,01/01/2018 1:55,45.480818,-73.577663,-14.2,,
T,01/01/2018 1:55,45.480528,-73.577564,-15.1,,
T,01/01/2018 1:55,45.48029,-73.577789,-15.2,,
T,01/01/2018 1:55,45.479871,-73.577922,-14.1,,
T,01/01/2018 1:55,45.479513,-73.577836,-14.9,,
T,01/01/2018 1:55,45.479069,-73.577499,-14.1,,
T,01/01/2018 1:55,45.478727,-73.577105,-17.2,,
T,01/01/2018 1:55,45.478286,-73.576606,-20.9,,
T,01/01/2018 1:56,45.476474,-73.574616,-20.4,,
T,01/01/2018 1:56,45.476035,-73.574111,-16,,
T,01/01/2018 1:56,45.475726,-73.573828,-14.1,,
T,01/01/2018 1:56,45.475445,-73.573578,-16.2,,
T,01/01/2018 1:56,45.475215,-73.573525,-16.6,,
T,01/01/2018 1:56,45.475072,-73.573857,-13.9,,
T,01/01/2018 1:56,45.475213,-73.574214,-12.2,,
T,01/01/2018 1:56,45.475266,-73.574713,-13.4,,
T,01/01/2018 1:56,45.47498,-73.575132,-11.6,,
T,01/01/2018 1:56,45.474579,-73.575188,-12.2,,
T,01/01/2018 1:57,45.474126,-73.575302,-10.7,,
T,01/01/2018 1:57,45.473694,-73.575636,-11.3,,
T,01/01/2018 1:57,45.473144,-73.576163,-10.9,,
T,01/01/2018 1:57,45.472721,-73.576579,-10.3,,
T,01/01/2018 1:57,45.472163,-73.577142,-11.6,,
T,01/01/2018 1:57,45.471488,-73.577764,-12.1,,
T,01/01/2018 1:57,45.470639,-73.578503,-12.9,,
T,01/01/2018 1:57,45.469873,-73.57913,-12.8,,
T,01/01/2018 1:57,45.469277,-73.579525,-10.5,,
T,01/01/2018 1:57,45.468723,-73.579846,-8.8,,
T,01/01/2018 1:57,45.468157,-73.580153,-6.8,,
T,01/01/2018 1:57,45.467441,-73.58056,-4.5,,
T,01/01/2018 1:57,45.466754,-73.581091,-3.5,,
T,01/01/2018 1:57,45.466294,-73.581601,-3,,
T,01/01/2018 1:58,45.465897,-73.582124,-1.3,,
T,01/01/2018 1:58,45.465375,-73.582648,-1.2,,
T,01/01/2018 1:58,45.464972,-73.583076,-1,,
T,01/01/2018 1:58,45.464735,-73.583902,-1.2,,
T,01/01/2018 1:58,45.46469,-73.584993,-0.8,,
T,01/01/2018 1:58,45.464675,-73.586026,0.6,,
T,01/01/2018 1:58,45.464673,-73.586839,1.4,,
T,01/01/2018 1:58,45.464661,-73.587855,1.4,,
T,01/01/2018 1:58,45.464661,-73.588667,2.2,,
T,01/01/2018 1:58,45.464659,-73.589549,3.6,,
T,01/01/2018 1:58,45.464669,-73.590451,5.7,,
T,01/01/2018 1:58,45.464667,-73.591316,7.9,,
T,01/01/2018 1:58,45.464672,-73.592196,9.5,,
T,01/01/2018 1:59,45.464728,-73.59307,11.2,,
T,01/01/2018 1:59,45.464876,-73.593963,12.2,,
T,01/01/2018 1:59,45.465158,-73.594951,12.1,,
T,01/01/2018 1:59,45.46554,-73.595818,12.4,,
T,01/01/2018 1:59,45.465919,-73.596496,13.3,,
T,01/01/2018 1:59,45.466475,-73.597223,15,,
T,01/01/2018 1:59,45.466952,-73.597792,15.6,,
T,01/01/2018 1:59,45.467424,-73.598364,16.4,,
T,01/01/2018 1:59,45.467997,-73.599036,16.5,,
T,01/01/2018 1:59,45.468465,-73.599605,16.6,,
T,01/01/2018 1:59,45.468927,-73.600173,17.2,,
T,01/01/2018 1:59,45.469416,-73.600801,17.1,,
T,01/01/2018 1:59,45.469921,-73.601669,17.2,,
T,01/01/2018 1:59,45.470249,-73.602417,16.1,,
T,01/01/2018 2:00,45.470574,-73.603427,14,,
T,01/01/2018 2:00,45.470816,-73.604304,12.4,,
T,01/01/2018 2:00,45.471179,-73.605452,11.6,,
T,01/01/2018 2:00,45.471478,-73.606261,11.8,,
T,01/01/2018 2:00,45.47189,-73.60723,13.5,,
T,01/01/2018 2:00,45.472243,-73.608034,14.3,,
T,01/01/2018 2:00,45.472556,-73.608821,15.7,,
T,01/01/2018 2:00,45.472868,-73.609611,17.4,,
T,01/01/2018 2:00,45.473299,-73.610599,20.3,,
T,01/01/2018 2:00,45.473766,-73.611628,24.1,,
T,01/01/2018 2:00,45.474126,-73.612449,29.5,,
T,01/01/2018 2:00,45.474572,-73.613484,35.5,,
T,01/01/2018 2:00,45.474952,-73.614304,39.1,,
T,01/01/2018 2:01,45.475452,-73.615294,40.6,,
T,01/01/2018 2:01,45.47589,-73.616082,41.5,,
T,01/01/2018 2:01,45.476209,-73.61662,42,,
T,01/01/2018 2:01,45.477419,-73.618487,45.8,,
T,01/01/2018 2:01,45.477894,-73.619069,54.1,,
T,01/01/2018 2:01,45.478435,-73.619572,55.7,,
T,01/01/2018 2:01,45.479098,-73.620151,56.3,,
T,01/01/2018 2:01,45.479614,-73.62068,56.1,,
T,01/01/2018 2:01,45.48018,-73.621423,55.5,,
T,01/01/2018 2:01,45.480576,-73.622113,55.4,,
T,01/01/2018 2:01,45.481068,-73.623154,53.8,,
T,01/01/2018 2:01,45.481565,-73.62427,51.7,,
T,01/01/2018 2:01,45.481982,-73.625191,49.9,,
T,01/01/2018 2:02,45.482391,-73.626094,46.4,,
T,01/01/2018 2:02,45.482799,-73.626981,45.5,,
T,01/01/2018 2:02,45.483173,-73.627822,43.3,,
T,01/01/2018 2:02,45.483549,-73.628677,43.7,,
T,01/01/2018 2:02,45.48404,-73.629774,41.9,,
T,01/01/2018 2:02,45.484439,-73.630658,40.8,,
T,01/01/2018 2:02,45.484918,-73.631752,39.3,,
T,01/01/2018 2:02,45.485405,-73.632846,37.3,,
T,01/01/2018 2:02,45.485805,-73.633737,36.7,,
T,01/01/2018 2:02,45.486305,-73.634849,34.9,,
T,01/01/2018 2:02,45.486692,-73.6357,32.2,,
T,01/01/2018 2:02,45.487169,-73.636776,29.4,,
T,01/01/2018 2:02,45.487637,-73.637828,28.3,,
T,01/01/2018 2:03,45.488016,-73.638661,27.8,,
T,01/01/2018 2:03,45.48847,-73.639686,27.1,,
T,01/01/2018 2:03,45.488839,-73.640496,26.3,,
T,01/01/2018 2:03,45.489185,-73.641282,25.5,,
T,01/01/2018 2:03,45.489515,-73.642028,24.6,,
T,01/01/2018 2:03,45.489927,-73.642915,23.6,,
T,01/01/2018 2:03,45.490255,-73.643653,23.6,,
T,01/01/2018 2:03,45.490664,-73.64458,23.5,,
T,01/01/2018 2:03,45.491085,-73.645503,22.2,,
T,01/01/2018 2:03,45.491419,-73.646257,22,,
T,01/01/2018 2:03,45.491817,-73.647207,20.3,,
T,01/01/2018 2:03,45.492139,-73.647993,18.1,,
T,01/01/2018 2:03,45.492474,-73.648776,19.7,,
T,01/01/2018 2:03,45.492883,-73.649756,17.4,,
T,01/01/2018 2:04,45.493197,-73.650482,16.8,,
T,01/01/2018 2:04,45.493507,-73.651248,18.4,,
T,01/01/2018 2:04,45.493961,-73.652175,17.8,,
T,01/01/2018 2:04,45.494361,-73.652885,17.2,,
T,01/01/2018 2:04,45.494906,-73.653736,14.4,,
T,01/01/2018 2:04,45.495336,-73.654442,12.6,,
T,01/01/2018 2:04,45.495778,-73.655136,13,,
T,01/01/2018 2:04,45.496194,-73.655805,10,,
T,01/01/2018 2:04,45.496654,-73.65648,13.5,,
T,01/01/2018 2:04,45.497192,-73.657314,11.9,,
T,01/01/2018 2:04,45.497624,-73.657998,11.9,,
T,01/01/2018 2:04,45.498174,-73.658921,11.4,,
T,01/01/2018 2:04,45.498656,-73.659695,9.1,,
T,01/01/2018 2:05,45.499283,-73.660651,12,,
T,01/01/2018 2:05,45.499857,-73.661522,14.2,,
T,01/01/2018 2:05,45.500306,-73.662154,16.6,,
T,01/01/2018 2:05,45.500819,-73.662771,15.7,,
T,01/01/2018 2:05,45.501493,-73.663438,18,,
T,01/01/2018 2:05,45.502041,-73.663921,17.8,,
T,01/01/2018 2:05,45.502564,-73.664325,17.1,,
T,01/01/2018 2:05,45.503023,-73.664642,16.1,,
T,01/01/2018 2:05,45.50345,-73.664929,14.5,,
T,01/01/2018 2:05,45.503843,-73.665333,14.7,,
T,01/01/2018 2:05,45.504188,-73.665948,12.8,,
T,01/01/2018 2:05,45.504334,-73.666592,12.9,,
T,01/01/2018 2:05,45.504428,-73.667129,11.7,,
T,01/01/2018 2:05,45.504429,-73.66766,12.1,,
T,01/01/2018 2:06,45.504367,-73.668114,10.5,,
T,01/01/2018 2:06,45.504236,-73.668724,8.9,,
T,01/01/2018 2:06,45.504221,-73.669163,7.9,,
T,01/01/2018 2:06,45.504477,-73.669294,8.6,,
T,01/01/2018 2:06,45.504974,-73.669131,8.4,,
T,01/01/2018 2:06,45.505256,-73.669068,8.9,,
T,01/01/2018 2:06,45.505325,-73.669032,4.8,,
T,01/01/2018 2:06,45.505286,-73.66918,5.3,,
T,01/01/2018 2:06,45.5048,-73.669328,7,,
T,01/01/2018 2:06,45.5044,-73.669396,7.7,,
T,01/01/2018 2:06,45.504145,-73.669377,6.8,,
