typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:24,45.522639,-73.54664,27.3,,
T,31/12/2017 22:24,45.522252,-73.546851,26.3,,
T,31/12/2017 22:24,45.521684,-73.547188,26.3,,
T,31/12/2017 22:24,45.521223,-73.54751,24.3,,
T,31/12/2017 22:24,45.520969,-73.547696,23.3,,
T,31/12/2017 22:25,45.520908,-73.547749,22.3,,
T,31/12/2017 22:25,45.520646,-73.547933,21.3,,
T,31/12/2017 22:25,45.520277,-73.548165,21.3,,
T,31/12/2017 22:25,45.519751,-73.548519,21.3,,
T,31/12/2017 22:25,45.51927,-73.548864,20.3,,
T,31/12/2017 22:25,45.518636,-73.549313,20.3,,
T,31/12/2017 22:25,45.518023,-73.549768,20.3,,
T,31/12/2017 22:25,45.517547,-73.550115,20.3,,
T,31/12/2017 22:25,45.516843,-73.550664,19.3,,
T,31/12/2017 22:25,45.51629,-73.551145,15.3,,
T,31/12/2017 22:25,45.515593,-73.551826,9.3,,
T,31/12/2017 22:25,45.514831,-73.552546,9.3,,
T,31/12/2017 22:26,45.514027,-73.553215,10.3,,
T,31/12/2017 22:26,45.513158,-73.553828,10.3,,
T,31/12/2017 22:26,45.512274,-73.554402,10.3,,
T,31/12/2017 22:26,45.511914,-73.554677,10.3,,
T,31/12/2017 22:26,45.508603,-73.557275,13.3,,
T,31/12/2017 22:26,45.507848,-73.557989,17.3,,
T,31/12/2017 22:26,45.507186,-73.558538,19.3,,
T,31/12/2017 22:26,45.506643,-73.559001,22.3,,
T,31/12/2017 22:26,45.506112,-73.559468,22.3,,
T,31/12/2017 22:26,45.50579,-73.559751,23.3,,
T,31/12/2017 22:27,45.497604,-73.562987,23.2,,
T,31/12/2017 22:27,45.497611,-73.563654,17.3,,
T,31/12/2017 22:28,45.497655,-73.563758,7.3,,
T,31/12/2017 22:28,45.497772,-73.563814,5.3,,
T,31/12/2017 22:29,45.498143,-73.563466,5.3,,
T,31/12/2017 22:29,45.498512,-73.563108,5.3,,
T,31/12/2017 22:29,45.498802,-73.562812,5.3,,
T,31/12/2017 22:29,45.498892,-73.562532,6.2,,
T,31/12/2017 22:29,45.498487,-73.562067,5.2,,
T,31/12/2017 22:29,45.498103,-73.561623,6.2,,
T,31/12/2017 22:29,45.497776,-73.561023,7.2,,
T,31/12/2017 22:29,45.497477,-73.560405,7.2,,
T,31/12/2017 22:29,45.497167,-73.559742,7.2,,
T,31/12/2017 22:29,45.496967,-73.559346,8.2,,
T,31/12/2017 22:29,45.496685,-73.559514,8.2,,
T,31/12/2017 22:29,45.496333,-73.559915,10.2,,
T,31/12/2017 22:29,45.496242,-73.560004,12.2,,
T,31/12/2017 22:29,45.496118,-73.560132,12.2,,
T,31/12/2017 22:30,45.4959,-73.560342,12.2,,
T,31/12/2017 22:30,45.495629,-73.560652,13.2,,
T,31/12/2017 22:30,45.49543,-73.560867,14.2,,
T,31/12/2017 22:30,45.495131,-73.561141,16.2,,
T,31/12/2017 22:30,45.49494,-73.561289,19.2,,
T,31/12/2017 22:31,45.494897,-73.56134,18.2,,
T,31/12/2017 22:31,45.494648,-73.561509,18.2,,
T,31/12/2017 22:31,45.494351,-73.561725,19.2,,
T,31/12/2017 22:31,45.494072,-73.56192,19.2,,
T,31/12/2017 22:31,45.49376,-73.562126,19.2,,
T,31/12/2017 22:31,45.49348,-73.56231,19.2,,
T,31/12/2017 22:31,45.493226,-73.562452,19.2,,
T,31/12/2017 22:31,45.49311,-73.56273,17.2,,
T,31/12/2017 22:31,45.493272,-73.563203,18.2,,
T,31/12/2017 22:31,45.4933,-73.563388,16.2,,
T,31/12/2017 22:31,45.493173,-73.563533,15.2,,
T,31/12/2017 22:31,45.493071,-73.563599,14.2,,
T,31/12/2017 22:33,45.493153,-73.56364,31.2,,
T,31/12/2017 22:36,45.493179,-73.563751,32.2,,
T,31/12/2017 22:36,45.493129,-73.563841,25.2,,
T,31/12/2017 22:36,45.493199,-73.563771,-4.8,,
T,31/12/2017 22:37,45.493165,-73.563834,-44.8,,
T,31/12/2017 22:37,45.492915,-73.563724,-39.8,,
T,31/12/2017 22:37,45.49292,-73.563668,-17.8,,
T,31/12/2017 22:37,45.493045,-73.563649,2.2,,
T,31/12/2017 22:40,45.492997,-73.563542,30.2,,
T,31/12/2017 22:44,45.493017,-73.563432,39.2,,
T,31/12/2017 22:45,45.493021,-73.563419,37.2,,
T,31/12/2017 22:45,45.493021,-73.563419,37.2,,
