type,time,latitude,longitude,altitude (m),name,desc
T,30/12/2017 19:20,45.493058,-73.563768,25.8,,
T,30/12/2017 19:44,45.49297,-73.56375,24.3,,
T,30/12/2017 19:46,45.492908,-73.563835,29,,
T,30/12/2017 19:46,45.49282,-73.563942,29,,
T,30/12/2017 19:46,45.49274,-73.564023,28.9,,
T,30/12/2017 19:46,45.492648,-73.564057,28.7,,
T,30/12/2017 19:46,45.492651,-73.56416,28,,
T,30/12/2017 19:47,45.492766,-73.564389,26.5,,
T,30/12/2017 19:47,45.492893,-73.564605,25.9,,
T,30/12/2017 19:47,45.492944,-73.564679,26.1,,
T,30/12/2017 19:47,45.493022,-73.56474,26.4,,
T,30/12/2017 19:47,45.493183,-73.564659,28.3,,
T,30/12/2017 19:47,45.493418,-73.564493,29.4,,
T,30/12/2017 19:47,45.493627,-73.564326,29.7,,
T,30/12/2017 19:48,45.493887,-73.564128,30,,
T,30/12/2017 19:48,45.494204,-73.563912,29.7,,
T,30/12/2017 19:48,45.494316,-73.563824,29.7,,
T,30/12/2017 19:48,45.494332,-73.56373,29.7,,
T,30/12/2017 19:48,45.494201,-73.563396,29.6,,
T,30/12/2017 19:48,45.494081,-73.563111,29.5,,
T,30/12/2017 19:48,45.49399,-73.562872,29.3,,
T,30/12/2017 19:48,45.493905,-73.562651,29.3,,
T,30/12/2017 19:48,45.493833,-73.562477,29.2,,
T,30/12/2017 19:48,45.49376,-73.562285,29,,
T,30/12/2017 19:48,45.493716,-73.562198,28.5,,
T,30/12/2017 19:49,45.493583,-73.562265,25.6,,
T,30/12/2017 19:49,45.493413,-73.562371,23.3,,
T,30/12/2017 19:49,45.493254,-73.562481,22.4,,
T,30/12/2017 19:49,45.493163,-73.562498,22.3,,
T,30/12/2017 19:49,45.493096,-73.562349,22.2,,
T,30/12/2017 19:49,45.493014,-73.562154,22.2,,
T,30/12/2017 19:49,45.492939,-73.562008,22.2,,
T,30/12/2017 19:49,45.492858,-73.56184,22.2,,
T,30/12/2017 19:49,45.492761,-73.561635,22.3,,
T,30/12/2017 19:49,45.492664,-73.56143,22.5,,
T,30/12/2017 19:49,45.49258,-73.561207,22.5,,
T,30/12/2017 19:49,45.492521,-73.561029,22.4,,
T,30/12/2017 19:49,45.492469,-73.560872,22.3,,
T,30/12/2017 19:49,45.49243,-73.560763,22.2,,
T,30/12/2017 19:50,45.492423,-73.560672,22,,
T,30/12/2017 19:50,45.492531,-73.56054,21.2,,
T,30/12/2017 19:50,45.492713,-73.5604,19.8,,
T,30/12/2017 19:50,45.492846,-73.56029,19.5,,
T,30/12/2017 19:50,45.492912,-73.560238,19.5,,
T,30/12/2017 19:50,45.492986,-73.560182,19.5,,
T,30/12/2017 19:50,45.493168,-73.560033,19.5,,
T,30/12/2017 19:50,45.493367,-73.559868,19.4,,
T,30/12/2017 19:50,45.493445,-73.559801,19.4,,
T,30/12/2017 19:50,45.493494,-73.559762,19.3,,
T,30/12/2017 19:50,45.493722,-73.559591,19,,
T,30/12/2017 19:50,45.49379,-73.559534,18.6,,
T,30/12/2017 19:51,45.493852,-73.559489,17.2,,
T,30/12/2017 19:51,45.494013,-73.55937,11.6,,
T,30/12/2017 19:51,45.494117,-73.55929,10.3,,
T,30/12/2017 19:51,45.494257,-73.559187,9.8,,
