type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:03,45.493113,-73.563645,51,,
T,31/12/2017 20:03,45.493113,-73.563645,51,,
T,31/12/2017 20:28,45.492889,-73.563802,45,,
T,31/12/2017 20:28,45.492617,-73.564027,46,,
T,31/12/2017 20:29,45.492807,-73.564515,46,,
T,31/12/2017 20:29,45.492964,-73.564687,48,,
T,31/12/2017 20:30,45.492893,-73.564958,49,,
T,31/12/2017 20:30,45.491984,-73.565581,50,,
T,31/12/2017 20:30,45.491005,-73.566422,51,,
T,31/12/2017 20:30,45.490234,-73.567094,51,,
T,31/12/2017 20:30,45.490481,-73.567992,50,,
T,31/12/2017 20:31,45.491079,-73.569245,47,,
T,31/12/2017 20:31,45.491383,-73.569883,45,,
T,31/12/2017 20:31,45.491877,-73.570922,47,,
T,31/12/2017 20:32,45.492516,-73.572255,55,,
T,31/12/2017 20:32,45.493198,-73.57369,63,,
T,31/12/2017 20:32,45.493624,-73.574589,72,,
T,31/12/2017 20:32,45.493733,-73.574819,75,,
T,31/12/2017 20:33,45.494183,-73.575857,76,,
T,31/12/2017 20:33,45.49464,-73.576918,79,,
T,31/12/2017 20:33,45.495004,-73.577736,81,,
T,31/12/2017 20:34,45.495112,-73.577991,81,,
T,31/12/2017 20:34,45.495678,-73.579374,83,,
T,31/12/2017 20:34,45.496257,-73.580824,87,,
T,31/12/2017 20:34,45.496531,-73.582022,93,,
T,31/12/2017 20:34,45.496488,-73.582788,97,,
T,31/12/2017 20:34,45.496428,-73.583695,101,,
T,31/12/2017 20:35,45.496399,-73.584077,104,,
T,31/12/2017 20:35,45.4963,-73.585615,111,,
T,31/12/2017 20:35,45.496306,-73.58634,119,,
T,31/12/2017 20:36,45.496433,-73.587494,128,,
T,31/12/2017 20:36,45.495853,-73.588709,140,,
T,31/12/2017 20:36,45.495174,-73.590002,148,,
T,31/12/2017 20:36,45.495069,-73.591639,157,,
T,31/12/2017 20:36,45.495143,-73.593394,156,,
T,31/12/2017 20:36,45.495342,-73.594938,168,,
T,31/12/2017 20:37,45.495395,-73.59659,177,,
T,31/12/2017 20:37,45.495494,-73.598047,181,,
T,31/12/2017 20:37,45.495567,-73.599677,186,,
T,31/12/2017 20:37,45.495526,-73.601477,180,,
T,31/12/2017 20:37,45.495199,-73.603179,177,,
T,31/12/2017 20:37,45.495258,-73.605072,171,,
T,31/12/2017 20:38,45.495427,-73.606674,160,,
T,31/12/2017 20:38,45.495497,-73.606927,158,,
T,31/12/2017 20:38,45.495843,-73.608117,157,,
T,31/12/2017 20:38,45.49597,-73.609605,154,,
T,31/12/2017 20:38,45.495705,-73.611288,153,,
T,31/12/2017 20:39,45.495466,-73.613057,150,,
T,31/12/2017 20:39,45.495449,-73.61464,146,,
T,31/12/2017 20:39,45.495451,-73.614953,144,,
T,31/12/2017 20:39,45.495928,-73.616183,143,,
T,31/12/2017 20:39,45.49653,-73.617343,139,,
T,31/12/2017 20:40,45.497041,-73.618389,138,,
T,31/12/2017 20:40,45.497618,-73.619525,135,,
T,31/12/2017 20:40,45.498285,-73.620744,134,,
T,31/12/2017 20:40,45.499003,-73.62206,135,,
T,31/12/2017 20:41,45.499217,-73.622455,133,,
T,31/12/2017 20:41,45.499787,-73.62368,133,,
T,31/12/2017 20:41,45.50031,-73.624859,129,,
T,31/12/2017 20:41,45.500662,-73.625554,123,,
T,31/12/2017 20:41,45.501382,-73.624984,124,,
T,31/12/2017 20:42,45.50223,-73.624208,128,,
T,31/12/2017 20:42,45.503225,-73.623314,127,,
T,31/12/2017 20:42,45.503926,-73.6227,123,,
T,31/12/2017 20:42,45.504117,-73.622904,122,,
T,31/12/2017 20:43,45.504156,-73.623235,121,,
T,31/12/2017 20:44,45.50413,-73.622934,121,,
T,31/12/2017 20:45,45.503966,-73.622668,122,,
