typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:09,45.526007,-73.559591,29.3,,
T,31/12/2017 22:10,45.525846,-73.559246,28.3,,
T,31/12/2017 22:10,45.525629,-73.558783,28.3,,
T,31/12/2017 22:10,45.525362,-73.558221,28.3,,
T,31/12/2017 22:10,45.525108,-73.557672,27.3,,
T,31/12/2017 22:10,45.524961,-73.557289,26.3,,
T,31/12/2017 22:10,45.524997,-73.556719,26.3,,
T,31/12/2017 22:10,45.525186,-73.556411,26.3,,
T,31/12/2017 22:10,45.525493,-73.556077,26.3,,
T,31/12/2017 22:10,45.525712,-73.555741,26.3,,
T,31/12/2017 22:10,45.525785,-73.555092,26.3,,
T,31/12/2017 22:10,45.525621,-73.55435,27.3,,
T,31/12/2017 22:10,45.525373,-73.553718,30.3,,
T,31/12/2017 22:10,45.52515,-73.552869,32.3,,
T,31/12/2017 22:11,45.524954,-73.552134,35.3,,
T,31/12/2017 22:11,45.52471,-73.551234,39.3,,
T,31/12/2017 22:11,45.524451,-73.55059,41.3,,
T,31/12/2017 22:11,45.524147,-73.549946,44.3,,
T,31/12/2017 22:11,45.523779,-73.549165,48.3,,
T,31/12/2017 22:11,45.52341,-73.548382,51.3,,
T,31/12/2017 22:11,45.523109,-73.547749,54.3,,
T,31/12/2017 22:11,45.522827,-73.547106,56.3,,
T,31/12/2017 22:11,45.522594,-73.546179,57.3,,
T,31/12/2017 22:11,45.522458,-73.545421,59.3,,
T,31/12/2017 22:11,45.522313,-73.544607,62.3,,
T,31/12/2017 22:11,45.522175,-73.54385,63.2,,
T,31/12/2017 22:11,45.522059,-73.543179,66.2,,
T,31/12/2017 22:11,45.5219,-73.542254,66.2,,
T,31/12/2017 22:12,45.521768,-73.541504,67.2,,
T,31/12/2017 22:12,45.521625,-73.540699,64.2,,
T,31/12/2017 22:12,45.521425,-73.539622,60.2,,
T,31/12/2017 22:12,45.521271,-73.538747,58.2,,
T,31/12/2017 22:12,45.521069,-73.537615,54.2,,
T,31/12/2017 22:12,45.520907,-73.536721,50.2,,
T,31/12/2017 22:12,45.520764,-73.535842,47.2,,
T,31/12/2017 22:12,45.520714,-73.534762,47.2,,
T,31/12/2017 22:12,45.520785,-73.533679,45.2,,
T,31/12/2017 22:12,45.520875,-73.532612,43.2,,
T,31/12/2017 22:12,45.520957,-73.531636,43.2,,
T,31/12/2017 22:12,45.521059,-73.530429,41.2,,
T,31/12/2017 22:12,45.521139,-73.529446,43.2,,
T,31/12/2017 22:13,45.521206,-73.52858,45.2,,
T,31/12/2017 22:13,45.521272,-73.527821,47.2,,
T,31/12/2017 22:13,45.521343,-73.527029,49.2,,
T,31/12/2017 22:13,45.521411,-73.526253,52.2,,
T,31/12/2017 22:13,45.52149,-73.525301,52.2,,
T,31/12/2017 22:13,45.521561,-73.524433,49.2,,
T,31/12/2017 22:13,45.52164,-73.523515,46.2,,
T,31/12/2017 22:13,45.521744,-73.522323,42.2,,
T,31/12/2017 22:13,45.521824,-73.521354,39.2,,
T,31/12/2017 22:13,45.521904,-73.52041,35.2,,
T,31/12/2017 22:13,45.52199,-73.519314,32.2,,
T,31/12/2017 22:13,45.521952,-73.518367,30.2,,
T,31/12/2017 22:13,45.521909,-73.517775,29.2,,
T,31/12/2017 22:13,45.522011,-73.517548,29.2,,
T,31/12/2017 22:14,45.522166,-73.517495,30.2,,
T,31/12/2017 22:14,45.522261,-73.517688,30.2,,
T,31/12/2017 22:14,45.522269,-73.517951,29.2,,
T,31/12/2017 22:14,45.522255,-73.518136,30.2,,
T,31/12/2017 22:14,45.522156,-73.518699,31.2,,
T,31/12/2017 22:14,45.522089,-73.519061,32.2,,
T,31/12/2017 22:14,45.522009,-73.519741,35.2,,
T,31/12/2017 22:14,45.521964,-73.520391,37.2,,
T,31/12/2017 22:14,45.521908,-73.52108,38.2,,
T,31/12/2017 22:14,45.521846,-73.521778,40.2,,
T,31/12/2017 22:14,45.521785,-73.522486,42.2,,
T,31/12/2017 22:14,45.521704,-73.523459,47.2,,
T,31/12/2017 22:14,45.521638,-73.524289,50.2,,
T,31/12/2017 22:15,45.521554,-73.525356,54.2,,
T,31/12/2017 22:15,45.521486,-73.526132,54.2,,
T,31/12/2017 22:15,45.521407,-73.527079,51.2,,
T,31/12/2017 22:15,45.52134,-73.527878,48.2,,
T,31/12/2017 22:15,45.521268,-73.528731,46.2,,
T,31/12/2017 22:15,45.521173,-73.529854,42.2,,
T,31/12/2017 22:15,45.521091,-73.530768,41.2,,
T,31/12/2017 22:15,45.521008,-73.531709,42.2,,
T,31/12/2017 22:15,45.520908,-73.532924,42.2,,
T,31/12/2017 22:15,45.520809,-73.534089,43.2,,
T,31/12/2017 22:15,45.520764,-73.534953,43.2,,
