typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 20:53,45.49921,-73.608192,113,,
T,31/12/2017 20:53,45.499226,-73.608322,108,,
T,31/12/2017 20:53,45.499249,-73.608406,110,,
T,31/12/2017 20:53,45.499302,-73.608406,111,,
T,31/12/2017 20:53,45.499359,-73.608299,112,,
T,31/12/2017 20:53,45.499382,-73.608231,112,,
T,31/12/2017 20:53,45.499428,-73.608139,112,,
T,31/12/2017 20:53,45.499508,-73.607994,112,,
T,31/12/2017 20:53,45.499638,-73.607819,111,,
T,31/12/2017 20:53,45.499737,-73.607658,112,,
T,31/12/2017 20:53,45.499825,-73.607536,114,,
T,31/12/2017 20:53,45.499939,-73.607391,115,,
T,31/12/2017 20:53,45.50008,-73.607224,117,,
T,31/12/2017 20:53,45.500149,-73.607124,116,,
T,31/12/2017 20:53,45.500217,-73.607117,117,,
T,31/12/2017 20:53,45.500282,-73.607193,119,,
T,31/12/2017 20:53,45.50034,-73.607277,115,,
T,31/12/2017 20:54,45.500393,-73.607391,115,,
T,31/12/2017 20:54,45.500446,-73.607521,117,,
T,31/12/2017 20:54,45.500504,-73.607674,113,,
T,31/12/2017 20:54,45.500568,-73.607811,109,,
T,31/12/2017 20:54,45.500591,-73.607895,110,,
T,31/12/2017 20:54,45.500549,-73.607964,109,,
T,31/12/2017 20:54,45.500458,-73.60804,108,,
T,31/12/2017 20:54,45.500336,-73.608139,110,,
T,31/12/2017 20:54,45.500252,-73.608238,110,,
T,31/12/2017 20:54,45.500229,-73.60833,109,,
T,31/12/2017 20:54,45.500313,-73.608444,108,,
T,31/12/2017 20:54,45.500401,-73.608482,109,,
T,31/12/2017 20:54,45.5005,-73.608505,110,,
T,31/12/2017 20:54,45.50061,-73.608467,112,,
T,31/12/2017 20:54,45.500713,-73.608406,114,,
T,31/12/2017 20:54,45.500793,-73.608353,113,,
T,31/12/2017 20:55,45.500858,-73.608345,112,,
T,31/12/2017 20:55,45.500954,-73.608452,113,,
T,31/12/2017 20:55,45.501011,-73.608566,111,,
T,31/12/2017 20:55,45.501064,-73.608749,111,,
T,31/12/2017 20:55,45.501091,-73.608894,114,,
T,31/12/2017 20:55,45.50111,-73.609039,111,,
T,31/12/2017 20:55,45.501148,-73.609108,115,,
T,31/12/2017 20:55,45.501263,-73.609093,118,,
T,31/12/2017 20:55,45.50135,-73.609062,119,,
T,31/12/2017 20:55,45.501461,-73.609032,119,,
T,31/12/2017 20:55,45.501583,-73.608971,120,,
T,31/12/2017 20:55,45.50169,-73.608902,121,,
T,31/12/2017 20:55,45.501743,-73.608849,122,,
T,31/12/2017 20:55,45.50172,-73.608749,118,,
T,31/12/2017 20:55,45.50164,-73.608597,121,,
T,31/12/2017 20:55,45.501556,-73.608429,122,,
T,31/12/2017 20:55,45.501465,-73.608253,124,,
T,31/12/2017 20:56,45.5014,-73.608124,125,,
T,31/12/2017 20:56,45.501392,-73.608025,124,,
T,31/12/2017 20:56,45.501484,-73.607979,121,,
T,31/12/2017 20:56,45.501644,-73.607956,124,,
T,31/12/2017 20:56,45.501762,-73.607933,124,,
T,31/12/2017 20:56,45.501854,-73.607925,128,,
T,31/12/2017 20:56,45.501938,-73.607918,130,,
T,31/12/2017 20:56,45.50201,-73.60788,134,,
T,31/12/2017 20:56,45.50206,-73.607735,132,,
T,31/12/2017 20:56,45.502064,-73.607597,131,,
T,31/12/2017 20:56,45.502083,-73.607468,131,,
T,31/12/2017 20:56,45.502144,-73.60733,131,,
T,31/12/2017 20:56,45.502216,-73.607246,128,,
T,31/12/2017 20:56,45.502285,-73.607162,127,,
T,31/12/2017 20:56,45.502354,-73.607079,127,,
T,31/12/2017 20:56,45.502472,-73.607018,122,,
T,31/12/2017 20:56,45.502563,-73.606949,129,,
T,31/12/2017 20:56,45.502594,-73.606819,130,,
T,31/12/2017 20:57,45.502602,-73.606651,132,,
T,31/12/2017 20:57,45.502602,-73.606483,130,,
T,31/12/2017 20:57,45.502602,-73.606308,131,,
T,31/12/2017 20:57,45.502602,-73.606178,132,,
T,31/12/2017 20:57,45.50264,-73.606026,130,,
T,31/12/2017 20:57,45.502663,-73.605919,129,,
T,31/12/2017 20:57,45.502666,-73.605789,128,,
T,31/12/2017 20:57,45.502617,-73.605629,130,,
