type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 21:14,45.507123,-73.580467,77,,
T,31/12/2017 21:14,45.507996,-73.580175,71,,
T,31/12/2017 21:14,45.508902,-73.579758,71,,
T,31/12/2017 21:14,45.509804,-73.579039,65,,
T,31/12/2017 21:14,45.510408,-73.578536,59,,
T,31/12/2017 21:15,45.510839,-73.578227,58,,
T,31/12/2017 21:15,45.511386,-73.578003,51,,
T,31/12/2017 21:15,45.510999,-73.576952,51,,
T,31/12/2017 21:15,45.510708,-73.576321,50,,
T,31/12/2017 21:15,45.510408,-73.575673,54,,
T,31/12/2017 21:17,45.510259,-73.575326,49,,
T,31/12/2017 21:17,45.509976,-73.574709,49,,
T,31/12/2017 21:17,45.509677,-73.574063,49,,
T,31/12/2017 21:18,45.509568,-73.573827,49,,
T,31/12/2017 21:18,45.509292,-73.573866,52,,
T,31/12/2017 21:18,45.509025,-73.574115,51,,
T,31/12/2017 21:18,45.508641,-73.574361,52,,
T,31/12/2017 21:18,45.508294,-73.574681,51,,
T,31/12/2017 21:18,45.50798,-73.574967,56,,
T,31/12/2017 21:19,45.507622,-73.575293,49,,
T,31/12/2017 21:19,45.507237,-73.575686,51,,
T,31/12/2017 21:19,45.507244,-73.576133,51,,
T,31/12/2017 21:19,45.50755,-73.576762,51,,
T,31/12/2017 21:19,45.507934,-73.57755,56,,
T,31/12/2017 21:20,45.508114,-73.57792,57,,
T,31/12/2017 21:20,45.508696,-73.577377,52,,
T,31/12/2017 21:20,45.509033,-73.577053,47,,
T,31/12/2017 21:20,45.509455,-73.576622,48,,
T,31/12/2017 21:20,45.509759,-73.576123,52,,
T,31/12/2017 21:20,45.509348,-73.575227,47,,
T,31/12/2017 21:21,45.509028,-73.574529,49,,
T,31/12/2017 21:21,45.508652,-73.573739,48,,
T,31/12/2017 21:21,45.508228,-73.572839,49,,
T,31/12/2017 21:21,45.507843,-73.57204,54,,
T,31/12/2017 21:21,45.507725,-73.571788,58,,
T,31/12/2017 21:22,45.508186,-73.571387,52,,
T,31/12/2017 21:22,45.508284,-73.571077,58,,
T,31/12/2017 21:22,45.50787,-73.570259,45,,
T,31/12/2017 21:23,45.507736,-73.569984,42,,
T,31/12/2017 21:23,45.507608,-73.569714,44,,
T,31/12/2017 21:23,45.507134,-73.569865,43,,
T,31/12/2017 21:23,45.506619,-73.570378,42,,
T,31/12/2017 21:23,45.506164,-73.570833,45,,
T,31/12/2017 21:24,45.505789,-73.571196,46,,
T,31/12/2017 21:24,45.505624,-73.571352,48,,
T,31/12/2017 21:25,45.505904,-73.572151,54,,
T,31/12/2017 21:25,45.506021,-73.572685,51,,
T,31/12/2017 21:25,45.505481,-73.572776,53,,
T,31/12/2017 21:25,45.505152,-73.572098,46,,
T,31/12/2017 21:25,45.504995,-73.571777,47,,
T,31/12/2017 21:26,45.504728,-73.571247,47,,
T,31/12/2017 21:27,45.504591,-73.570985,48,,
T,31/12/2017 21:27,45.504309,-73.5714,57,,
T,31/12/2017 21:27,45.504129,-73.571567,60,,
T,31/12/2017 21:28,45.503389,-73.57227,62,,
