type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 21:14,45.506448,-73.579016,65.3,,
T,31/12/2017 21:14,45.50672,-73.579566,68.3,,
T,31/12/2017 21:14,45.506973,-73.580137,73.3,,
T,31/12/2017 21:14,45.507066,-73.580352,73.3,,
T,31/12/2017 21:14,45.507206,-73.580458,75.3,,
T,31/12/2017 21:14,45.507556,-73.580322,73.3,,
T,31/12/2017 21:14,45.507969,-73.580166,69.3,,
T,31/12/2017 21:14,45.508485,-73.57993,66.3,,
T,31/12/2017 21:14,45.50883,-73.579743,64.3,,
T,31/12/2017 21:14,45.509243,-73.579516,63.3,,
T,31/12/2017 21:14,45.50957,-73.579236,61.3,,
T,31/12/2017 21:14,45.509882,-73.578939,59.3,,
T,31/12/2017 21:14,45.510217,-73.578697,59.3,,
T,31/12/2017 21:14,45.51042,-73.578502,58.3,,
T,31/12/2017 21:15,45.510595,-73.578372,55.3,,
T,31/12/2017 21:15,45.510696,-73.578306,54.3,,
T,31/12/2017 21:15,45.510981,-73.578193,51.3,,
T,31/12/2017 21:15,45.511299,-73.578065,51.3,,
T,31/12/2017 21:15,45.511374,-73.578024,50.3,,
T,31/12/2017 21:15,45.511373,-73.577788,50.3,,
T,31/12/2017 21:15,45.511083,-73.577181,47.3,,
T,31/12/2017 21:15,45.510903,-73.576821,47.3,,
T,31/12/2017 21:15,45.510799,-73.576572,46.3,,
T,31/12/2017 21:15,45.510672,-73.576249,46.3,,
T,31/12/2017 21:15,45.510523,-73.575962,45.3,,
T,31/12/2017 21:15,45.510366,-73.575625,43.3,,
T,31/12/2017 21:16,45.510293,-73.575559,42.3,,
T,31/12/2017 21:17,45.51027,-73.575448,45.3,,
T,31/12/2017 21:17,45.51014,-73.575148,44.3,,
T,31/12/2017 21:17,45.510022,-73.574897,43.3,,
T,31/12/2017 21:17,45.509917,-73.574645,43.3,,
T,31/12/2017 21:17,45.509764,-73.574334,43.3,,
T,31/12/2017 21:17,45.509628,-73.57407,44.3,,
T,31/12/2017 21:17,45.509536,-73.573923,45.3,,
T,31/12/2017 21:18,45.509488,-73.573828,42.3,,
T,31/12/2017 21:18,45.509426,-73.573764,44.3,,
T,31/12/2017 21:18,45.509242,-73.573937,45.3,,
T,31/12/2017 21:18,45.509111,-73.574064,44.3,,
T,31/12/2017 21:18,45.509029,-73.574146,44.3,,
T,31/12/2017 21:18,45.508955,-73.574204,42.3,,
T,31/12/2017 21:18,45.508749,-73.574299,42.3,,
T,31/12/2017 21:18,45.508566,-73.57444,41.3,,
T,31/12/2017 21:18,45.508425,-73.574595,40.3,,
T,31/12/2017 21:18,45.508296,-73.574682,41.3,,
T,31/12/2017 21:18,45.508158,-73.574799,43.3,,
T,31/12/2017 21:18,45.508018,-73.57494,44.3,,
T,31/12/2017 21:18,45.507866,-73.575088,45.3,,
T,31/12/2017 21:19,45.507695,-73.575237,44.3,,
T,31/12/2017 21:19,45.507654,-73.575323,42.3,,
T,31/12/2017 21:19,45.507506,-73.57545,43.3,,
T,31/12/2017 21:19,45.5073,-73.575639,45.3,,
T,31/12/2017 21:19,45.507176,-73.575755,45.3,,
T,31/12/2017 21:19,45.507159,-73.575935,45.3,,
T,31/12/2017 21:19,45.507279,-73.576229,43.3,,
T,31/12/2017 21:19,45.507407,-73.5765,40.3,,
T,31/12/2017 21:19,45.507502,-73.576749,42.3,,
T,31/12/2017 21:19,45.507642,-73.577044,44.3,,
T,31/12/2017 21:19,45.507804,-73.57734,45.3,,
T,31/12/2017 21:19,45.507957,-73.5777,47.3,,
T,31/12/2017 21:19,45.508017,-73.57788,53.3,,
T,31/12/2017 21:20,45.508126,-73.577905,50.3,,
T,31/12/2017 21:20,45.508364,-73.577703,48.3,,
T,31/12/2017 21:20,45.50858,-73.577516,46.3,,
T,31/12/2017 21:20,45.50878,-73.577333,48.3,,
T,31/12/2017 21:20,45.508945,-73.577169,47.3,,
T,31/12/2017 21:20,45.509034,-73.577081,49.3,,
T,31/12/2017 21:20,45.509178,-73.576976,49.3,,
T,31/12/2017 21:20,45.509381,-73.57679,49.3,,
T,31/12/2017 21:20,45.509652,-73.576503,50.3,,
T,31/12/2017 21:20,45.509779,-73.576389,51.3,,
T,31/12/2017 21:20,45.509771,-73.576185,52.3,,
T,31/12/2017 21:20,45.509621,-73.575833,50.3,,
T,31/12/2017 21:20,45.509457,-73.575479,48.3,,
T,31/12/2017 21:20,45.509305,-73.575143,48.3,,
T,31/12/2017 21:21,45.509112,-73.574778,47.3,,
T,31/12/2017 21:21,45.509025,-73.574556,46.3,,
T,31/12/2017 21:21,45.508903,-73.574243,47.3,,
T,31/12/2017 21:21,45.508682,-73.573793,47.3,,
T,31/12/2017 21:21,45.508441,-73.573301,46.3,,
T,31/12/2017 21:21,45.508231,-73.572967,47.3,,
T,31/12/2017 21:21,45.508054,-73.57266,45.3,,
T,31/12/2017 21:21,45.507929,-73.572312,44.3,,
T,31/12/2017 21:21,45.507829,-73.572047,45.3,,
T,31/12/2017 21:21,45.507753,-73.572109,54.3,,
T,31/12/2017 21:21,45.507711,-73.571798,48.3,,
T,31/12/2017 21:22,45.507799,-73.571527,49.3,,
T,31/12/2017 21:22,45.507987,-73.571379,49.3,,
T,31/12/2017 21:22,45.508122,-73.571298,49.3,,
T,31/12/2017 21:22,45.508204,-73.571297,47.3,,
T,31/12/2017 21:22,45.508242,-73.57119,47.3,,
T,31/12/2017 21:22,45.508118,-73.570877,45.3,,
T,31/12/2017 21:22,45.507943,-73.570552,43.3,,
T,31/12/2017 21:22,45.507811,-73.570213,39.3,,
T,31/12/2017 21:23,45.50774,-73.57006,37.3,,
T,31/12/2017 21:23,45.507666,-73.570012,33.3,,
T,31/12/2017 21:23,45.507583,-73.569892,34.3,,
T,31/12/2017 21:23,45.507504,-73.569688,34.3,,
T,31/12/2017 21:23,45.507383,-73.569672,37.3,,
T,31/12/2017 21:23,45.507198,-73.56984,39.3,,
T,31/12/2017 21:23,45.506939,-73.570131,38.3,,
T,31/12/2017 21:23,45.506764,-73.570281,38.3,,
T,31/12/2017 21:23,45.506574,-73.570649,34.3,,
T,31/12/2017 21:23,45.506342,-73.5708,35.3,,
T,31/12/2017 21:23,45.506052,-73.571039,39.3,,
T,31/12/2017 21:24,45.505746,-73.57114,44.3,,
T,31/12/2017 21:24,45.505626,-73.571239,46.3,,
T,31/12/2017 21:24,45.505672,-73.571261,48.3,,
T,31/12/2017 21:24,45.505681,-73.57134,42.3,,
T,31/12/2017 21:24,45.505696,-73.571673,39.3,,
T,31/12/2017 21:24,45.505818,-73.571922,42.3,,
T,31/12/2017 21:25,45.506007,-73.572256,45.3,,
T,31/12/2017 21:25,45.506123,-73.572436,46.3,,
T,31/12/2017 21:25,45.506054,-73.572677,46.3,,
T,31/12/2017 21:25,45.505781,-73.572859,48.3,,
T,31/12/2017 21:25,45.505653,-73.572865,47.3,,
T,31/12/2017 21:25,45.505456,-73.572598,43.3,,
T,31/12/2017 21:25,45.505261,-73.572246,40.3,,
T,31/12/2017 21:25,45.505143,-73.572084,39.3,,
T,31/12/2017 21:25,45.505111,-73.572009,46.3,,
T,31/12/2017 21:25,45.50488,-73.571578,44.3,,
T,31/12/2017 21:25,45.504777,-73.571321,36.3,,
T,31/12/2017 21:26,45.504739,-73.571208,35.3,,
T,31/12/2017 21:27,45.504689,-73.571131,40.3,,
T,31/12/2017 21:27,45.504596,-73.571143,41.3,,
T,31/12/2017 21:27,45.504445,-73.571314,46.3,,
T,31/12/2017 21:27,45.504357,-73.571436,50.3,,
T,31/12/2017 21:27,45.504277,-73.571456,66.3,,
T,31/12/2017 21:27,45.504103,-73.57159,62.3,,
T,31/12/2017 21:27,45.503726,-73.571881,60.3,,
T,31/12/2017 21:28,45.503327,-73.572191,62.3,,
T,31/12/2017 21:28,45.50315,-73.572485,66.3,,
T,31/12/2017 21:28,45.503034,-73.572477,67.3,,
T,31/12/2017 21:28,45.50295,-73.572457,74.3,,
T,31/12/2017 21:28,45.502896,-73.57253,77.3,,
T,31/12/2017 21:28,45.502837,-73.572617,63.3,,
T,31/12/2017 21:28,45.502823,-73.572541,48.3,,
T,31/12/2017 21:28,45.502721,-73.572299,46.3,,
T,31/12/2017 21:28,45.502553,-73.572001,45.3,,
T,31/12/2017 21:28,45.502392,-73.571776,42.3,,
T,31/12/2017 21:28,45.50227,-73.571606,41.3,,
T,31/12/2017 21:29,45.502134,-73.571418,39.3,,
T,31/12/2017 21:29,45.502059,-73.571351,40.3,,
T,31/12/2017 21:29,45.502019,-73.571252,43.3,,
T,31/12/2017 21:29,45.501812,-73.570865,42.3,,
T,31/12/2017 21:29,45.501669,-73.570536,40.3,,
T,31/12/2017 21:29,45.501599,-73.570436,38.3,,
T,31/12/2017 21:29,45.501581,-73.570333,39.3,,
T,31/12/2017 21:29,45.501796,-73.569968,37.3,,
T,31/12/2017 21:29,45.502039,-73.569644,39.3,,
T,31/12/2017 21:30,45.502314,-73.569403,42.3,,
T,31/12/2017 21:30,45.502455,-73.568965,45.3,,
T,31/12/2017 21:30,45.502568,-73.568978,47.3,,
T,31/12/2017 21:30,45.502645,-73.568927,62.3,,
T,31/12/2017 21:30,45.502898,-73.568832,61.3,,
T,31/12/2017 21:31,45.503122,-73.568852,67.3,,
T,31/12/2017 21:31,45.503243,-73.568637,67.3,,
T,31/12/2017 21:31,45.50334,-73.568534,63.3,,
T,31/12/2017 21:31,45.503616,-73.568212,49.3,,
T,31/12/2017 21:31,45.503697,-73.568116,45.3,,
T,31/12/2017 21:31,45.50372,-73.567938,40.3,,
T,31/12/2017 21:31,45.503583,-73.567626,41.3,,
T,31/12/2017 21:31,45.503349,-73.567219,39.3,,
T,31/12/2017 21:31,45.503247,-73.567015,41.3,,
T,31/12/2017 21:31,45.503221,-73.566936,43.3,,
T,31/12/2017 21:31,45.503074,-73.566636,43.3,,
T,31/12/2017 21:31,45.502923,-73.566301,45.3,,
T,31/12/2017 21:32,45.502767,-73.56592,47.3,,
T,31/12/2017 21:32,45.502691,-73.565609,49.3,,
T,31/12/2017 21:32,45.502561,-73.565444,52.3,,
T,31/12/2017 21:32,45.5025,-73.565404,53.3,,
T,31/12/2017 21:32,45.502378,-73.565125,49.3,,
T,31/12/2017 21:32,45.502256,-73.564775,47.3,,
T,31/12/2017 21:32,45.50223,-73.56466,47.3,,
T,31/12/2017 21:33,45.501976,-73.564608,41.3,,
T,31/12/2017 21:33,45.501662,-73.564876,39.3,,
T,31/12/2017 21:33,45.501325,-73.565093,37.3,,
T,31/12/2017 21:33,45.501148,-73.565303,37.3,,
T,31/12/2017 21:33,45.501157,-73.565434,36.3,,
T,31/12/2017 21:34,45.501104,-73.565472,49.3,,
T,31/12/2017 21:34,45.501073,-73.565586,35.3,,
T,31/12/2017 21:34,45.501231,-73.565825,32.3,,
