typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:24,45.521829,-73.547055,19,,
T,31/12/2017 22:24,45.520987,-73.547691,18,,
T,31/12/2017 22:25,45.520774,-73.547811,18,,
T,31/12/2017 22:25,45.51986,-73.548455,18,,
T,31/12/2017 22:25,45.518629,-73.549327,19,,
T,31/12/2017 22:25,45.517276,-73.550332,18,,
T,31/12/2017 22:25,45.515845,-73.551522,16,,
T,31/12/2017 22:26,45.514316,-73.552929,11,,
T,31/12/2017 22:26,45.508703,-73.557225,9,,
T,31/12/2017 22:26,45.507014,-73.558631,10,,
T,31/12/2017 22:26,45.505678,-73.559809,9,,
T,31/12/2017 22:27,45.505246,-73.560187,9,,
T,31/12/2017 22:27,45.497449,-73.562719,9,,
T,31/12/2017 22:28,45.497584,-73.563752,11,,
T,31/12/2017 22:29,45.498342,-73.563254,12,,
T,31/12/2017 22:29,45.498892,-73.562504,12,,
T,31/12/2017 22:29,45.497942,-73.561383,14,,
T,31/12/2017 22:29,45.497251,-73.559916,13,,
T,31/12/2017 22:29,45.49671,-73.55944,12,,
T,31/12/2017 22:29,45.496153,-73.560054,12,,
T,31/12/2017 22:30,45.495462,-73.560777,12,,
T,31/12/2017 22:30,45.494912,-73.561236,11,,
T,31/12/2017 22:31,45.494671,-73.561407,11,,
T,31/12/2017 22:31,45.493997,-73.561863,11,,
T,31/12/2017 22:31,45.49326,-73.562383,11,,
T,31/12/2017 22:31,45.493219,-73.563158,11,,
T,31/12/2017 22:31,45.493145,-73.563561,10,,
T,31/12/2017 22:52,45.492906,-73.563484,26,,
T,31/12/2017 22:52,45.492875,-73.563446,29,,
