type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 20:16,45.504836,-73.556755,50,,
T,30/12/2017 20:16,45.504853,-73.556368,49,,
T,30/12/2017 20:16,45.504766,-73.556079,48,,
T,30/12/2017 20:17,45.504632,-73.55559,46,,
T,30/12/2017 20:17,45.504557,-73.555308,46,,
T,30/12/2017 20:17,45.504492,-73.555065,45,,
T,30/12/2017 20:17,45.504422,-73.554808,44,,
T,30/12/2017 20:17,45.504353,-73.554553,44,,
T,30/12/2017 20:18,45.504107,-73.554593,43,,
T,30/12/2017 20:18,45.503668,-73.554783,42,,
T,30/12/2017 20:18,45.503345,-73.554941,41,,
T,30/12/2017 20:18,45.503192,-73.554613,41,,
T,30/12/2017 20:18,45.502956,-73.554298,40,,
T,30/12/2017 20:18,45.502544,-73.554681,40,,
T,30/12/2017 20:19,45.502602,-73.555012,40,,
T,30/12/2017 20:19,45.502846,-73.555463,40,,
T,30/12/2017 20:19,45.503118,-73.555948,43,,
T,30/12/2017 20:19,45.503395,-73.556449,45,,
T,30/12/2017 20:19,45.503696,-73.557022,47,,
T,30/12/2017 20:20,45.503887,-73.557391,48,,
T,30/12/2017 20:20,45.504017,-73.557685,48,,
T,30/12/2017 20:20,45.504181,-73.558065,49,,
T,30/12/2017 20:20,45.504095,-73.558293,48,,
T,30/12/2017 20:21,45.503729,-73.558562,48,,
T,30/12/2017 20:24,45.503417,-73.55879,48,,
T,30/12/2017 20:24,45.503078,-73.559028,48,,
T,30/12/2017 20:24,45.502802,-73.559219,47,,
T,30/12/2017 20:24,45.502569,-73.559111,47,,
T,30/12/2017 20:25,45.502399,-73.558747,46,,
T,30/12/2017 20:25,45.502526,-73.558441,46,,
T,30/12/2017 20:25,45.503112,-73.558006,48,,
T,30/12/2017 20:26,45.503711,-73.557567,48,,
T,30/12/2017 20:26,45.504074,-73.557817,48,,
T,30/12/2017 20:26,45.504226,-73.558169,49,,
T,30/12/2017 20:27,45.504454,-73.558694,45,,
T,30/12/2017 20:28,45.504565,-73.558951,42,,
T,30/12/2017 20:28,45.504979,-73.558883,42,,
T,30/12/2017 20:28,45.505372,-73.558561,42,,
T,30/12/2017 20:28,45.505616,-73.55836,42,,
T,30/12/2017 20:28,45.506371,-73.557703,42,,
T,30/12/2017 20:29,45.506712,-73.557429,43,,
T,30/12/2017 20:29,45.506941,-73.557251,43,,
T,30/12/2017 20:29,45.50779,-73.556579,44,,
T,30/12/2017 20:29,45.508685,-73.555953,43,,
T,30/12/2017 20:30,45.509167,-73.556991,43,,
T,30/12/2017 20:30,45.508475,-73.557636,42,,
T,30/12/2017 20:30,45.507514,-73.558405,37,,
T,30/12/2017 20:30,45.506318,-73.559251,36,,
T,30/12/2017 20:30,45.505464,-73.559976,36,,
T,30/12/2017 20:32,45.490962,-73.568061,47,,
T,30/12/2017 20:33,45.48982,-73.574904,50,,
T,30/12/2017 20:33,45.489322,-73.576278,50,,
T,30/12/2017 20:33,45.489066,-73.576593,50,,
T,30/12/2017 20:33,45.488711,-73.576647,50,,
T,30/12/2017 20:33,45.488269,-73.575985,47,,
T,30/12/2017 20:34,45.488272,-73.575591,45,,
T,30/12/2017 20:34,45.488638,-73.575323,44,,
T,30/12/2017 20:34,45.489035,-73.575206,45,,
T,30/12/2017 20:34,45.489397,-73.574864,45,,
T,30/12/2017 20:34,45.489745,-73.574519,45,,
T,30/12/2017 20:38,45.489902,-73.574362,46,,
T,30/12/2017 20:38,45.490055,-73.573965,46,,
T,30/12/2017 20:39,45.489558,-73.57296,44,,
T,30/12/2017 20:39,45.489234,-73.572283,43,,
T,30/12/2017 20:39,45.489337,-73.571942,43,,
T,30/12/2017 20:40,45.490282,-73.571051,42,,
T,30/12/2017 20:40,45.490973,-73.570395,41,,
T,30/12/2017 20:40,45.491147,-73.57023,41,,
T,30/12/2017 20:40,45.491209,-73.569518,42,,
T,30/12/2017 20:40,45.490605,-73.568251,43,,
T,30/12/2017 20:41,45.490184,-73.567365,46,,
T,30/12/2017 20:41,45.490223,-73.567104,46,,
T,30/12/2017 20:42,45.491069,-73.566368,47,,
T,30/12/2017 20:42,45.492043,-73.56553,47,,
T,30/12/2017 20:42,45.492699,-73.56498,45,,
T,30/12/2017 20:43,45.492881,-73.56484,45,,
T,30/12/2017 20:43,45.493601,-73.564284,45,,
T,30/12/2017 20:43,45.494202,-73.563825,44,,
T,30/12/2017 20:43,45.495033,-73.56327,43,,
T,30/12/2017 20:43,45.495953,-73.562698,42,,
T,30/12/2017 20:43,45.496825,-73.562071,42,,
T,30/12/2017 20:44,45.497095,-73.562062,42,,
T,30/12/2017 20:44,45.497721,-73.561727,42,,
T,30/12/2017 20:44,45.49842,-73.561332,43,,
T,30/12/2017 20:44,45.499466,-73.560641,45,,
T,30/12/2017 20:45,45.500277,-73.56006,46,,
T,30/12/2017 20:45,45.500809,-73.559666,45,,
T,30/12/2017 20:46,45.501533,-73.559182,46,,
T,30/12/2017 20:46,45.502324,-73.558588,47,,
T,30/12/2017 20:46,45.502979,-73.558106,48,,
T,30/12/2017 20:46,45.503499,-73.557722,49,,
T,30/12/2017 20:46,45.503859,-73.557458,49,,
T,30/12/2017 20:47,45.504047,-73.557322,48,,
T,30/12/2017 20:49,45.504223,-73.557194,50,,
T,30/12/2017 20:49,45.504385,-73.557077,50,,
T,30/12/2017 20:50,45.504585,-73.556934,51,,
T,30/12/2017 20:50,45.504748,-73.556817,51,,
T,30/12/2017 20:52,45.504921,-73.556693,51,,
T,30/12/2017 20:53,45.505095,-73.556549,51,,
T,30/12/2017 20:53,45.50526,-73.556411,51,,
T,30/12/2017 20:54,45.505437,-73.556263,51,,
