type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 20:54,45.505602,-73.556126,52,,
T,30/12/2017 20:54,45.505785,-73.555974,52,,
T,30/12/2017 20:55,45.505954,-73.555833,52,,
T,30/12/2017 20:55,45.506123,-73.555701,52,,
T,30/12/2017 20:55,45.50582,-73.554616,50,,
T,30/12/2017 20:56,45.505622,-73.554013,45,,
T,30/12/2017 20:56,45.505512,-73.553685,44,,
T,30/12/2017 20:56,45.505365,-73.553267,40,,
T,30/12/2017 20:56,45.504783,-73.5534,40,,
T,30/12/2017 20:57,45.503945,-73.553718,41,,
T,30/12/2017 20:57,45.503337,-73.553986,40,,
T,30/12/2017 20:57,45.502968,-73.554288,40,,
T,30/12/2017 20:57,45.502503,-73.554724,40,,
T,30/12/2017 20:57,45.501956,-73.555112,40,,
T,30/12/2017 20:57,45.501256,-73.55552,40,,
T,30/12/2017 20:58,45.500824,-73.555908,40,,
T,30/12/2017 20:58,45.500346,-73.556349,40,,
T,30/12/2017 20:58,45.500074,-73.556606,40,,
T,30/12/2017 20:58,45.500396,-73.55781,41,,
T,30/12/2017 20:59,45.500585,-73.558358,42,,
T,30/12/2017 20:59,45.500921,-73.559339,31,,
T,30/12/2017 20:59,45.501186,-73.559446,44,,
