type,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 21:41,45.509287,-73.561145,34.3,,
T,31/12/2017 21:41,45.509563,-73.560898,34.3,,
T,31/12/2017 21:41,45.509945,-73.560549,34.3,,
T,31/12/2017 21:41,45.51027,-73.560274,34.3,,
T,31/12/2017 21:41,45.510538,-73.560077,33.3,,
T,31/12/2017 21:41,45.510865,-73.559813,34.3,,
T,31/12/2017 21:41,45.511049,-73.559649,33.3,,
T,31/12/2017 21:41,45.511133,-73.559522,34.3,,
T,31/12/2017 21:41,45.511096,-73.559371,34.3,,
T,31/12/2017 21:41,45.510997,-73.559155,32.3,,
T,31/12/2017 21:41,45.510892,-73.558916,32.3,,
T,31/12/2017 21:41,45.510808,-73.558731,31.3,,
T,31/12/2017 21:41,45.510702,-73.558505,30.3,,
T,31/12/2017 21:42,45.51066,-73.558405,30.3,,
T,31/12/2017 21:42,45.510605,-73.558295,31.3,,
T,31/12/2017 21:42,45.510505,-73.558045,29.3,,
T,31/12/2017 21:42,45.510316,-73.557632,28.3,,
T,31/12/2017 21:42,45.510216,-73.557417,27.3,,
T,31/12/2017 21:42,45.510168,-73.557327,25.3,,
T,31/12/2017 21:42,45.510122,-73.557219,25.3,,
T,31/12/2017 21:42,45.510067,-73.557117,25.3,,
T,31/12/2017 21:43,45.509891,-73.557171,24.3,,
T,31/12/2017 21:43,45.509731,-73.557258,25.3,,
T,31/12/2017 21:43,45.509677,-73.557293,26.3,,
T,31/12/2017 21:43,45.509382,-73.557442,28.3,,
T,31/12/2017 21:43,45.509086,-73.557603,30.3,,
T,31/12/2017 21:43,45.508774,-73.557785,30.3,,
T,31/12/2017 21:43,45.508456,-73.557997,29.3,,
T,31/12/2017 21:43,45.508124,-73.558227,28.3,,
T,31/12/2017 21:44,45.507793,-73.558543,28.3,,
T,31/12/2017 21:44,45.507611,-73.558732,28.3,,
T,31/12/2017 21:44,45.507595,-73.558886,29.3,,
T,31/12/2017 21:44,45.507756,-73.559262,28.3,,
T,31/12/2017 21:44,45.507876,-73.55954,29.3,,
T,31/12/2017 21:44,45.508082,-73.56,30.3,,
T,31/12/2017 21:44,45.508191,-73.56022,31.3,,
T,31/12/2017 21:44,45.508264,-73.560389,31.3,,
T,31/12/2017 21:44,45.508371,-73.560622,32.3,,
T,31/12/2017 21:44,45.508486,-73.560876,34.3,,
T,31/12/2017 21:44,45.508563,-73.561072,34.3,,
T,31/12/2017 21:45,45.508597,-73.561157,32.3,,
T,31/12/2017 21:45,45.508671,-73.561299,34.3,,
T,31/12/2017 21:45,45.508804,-73.561579,34.3,,
T,31/12/2017 21:45,45.508974,-73.561959,35.3,,
T,31/12/2017 21:45,45.509143,-73.56231,35.3,,
T,31/12/2017 21:45,45.509328,-73.562708,34.3,,
T,31/12/2017 21:45,45.509495,-73.563078,35.3,,
T,31/12/2017 21:45,45.509676,-73.563457,35.3,,
T,31/12/2017 21:45,45.509747,-73.563616,35.3,,
T,31/12/2017 21:45,45.50979,-73.563707,35.3,,
T,31/12/2017 21:45,45.509952,-73.564048,34.3,,
T,31/12/2017 21:46,45.510109,-73.564397,32.3,,
T,31/12/2017 21:46,45.510283,-73.564779,30.3,,
T,31/12/2017 21:46,45.510383,-73.564992,29.3,,
T,31/12/2017 21:46,45.51043,-73.565054,27.3,,
T,31/12/2017 21:46,45.51059,-73.565386,26.3,,
T,31/12/2017 21:46,45.510801,-73.565791,25.3,,
T,31/12/2017 21:46,45.511049,-73.566302,24.3,,
T,31/12/2017 21:46,45.511222,-73.566669,26.3,,
T,31/12/2017 21:46,45.511508,-73.567269,28.3,,
T,31/12/2017 21:46,45.511827,-73.567899,36.3,,
T,31/12/2017 21:47,45.512047,-73.568324,40.3,,
T,31/12/2017 21:47,45.512277,-73.568814,41.3,,
T,31/12/2017 21:47,45.512403,-73.569075,45.3,,
T,31/12/2017 21:47,45.512454,-73.569194,45.3,,
T,31/12/2017 21:47,45.512471,-73.569297,45.3,,
T,31/12/2017 21:47,45.512609,-73.569382,46.3,,
T,31/12/2017 21:47,45.512817,-73.569258,46.3,,
T,31/12/2017 21:47,45.512961,-73.569139,46.3,,
T,31/12/2017 21:47,45.512931,-73.568969,46.3,,
T,31/12/2017 21:48,45.512794,-73.568732,47.3,,
T,31/12/2017 21:48,45.512728,-73.568585,48.3,,
T,31/12/2017 21:48,45.512595,-73.568339,46.3,,
T,31/12/2017 21:48,45.512484,-73.568153,46.3,,
T,31/12/2017 21:48,45.512387,-73.567987,46.3,,
T,31/12/2017 21:48,45.512284,-73.567749,43.3,,
T,31/12/2017 21:48,45.512217,-73.567575,38.3,,
T,31/12/2017 21:48,45.512175,-73.567421,36.3,,
T,31/12/2017 21:48,45.512115,-73.56727,35.3,,
T,31/12/2017 21:48,45.511966,-73.566968,33.3,,
T,31/12/2017 21:48,45.51192,-73.566869,33.3,,
T,31/12/2017 21:48,45.511892,-73.56675,33.3,,
T,31/12/2017 21:49,45.51209,-73.566546,31.3,,
T,31/12/2017 21:49,45.512343,-73.566465,31.3,,
T,31/12/2017 21:49,45.512645,-73.56636,30.3,,
T,31/12/2017 21:49,45.512915,-73.566267,30.3,,
T,31/12/2017 21:49,45.513145,-73.566189,29.3,,
T,31/12/2017 21:49,45.513495,-73.566064,29.3,,
T,31/12/2017 21:49,45.513795,-73.565967,28.3,,
T,31/12/2017 21:49,45.514079,-73.56588,27.3,,
T,31/12/2017 21:49,45.514434,-73.565765,27.3,,
T,31/12/2017 21:49,45.514754,-73.565661,27.3,,
T,31/12/2017 21:49,45.515129,-73.565545,27.3,,
T,31/12/2017 21:49,45.515376,-73.565464,27.3,,
T,31/12/2017 21:49,45.515648,-73.565375,29.3,,
T,31/12/2017 21:49,45.515801,-73.565331,29.3,,
T,31/12/2017 21:50,45.515852,-73.565299,28.3,,
T,31/12/2017 21:50,45.516142,-73.565207,29.3,,
T,31/12/2017 21:50,45.516506,-73.565071,29.3,,
T,31/12/2017 21:50,45.51686,-73.564912,29.3,,
T,31/12/2017 21:50,45.516971,-73.564669,28.3,,
