type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 19:26,45.493168,-73.56398,-13,masir1_3 pixel,
T,30/12/2017 19:26,45.493118,-73.563904,-24,,
T,30/12/2017 19:26,45.49308,-73.563858,-11,,
T,30/12/2017 19:27,45.493069,-73.563759,6,,
T,30/12/2017 19:28,45.493034,-73.563805,6,,
T,30/12/2017 19:35,45.492924,-73.563667,8,,
T,30/12/2017 19:35,45.492985,-73.563736,18,,
T,30/12/2017 19:36,45.492939,-73.563698,30,,
T,30/12/2017 19:36,45.492966,-73.563751,25,,
T,30/12/2017 19:40,45.493023,-73.563782,22,,
T,30/12/2017 19:40,45.492962,-73.563789,17,,
T,30/12/2017 19:41,45.493019,-73.563759,14,,
T,30/12/2017 19:42,45.493031,-73.563828,17,,
T,30/12/2017 19:46,45.492962,-73.563881,9,,
T,30/12/2017 19:46,45.492882,-73.56395,4,,
T,30/12/2017 19:46,45.492744,-73.564049,3,,
T,30/12/2017 19:46,45.492664,-73.564072,0,,
T,30/12/2017 19:47,45.492619,-73.564102,-5,,
T,30/12/2017 19:47,45.492752,-73.564339,-11,,
T,30/12/2017 19:47,45.492832,-73.564522,-8,,
T,30/12/2017 19:47,45.492855,-73.564583,-5,,
T,30/12/2017 19:47,45.492889,-73.564629,-8,,
T,30/12/2017 19:47,45.492973,-73.564674,-12,,
T,30/12/2017 19:47,45.493073,-73.564621,-10,,
T,30/12/2017 19:47,45.493279,-73.564461,-6,,
T,30/12/2017 19:47,45.493496,-73.564293,-1,,
T,30/12/2017 19:48,45.493687,-73.564133,4,,
T,30/12/2017 19:48,45.493828,-73.564026,6,,
T,30/12/2017 19:48,45.494007,-73.563896,10,,
T,30/12/2017 19:48,45.494209,-73.563789,1,,
T,30/12/2017 19:48,45.494255,-73.563721,1,,
T,30/12/2017 19:48,45.494171,-73.563568,1,,
T,30/12/2017 19:48,45.494076,-73.5634,3,,
T,30/12/2017 19:48,45.494003,-73.563156,5,,
