typ,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 2:08,45.510572,-73.661076,45.7,,
T,01/01/2018 2:08,45.511182,-73.660704,44.7,,
T,01/01/2018 2:08,45.511756,-73.660324,45.7,,
T,01/01/2018 2:08,45.512467,-73.659855,46.7,,
T,01/01/2018 2:08,45.5131,-73.65945,47.7,,
T,01/01/2018 2:08,45.513783,-73.65902,46.7,,
T,01/01/2018 2:08,45.514441,-73.658589,48.7,,
T,01/01/2018 2:08,45.515039,-73.65821,46.7,,
T,01/01/2018 2:08,45.515751,-73.657734,46.7,,
T,01/01/2018 2:09,45.516361,-73.657334,46.7,,
T,01/01/2018 2:09,45.517156,-73.656791,46.7,,
T,01/01/2018 2:09,45.517931,-73.656268,48.7,,
T,01/01/2018 2:09,45.5185,-73.655887,49.7,,
T,01/01/2018 2:09,45.519206,-73.655419,50.7,,
T,01/01/2018 2:09,45.519812,-73.655046,49.7,,
T,01/01/2018 2:09,45.520393,-73.654669,50.6,,
T,01/01/2018 2:09,45.520971,-73.654298,50.6,,
T,01/01/2018 2:09,45.521733,-73.653831,47.6,,
T,01/01/2018 2:09,45.522324,-73.653463,46.6,,
T,01/01/2018 2:09,45.523091,-73.65301,46.6,,
T,01/01/2018 2:09,45.523846,-73.65261,43.6,,
T,01/01/2018 2:09,45.524463,-73.652314,42.6,,
T,01/01/2018 2:10,45.525249,-73.652004,42.6,,
T,01/01/2018 2:10,45.525863,-73.651782,43.6,,
T,01/01/2018 2:10,45.526495,-73.651547,44.6,,
T,01/01/2018 2:10,45.527141,-73.6513,45.6,,
T,01/01/2018 2:10,45.527905,-73.650963,44.6,,
T,01/01/2018 2:10,45.528446,-73.650581,44.6,,
T,01/01/2018 2:10,45.529089,-73.649973,42.6,,
T,01/01/2018 2:10,45.529777,-73.649356,42.6,,
T,01/01/2018 2:10,45.530497,-73.648723,40.6,,
T,01/01/2018 2:10,45.531114,-73.648361,38.6,,
T,01/01/2018 2:10,45.531883,-73.647897,36.6,,
T,01/01/2018 2:10,45.532509,-73.64751,36.6,,
T,01/01/2018 2:10,45.533139,-73.647083,37.6,,
T,01/01/2018 2:10,45.533779,-73.646622,38.6,,
T,01/01/2018 2:11,45.53446,-73.646181,37.6,,
T,01/01/2018 2:11,45.53527,-73.64565,38.6,,
T,01/01/2018 2:11,45.535885,-73.645214,38.6,,
T,01/01/2018 2:11,45.536536,-73.644826,40.6,,
T,01/01/2018 2:11,45.537148,-73.644436,41.6,,
T,01/01/2018 2:11,45.537949,-73.643905,40.6,,
T,01/01/2018 2:11,45.538556,-73.643507,38.6,,
T,01/01/2018 2:11,45.539304,-73.643034,38.6,,
T,01/01/2018 2:11,45.53988,-73.642667,39.6,,
T,01/01/2018 2:11,45.540458,-73.642273,41.6,,
T,01/01/2018 2:11,45.540995,-73.641926,43.6,,
T,01/01/2018 2:11,45.541515,-73.641598,43.6,,
T,01/01/2018 2:11,45.542165,-73.641189,43.6,,
T,01/01/2018 2:11,45.542821,-73.640767,44.6,,
T,01/01/2018 2:12,45.543336,-73.640424,43.6,,
T,01/01/2018 2:12,45.543933,-73.639979,44.6,,
T,01/01/2018 2:12,45.544415,-73.63955,45.6,,
T,01/01/2018 2:12,45.545073,-73.63897,45.6,,
T,01/01/2018 2:12,45.545744,-73.638393,46.6,,
T,01/01/2018 2:12,45.546309,-73.637907,46.6,,
T,01/01/2018 2:12,45.546983,-73.637337,47.6,,
T,01/01/2018 2:12,45.547623,-73.636763,49.6,,
T,01/01/2018 2:12,45.548151,-73.636259,48.6,,
T,01/01/2018 2:12,45.548738,-73.635521,47.6,,
T,01/01/2018 2:12,45.549117,-73.634868,47.6,,
T,01/01/2018 2:12,45.549432,-73.634062,46.6,,
T,01/01/2018 2:12,45.549607,-73.633468,44.6,,
T,01/01/2018 2:13,45.549523,-73.63283,45.6,,
T,01/01/2018 2:13,45.549273,-73.632469,44.6,,
T,01/01/2018 2:13,45.549124,-73.63192,42.6,,
T,01/01/2018 2:13,45.549289,-73.631298,41.6,,
T,01/01/2018 2:13,45.549546,-73.630738,41.6,,
T,01/01/2018 2:13,45.549792,-73.630217,41.6,,
T,01/01/2018 2:13,45.549992,-73.629791,41.6,,
T,01/01/2018 2:13,45.550096,-73.629589,41.6,,
T,01/01/2018 2:14,45.550149,-73.629496,45.6,,
T,01/01/2018 2:14,45.55017,-73.629328,45.6,,
T,01/01/2018 2:14,45.549976,-73.628921,45.6,,
T,01/01/2018 2:14,45.549746,-73.628408,47.6,,
T,01/01/2018 2:14,45.549523,-73.62787,47.6,,
T,01/01/2018 2:14,45.549264,-73.627273,48.6,,
T,01/01/2018 2:14,45.548992,-73.626707,46.6,,
T,01/01/2018 2:14,45.548614,-73.625933,45.6,,
T,01/01/2018 2:15,45.548343,-73.625351,45.6,,
T,01/01/2018 2:15,45.548128,-73.624829,46.6,,
T,01/01/2018 2:15,45.547869,-73.624267,49.6,,
T,01/01/2018 2:15,45.547535,-73.623525,50.6,,
T,01/01/2018 2:15,45.547251,-73.622888,53.6,,
T,01/01/2018 2:15,45.546995,-73.6223,53.6,,
T,01/01/2018 2:15,45.546676,-73.621571,55.6,,
T,01/01/2018 2:15,45.546365,-73.620871,54.6,,
T,01/01/2018 2:15,45.546039,-73.620156,57.6,,
T,01/01/2018 2:15,45.545782,-73.619566,57.6,,
T,01/01/2018 2:15,45.545495,-73.618912,55.6,,
T,01/01/2018 2:15,45.54526,-73.618425,56.6,,
T,01/01/2018 2:15,45.544983,-73.617817,55.6,,
T,01/01/2018 2:15,45.544778,-73.617318,55.6,,
T,01/01/2018 2:16,45.54446,-73.616616,55.6,,
T,01/01/2018 2:16,45.544215,-73.616064,54.6,,
T,01/01/2018 2:16,45.544154,-73.615929,55.6,,
T,01/01/2018 2:18,45.544105,-73.61594,51.6,,
T,01/01/2018 2:18,45.544012,-73.615794,48.6,,
T,01/01/2018 2:18,45.54393,-73.615645,48.6,,
T,01/01/2018 2:18,45.543803,-73.61531,51.6,,
T,01/01/2018 2:18,45.543571,-73.614752,53.6,,
T,01/01/2018 2:18,45.54332,-73.614107,56.6,,
T,01/01/2018 2:18,45.543028,-73.61353,54.5,,
T,01/01/2018 2:18,45.542698,-73.61276,56.5,,
T,01/01/2018 2:19,45.542505,-73.612312,58.5,,
T,01/01/2018 2:19,45.542398,-73.612205,60.5,,
T,01/01/2018 2:19,45.542139,-73.612442,60.5,,
T,01/01/2018 2:19,45.541998,-73.612554,60.5,,
T,01/01/2018 2:19,45.541911,-73.612567,65.5,,
T,01/01/2018 2:19,45.541579,-73.612825,66.5,,
T,01/01/2018 2:19,45.541272,-73.612949,66.5,,
T,01/01/2018 2:19,45.541029,-73.613075,65.5,,
T,01/01/2018 2:19,45.540819,-73.613177,64.5,,
T,01/01/2018 2:19,45.540756,-73.61329,63.5,,
T,01/01/2018 2:20,45.540794,-73.613491,64.5,,
T,01/01/2018 2:20,45.54097,-73.613911,63.5,,
T,01/01/2018 2:20,45.541119,-73.614219,59.5,,
T,01/01/2018 2:20,45.5413,-73.614583,58.5,,
