type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:32,45.492992,-73.563685,72.2,,
T,01/01/2018 1:34,45.492986,-73.563654,71.2,,
T,01/01/2018 1:34,45.492917,-73.563462,75.2,,
T,01/01/2018 1:34,45.492866,-73.563358,79.2,,
T,01/01/2018 1:35,45.492921,-73.563262,76.2,,
T,01/01/2018 1:35,45.492745,-73.563174,77.2,,
T,01/01/2018 1:36,45.492807,-73.563254,83.2,,
T,01/01/2018 1:36,45.492833,-73.563372,83.2,,
T,01/01/2018 1:36,45.492891,-73.563469,80.2,,
T,01/01/2018 1:36,45.492972,-73.563483,75.2,,
T,01/01/2018 1:37,45.492942,-73.5636,65.2,,
T,01/01/2018 1:37,45.492869,-73.563662,61.2,,
T,01/01/2018 1:38,45.492705,-73.563807,57.2,,
T,01/01/2018 1:38,45.492631,-73.563882,52.2,,
T,01/01/2018 1:38,45.49264,-73.564004,40.2,,
T,01/01/2018 1:49,45.492582,-73.564102,33.2,,
T,01/01/2018 1:49,45.492699,-73.564384,30.3,,
T,01/01/2018 1:49,45.492846,-73.564652,29.3,,
T,01/01/2018 1:49,45.492892,-73.564873,28.3,,
T,01/01/2018 1:49,45.492597,-73.565119,26.3,,
T,01/01/2018 1:49,45.492107,-73.565531,26.3,,
T,01/01/2018 1:49,45.491717,-73.565849,27.3,,
T,01/01/2018 1:49,45.491368,-73.566139,26.3,,
T,01/01/2018 1:49,45.490948,-73.566476,24.3,,
T,01/01/2018 1:49,45.490573,-73.566782,24.3,,
T,01/01/2018 1:49,45.490299,-73.566991,23.3,,
T,01/01/2018 1:50,45.490225,-73.567059,22.3,,
T,01/01/2018 1:50,45.490164,-73.567123,21.3,,
T,01/01/2018 1:50,45.489875,-73.567345,22.3,,
T,01/01/2018 1:50,45.489614,-73.567556,23.3,,
T,01/01/2018 1:50,45.489334,-73.567801,23.3,,
T,01/01/2018 1:50,45.489078,-73.568049,24.3,,
T,01/01/2018 1:50,45.48879,-73.568274,25.3,,
T,01/01/2018 1:50,45.488581,-73.568408,25.3,,
T,01/01/2018 1:50,45.488399,-73.568521,24.3,,
T,01/01/2018 1:50,45.488201,-73.568619,20.3,,
T,01/01/2018 1:50,45.488037,-73.568736,21.3,,
T,01/01/2018 1:50,45.487904,-73.568815,21.3,,
T,01/01/2018 1:51,45.48784,-73.568879,20.3,,
T,01/01/2018 1:51,45.487637,-73.568998,20.3,,
T,01/01/2018 1:51,45.487406,-73.569135,20.3,,
T,01/01/2018 1:51,45.487221,-73.569242,19.3,,
T,01/01/2018 1:51,45.487059,-73.569368,18.3,,
T,01/01/2018 1:51,45.486849,-73.569533,19.3,,
T,01/01/2018 1:51,45.486592,-73.569751,19.3,,
T,01/01/2018 1:51,45.48644,-73.569878,18.3,,
T,01/01/2018 1:51,45.486159,-73.570121,17.3,,
T,01/01/2018 1:51,45.485838,-73.570445,15.3,,
T,01/01/2018 1:51,45.485625,-73.570738,15.3,,
T,01/01/2018 1:51,45.485359,-73.571225,16.3,,
T,01/01/2018 1:51,45.485136,-73.571637,16.3,,
T,01/01/2018 1:52,45.484834,-73.572114,15.3,,
T,01/01/2018 1:52,45.484523,-73.572656,16.3,,
T,01/01/2018 1:52,45.484201,-73.573176,16.3,,
T,01/01/2018 1:52,45.483874,-73.573717,18.3,,
T,01/01/2018 1:52,45.483642,-73.574089,18.3,,
T,01/01/2018 1:52,45.48349,-73.574265,15.3,,
T,01/01/2018 1:52,45.483473,-73.574355,16.3,,
T,01/01/2018 1:52,45.483285,-73.574667,13.3,,
T,01/01/2018 1:52,45.483125,-73.574905,14.3,,
T,01/01/2018 1:53,45.48292,-73.575229,16.3,,
T,01/01/2018 1:53,45.482792,-73.575491,20.3,,
T,01/01/2018 1:53,45.482738,-73.575568,24.3,,
T,01/01/2018 1:53,45.482585,-73.57585,21.3,,
T,01/01/2018 1:53,45.482377,-73.576132,20.3,,
T,01/01/2018 1:53,45.482184,-73.576415,21.3,,
T,01/01/2018 1:53,45.481944,-73.576803,19.3,,
