type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 21:28,45.492898,-73.558079,31,,
T,30/12/2017 21:28,45.49318,-73.558843,30,,
T,30/12/2017 21:28,45.493419,-73.559492,30,,
T,30/12/2017 21:29,45.493614,-73.560019,30,,
T,30/12/2017 21:29,45.493859,-73.560688,30,,
T,30/12/2017 21:29,45.49409,-73.561296,30,,
T,30/12/2017 21:29,45.494171,-73.561744,30,,
T,30/12/2017 21:29,45.493677,-73.562082,30,,
T,30/12/2017 21:29,45.493125,-73.56248,30,,
T,30/12/2017 21:30,45.493253,-73.563236,30,,
T,30/12/2017 21:36,45.493277,-73.5635,32,,
T,30/12/2017 21:38,45.49311,-73.563646,32,,
T,30/12/2017 21:40,45.493067,-73.563521,32,,
