type,time,latitude,longitude,altitude (m),name,des
T,30/12/2017 21:03,45.501458,-73.559239,36,,
T,30/12/2017 21:03,45.502068,-73.558777,37,,
T,30/12/2017 21:03,45.502503,-73.558457,37,,
T,30/12/2017 21:03,45.502965,-73.558116,39,,
T,30/12/2017 21:03,45.503529,-73.5577,40,,
T,30/12/2017 21:04,45.503904,-73.557425,40,,
T,30/12/2017 21:04,45.504221,-73.557196,41,,
T,30/12/2017 21:04,45.504393,-73.557092,41,,
T,30/12/2017 21:05,45.504594,-73.557463,41,,
T,30/12/2017 21:07,45.504668,-73.557835,42,,
T,30/12/2017 21:07,45.504465,-73.558001,41,,
T,30/12/2017 21:07,45.504288,-73.558147,40,,
T,30/12/2017 21:07,45.503592,-73.558662,40,,
T,30/12/2017 21:07,45.503167,-73.558451,39,,
T,30/12/2017 21:08,45.503001,-73.55809,39,,
T,30/12/2017 21:08,45.502771,-73.557697,38,,
T,30/12/2017 21:08,45.502973,-73.557289,39,,
T,30/12/2017 21:08,45.502496,-73.557228,39,,
T,30/12/2017 21:09,45.502661,-73.556748,36,,
T,30/12/2017 21:09,45.502761,-73.556458,35,,
T,30/12/2017 21:09,45.503077,-73.556099,34,,
T,30/12/2017 21:10,45.503294,-73.556265,36,,
T,30/12/2017 21:10,45.50371,-73.55705,39,,
T,30/12/2017 21:10,45.503844,-73.557309,39,,
T,30/12/2017 21:11,45.504268,-73.557161,41,,
T,30/12/2017 21:11,45.504581,-73.556936,41,,
T,30/12/2017 21:11,45.504758,-73.55681,41,,
T,30/12/2017 21:12,45.504894,-73.556519,41,,
T,30/12/2017 21:12,45.504729,-73.555951,39,,
T,30/12/2017 21:12,45.504604,-73.555487,38,,
T,30/12/2017 21:12,45.504452,-73.554918,36,,
T,30/12/2017 21:12,45.504376,-73.554637,35,,
T,30/12/2017 21:13,45.504309,-73.554373,34,,
T,30/12/2017 21:13,45.504159,-73.553697,31,,
T,30/12/2017 21:13,45.504783,-73.5534,31,,
T,30/12/2017 21:14,45.505246,-73.553218,30,,
T,30/12/2017 21:14,45.505429,-73.553447,31,,
T,30/12/2017 21:14,45.505522,-73.553714,33,,
T,30/12/2017 21:15,45.505736,-73.554366,35,,
T,30/12/2017 21:15,45.505995,-73.554273,36,,
T,30/12/2017 21:15,45.505884,-73.553855,34,,
T,30/12/2017 21:16,45.505695,-73.553718,33,,
T,30/12/2017 21:16,45.505682,-73.554198,35,,
T,30/12/2017 21:16,45.505923,-73.554919,38,,
T,30/12/2017 21:17,45.506056,-73.555311,41,,
T,30/12/2017 21:17,45.506306,-73.555564,42,,
T,30/12/2017 21:17,45.506864,-73.555132,43,,
T,30/12/2017 21:17,45.507379,-73.554709,43,,
T,30/12/2017 21:18,45.507572,-73.55438,42,,
T,30/12/2017 21:18,45.507336,-73.553835,40,,
T,30/12/2017 21:18,45.507233,-73.553598,38,,
T,30/12/2017 21:18,45.50713,-73.553342,36,,
T,30/12/2017 21:18,45.506998,-73.553015,35,,
T,30/12/2017 21:19,45.506792,-73.552867,34,,
T,30/12/2017 21:19,45.506715,-73.553287,35,,
T,30/12/2017 21:19,45.506807,-73.553515,35,,
T,30/12/2017 21:19,45.506848,-73.5538,36,,
T,30/12/2017 21:20,45.506578,-73.553991,37,,
T,30/12/2017 21:20,45.506716,-73.554434,39,,
T,30/12/2017 21:20,45.506901,-73.554813,41,,
T,30/12/2017 21:20,45.507088,-73.554952,42,,
T,30/12/2017 21:20,45.507761,-73.554392,43,,
T,30/12/2017 21:21,45.508061,-73.554147,43,,
T,30/12/2017 21:21,45.507981,-73.553638,41,,
T,30/12/2017 21:21,45.507774,-73.553114,38,,
T,30/12/2017 21:21,45.507577,-73.552623,34,,
T,30/12/2017 21:22,45.507477,-73.552362,33,,
T,30/12/2017 21:22,45.507317,-73.552063,30,,
T,30/12/2017 21:22,45.507085,-73.552174,30,,
T,30/12/2017 21:22,45.506677,-73.552409,30,,
T,30/12/2017 21:22,45.506131,-73.552809,30,,
T,30/12/2017 21:23,45.505552,-73.553104,30,,
T,30/12/2017 21:23,45.505372,-73.553167,30,,
T,30/12/2017 21:23,45.504731,-73.553419,30,,
T,30/12/2017 21:23,45.504202,-73.553621,30,,
T,30/12/2017 21:23,45.50359,-73.553813,30,,
T,30/12/2017 21:24,45.502872,-73.55387,30,,
T,30/12/2017 21:24,45.502365,-73.55384,30,,
T,30/12/2017 21:24,45.501532,-73.553744,30,,
T,30/12/2017 21:24,45.500595,-73.553488,30,,
T,30/12/2017 21:24,45.500202,-73.553343,30,,
T,30/12/2017 21:25,45.49957,-73.552961,30,,
T,30/12/2017 21:25,45.498805,-73.552877,30,,
T,30/12/2017 21:25,45.497936,-73.552855,30,,
T,30/12/2017 21:25,45.496924,-73.552951,31,,
T,30/12/2017 21:25,45.496492,-73.552973,31,,
T,30/12/2017 21:26,45.496222,-73.553006,31,,
T,30/12/2017 21:26,45.4956,-73.553465,31,,
T,30/12/2017 21:26,45.495298,-73.553903,31,,
T,30/12/2017 21:26,45.494945,-73.554022,31,,
T,30/12/2017 21:26,45.494712,-73.553401,31,,
T,30/12/2017 21:27,45.49457,-73.553023,31,,
T,30/12/2017 21:27,45.493814,-73.553146,31,,
T,30/12/2017 21:27,45.493243,-73.553306,31,,
T,30/12/2017 21:27,45.493089,-73.554342,32,,
T,30/12/2017 21:27,45.493035,-73.555554,32,,
T,30/12/2017 21:28,45.493012,-73.556221,31,,
T,30/12/2017 21:28,45.493184,-73.557185,31,,
T,30/12/2017 21:28,45.492976,-73.557699,31,,
