typ,time,latitude,longitude,altitude (m),name,desc
T,31/12/2017 22:09,45.526009,-73.559563,-3,,
T,31/12/2017 22:10,45.52581,-73.559189,0,,
T,31/12/2017 22:10,45.52565,-73.559013,-4,,
T,31/12/2017 22:10,45.525528,-73.55867,0,,
T,31/12/2017 22:10,45.525291,-73.558167,-3,,
T,31/12/2017 22:10,45.525127,-73.557892,-3,,
T,31/12/2017 22:10,45.52499,-73.557472,-9,,
T,31/12/2017 22:10,45.524895,-73.557175,-10,,
T,31/12/2017 22:10,45.524967,-73.556725,-10,,
T,31/12/2017 22:10,45.525169,-73.556389,-6,,
T,31/12/2017 22:10,45.525337,-73.556206,-5,,
T,31/12/2017 22:10,45.525616,-73.555901,-4,,
T,31/12/2017 22:10,45.525726,-73.555618,-4,,
T,31/12/2017 22:10,45.525784,-73.555084,-7,,
T,31/12/2017 22:10,45.525665,-73.554474,-8,,
T,31/12/2017 22:10,45.525402,-73.553848,-9,,
T,31/12/2017 22:10,45.525227,-73.553192,-9,,
T,31/12/2017 22:11,45.525085,-73.55265,-7,,
T,31/12/2017 22:11,45.524883,-73.551926,-4,,
T,31/12/2017 22:11,45.524696,-73.551208,0,,
T,31/12/2017 22:11,45.524422,-73.550583,5,,
T,31/12/2017 22:11,45.5242,-73.55011,2,,
T,31/12/2017 22:11,45.523911,-73.549484,7,,
T,31/12/2017 22:11,45.523613,-73.548851,9,,
T,31/12/2017 22:11,45.523304,-73.548225,12,,
T,31/12/2017 22:11,45.523094,-73.547745,15,,
T,31/12/2017 22:11,45.522877,-73.547295,17,,
T,31/12/2017 22:11,45.522659,-73.546745,11,,
T,31/12/2017 22:11,45.522537,-73.546173,14,,
T,31/12/2017 22:11,45.522449,-73.545624,15,,
T,31/12/2017 22:11,45.522346,-73.544823,15,,
T,31/12/2017 22:11,45.522243,-73.544106,19,,
T,31/12/2017 22:11,45.522133,-73.543579,19,,
T,31/12/2017 22:11,45.521996,-73.542793,21,,
T,31/12/2017 22:12,45.521873,-73.542015,20,,
T,31/12/2017 22:12,45.521767,-73.541283,22,,
T,31/12/2017 22:12,45.521633,-73.540665,21,,
T,31/12/2017 22:12,45.521473,-73.539818,23,,
T,31/12/2017 22:12,45.521286,-73.538895,22,,
T,31/12/2017 22:12,45.521103,-73.538002,19,,
T,31/12/2017 22:12,45.520939,-73.537086,17,,
T,31/12/2017 22:12,45.520763,-73.536217,11,,
T,31/12/2017 22:12,45.520634,-73.535545,15,,
T,31/12/2017 22:12,45.520649,-73.534721,13,,
T,31/12/2017 22:12,45.520702,-73.533852,8,,
T,31/12/2017 22:12,45.520763,-73.533226,6,,
T,31/12/2017 22:12,45.520844,-73.532356,4,,
T,31/12/2017 22:12,45.520901,-73.531609,4,,
T,31/12/2017 22:12,45.520966,-73.530891,5,,
T,31/12/2017 22:12,45.521069,-73.529892,5,,
T,31/12/2017 22:13,45.521152,-73.528954,8,,
T,31/12/2017 22:13,45.521217,-73.528374,9,,
T,31/12/2017 22:13,45.521275,-73.527603,8,,
T,31/12/2017 22:13,45.521339,-73.527,10,,
T,31/12/2017 22:13,45.521393,-73.526421,10,,
T,31/12/2017 22:13,45.521446,-73.525856,14,,
