id,timestamp,latitude,longitude,altitude,speedInKPH,speedLimit,course,roadConditions,weatherConditionsDescription,visibilityInMiles,temperatureInCelsius,relativeHumidityInFrac,windKPH,windDirectionDegrees,pressureInMb,precipitation1HrMetric,trafficJamFactor,trafficSpeed,trafficLength,accelerationX,accelerationY,accelerationZ,roadTypes,roadTypeFunctionalClass,averageGpsSpeed,accelerometerMagnitude,compositeProbability
1.51466E+12,2017-12-30T20:16:00Z,45.50481,-73.55684,46.31097412,2.016000009,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.031812955,-1.086787989,-9.714069215,,UNKNOWN,Speed(mps=0.3600000143051147),9.774725618,0.00185932
1.51466E+12,2017-12-30T20:16:01Z,45.50481,-73.55684,46.32507324,1.296000051,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.02021604,-1.544634165,-9.680520464,,UNKNOWN,Speed(mps=0.18000000715255735),9.802998513,0.005266285
1.51466E+12,2017-12-30T20:16:02Z,45.50481,-73.55685,46.32495117,1.296000051,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.011881226,-1.527231311,-9.683303723,,UNKNOWN,Speed(mps=0.0),9.803007071,9.16E-10
1.51466E+12,2017-12-30T20:16:03Z,45.50481,-73.55685,46.56500244,0,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.029508535,-1.514407369,-9.682869774,,UNKNOWN,Speed(mps=0.1550000011920929),9.800625873,7.03E-05
1.51466E+12,2017-12-30T20:16:04Z,45.50481,-73.55685,46.85980225,0,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.016924013,-1.567678356,-9.669731593,,UNKNOWN,Speed(mps=0.4000000059604645),9.795999741,2.64E-04
1.51466E+12,2017-12-30T20:16:05Z,45.50482,-73.55685,47.1776123,1.116000009,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.010833763,-1.76777376,-9.635838675,,UNKNOWN,Speed(mps=0.5049999952316284),9.796659043,5.43E-06
1.51466E+12,2017-12-30T20:16:06Z,45.50482,-73.55684,47.37359619,1.764000034,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.006943185,-1.820027211,-9.618256257,,UNKNOWN,Speed(mps=0.5600000023841858),9.788942776,4.35E-04
1.51466E+12,2017-12-30T20:16:07Z,45.50482,-73.55684,46.66864014,1.871999931,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.026426001,-1.726234361,-9.641599723,,UNKNOWN,Speed(mps=0.7350000143051147),9.794949138,4.32E-04
1.51466E+12,2017-12-30T20:16:08Z,45.50482,-73.55684,47.69287109,2.160000086,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.098551326,-1.623238798,-9.647375735,,UNKNOWN,Speed(mps=0.7400000095367432),9.783479704,8.59E-06
1.51466E+12,2017-12-30T20:16:09Z,45.50484,-73.55682,47.55065918,3.132000017,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.131905548,-1.479062967,-9.648812256,,UNKNOWN,Speed(mps=0.6200000047683716),9.762407709,0.002620494
1.51466E+12,2017-12-30T20:16:10Z,45.50485,-73.5568,48.81762695,2.196000051,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.145821845,-1.590123996,-9.683872346,,UNKNOWN,Speed(mps=0.6899999976158142),9.814639166,0.001612023
1.51466E+12,2017-12-30T20:16:11Z,45.50486,-73.5568,49.4052124,2.267999983,Speed(mps=9999.0),64.3359375,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,0.01309329,-1.543003115,-9.634043024,,UNKNOWN,Speed(mps=0.949999988079071),9.756834273,0.014870582
1.51466E+12,2017-12-30T20:16:12Z,45.50487,-73.55678,50.01208496,2.7,Speed(mps=9999.0),26.68473434,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.059780223,-1.759798075,-9.671108259,,UNKNOWN,Speed(mps=1.2400000095367432),9.830096535,0.02007536
1.51466E+12,2017-12-30T20:16:13Z,45.50488,-73.55677,51.43896484,4.139999914,Speed(mps=9999.0),88.59375,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,0.034356794,-1.67772185,-9.65376526,,UNKNOWN,Speed(mps=1.3450000286102295),9.798526149,0.002913612
1.51466E+12,2017-12-30T20:16:14Z,45.50488,-73.55676,52.03808594,4.788000154,Speed(mps=9999.0),97.3828125,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,0.071422028,-1.468348914,-9.629583823,,UNKNOWN,Speed(mps=1.425000011920929),9.741151588,0.002096808
1.51466E+12,2017-12-30T20:16:15Z,45.50488,-73.55674,53.05267334,4.896000051,Speed(mps=9999.0),103.359375,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,0.23557448,-0.792555568,-9.653735333,,UNKNOWN,Speed(mps=1.3849999904632568),9.689078673,5.44E-04
1.51466E+12,2017-12-30T20:16:16Z,45.50487,-73.55672,53.65057373,5.364000034,Speed(mps=9999.0),105.46875,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,0.218904851,-0.766593444,-9.681672673,,UNKNOWN,Speed(mps=1.1649999618530273),9.714441342,0.005415657
1.51466E+12,2017-12-30T20:16:17Z,45.50487,-73.55671,54.19244385,4.607999897,Speed(mps=9999.0),107.578125,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.049799395,-0.823141495,-9.35953284,,UNKNOWN,Speed(mps=1.0449999570846553),9.395791445,0.004944779
1.51466E+12,2017-12-30T20:16:18Z,45.50487,-73.5567,54.84490967,3.779999828,Speed(mps=9999.0),108.984375,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.096381581,-1.095197622,-9.736649529,,UNKNOWN,Speed(mps=1.1049999594688416),9.798524955,0.001242608
1.51466E+12,2017-12-30T20:16:19Z,45.50486,-73.55668,51.64526367,3.743999863,Speed(mps=9999.0),110.390625,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.132010294,-0.938781435,-9.783231715,,UNKNOWN,Speed(mps=1.2549999952316284),9.829056928,0.004652904
1.51466E+12,2017-12-30T20:16:20Z,45.50485,-73.55666,53.13079834,4.211999846,Speed(mps=9999.0),111.09375,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.106452191,-1.059434235,-9.799123229,,UNKNOWN,Speed(mps=1.259999990463257),9.85680217,8.63E-06
1.51466E+12,2017-12-30T20:16:21Z,45.50485,-73.55664,53.53753662,4.82400012,Speed(mps=9999.0),110.7421875,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.195471602,-1.153541324,-9.732190328,,UNKNOWN,Speed(mps=1.1649999618530276),9.802264806,0.002873493
1.51466E+12,2017-12-30T20:16:22Z,45.50485,-73.55662,54.51940918,4.247999811,Speed(mps=9999.0),110.7421875,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.076928692,-0.611209756,-9.687762924,,UNKNOWN,Speed(mps=1.1649999618530276),9.707329492,0
1.51466E+12,2017-12-30T20:16:23Z,45.50484,-73.5566,54.45825195,4.139999914,Speed(mps=9999.0),111.09375,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.284101954,-0.960404068,-9.704716864,,UNKNOWN,Speed(mps=1.0299999713897707),9.756260519,0.005189942
1.51466E+12,2017-12-30T20:16:24Z,45.50483,-73.55657,54.74914551,4.247999811,Speed(mps=9999.0),110.7421875,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.234212777,-0.985752679,-9.871622648,,UNKNOWN,Speed(mps=0.8950000107288361),9.923482134,0.006167906
1.51466E+12,2017-12-30T20:16:25Z,45.50483,-73.55657,55.39697266,3.167999983,Speed(mps=9999.0),108.7207947,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.140569565,-1.056052425,-9.870664967,,UNKNOWN,Speed(mps=0.9500000178813934),9.927992416,2.05E-04
1.51466E+12,2017-12-30T20:16:26Z,45.50483,-73.55655,55.71240234,3.276000094,Speed(mps=9999.0),108.7207947,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.346830038,-1.052924999,-9.781720375,,UNKNOWN,Speed(mps=1.175000011920929),9.844338252,0.014474083
1.51466E+12,2017-12-30T20:16:27Z,45.50482,-73.55654,56.20654297,3.564000034,Speed(mps=9999.0),111.7358627,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.179445414,-1.285237379,-9.601496845,,UNKNOWN,Speed(mps=1.3949999809265141),9.688796491,0.015725119
1.51466E+12,2017-12-30T20:16:28Z,45.50481,-73.5565,56.81219482,4.896000051,Speed(mps=9999.0),111.7358627,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.253156898,-1.071734446,-9.732429749,,UNKNOWN,Speed(mps=1.494999945163727),9.794533779,0.003366909
1.51466E+12,2017-12-30T20:16:29Z,45.50481,-73.55648,57.56921387,5.147999811,Speed(mps=9999.0),111.7358627,UNKNOWN,UNKNOWN,,,,,,,,UNKNOWN,,,-0.188318924,-0.717018506,-9.86224037,,UNKNOWN,Speed(mps=1.5399999618530273),9.890063936,6.95E-04
